"x","y","EEA_1kmgrid_2015_pm10_avg"
4509500,2621500,5.70480012893677
4510500,2621500,5.27741003036499
4511500,2621500,5.31472015380859
4512500,2621500,4.94552993774414
4513500,2621500,4.95653009414673
4514500,2621500,5.11442995071411
4515500,2621500,5.32989978790283
4516500,2621500,5.69966983795166
4507500,2620500,6.43451023101807
4508500,2620500,6.28593015670776
4509500,2620500,6.05086994171143
4510500,2620500,5.52992010116577
4511500,2620500,5.86070013046265
4512500,2620500,5.76750993728638
4513500,2620500,5.63824987411499
4514500,2620500,5.22892999649048
4515500,2620500,5.28166007995605
4516500,2620500,5.51710987091064
4517500,2620500,5.48817014694214
4518500,2620500,6.03264999389648
4519500,2620500,6.27562999725342
4520500,2620500,5.53349018096924
4521500,2620500,5.2367901802063
4522500,2620500,5.3049201965332
4523500,2620500,5.77266979217529
4524500,2620500,5.51246023178101
4506500,2619500,6.84431982040405
4507500,2619500,6.81062984466553
4508500,2619500,6.62399005889893
4509500,2619500,6.47110986709595
4510500,2619500,5.78974008560181
4511500,2619500,5.90085983276367
4512500,2619500,6.23289012908936
4513500,2619500,6.36397981643677
4514500,2619500,6.095290184021
4515500,2619500,5.56346988677979
4516500,2619500,5.10507011413574
4517500,2619500,5.2977499961853
4518500,2619500,5.77287006378174
4519500,2619500,5.46347999572754
4520500,2619500,5.09123992919922
4521500,2619500,5.26029014587402
4522500,2619500,5.11234998703003
4523500,2619500,5.19401979446411
4524500,2619500,4.99804019927979
4525500,2619500,4.78796005249023
4526500,2619500,4.9141001701355
4527500,2619500,4.97735023498535
4528500,2619500,5.5242600440979
4480500,2618500,5.94717979431152
4481500,2618500,5.90486001968384
4504500,2618500,6.89429998397827
4505500,2618500,6.7707200050354
4506500,2618500,7.00735998153687
4507500,2618500,7.11908006668091
4508500,2618500,7.23614978790283
4509500,2618500,6.99652004241943
4510500,2618500,6.33455991744995
4511500,2618500,5.77519989013672
4512500,2618500,5.91751003265381
4513500,2618500,6.06532001495361
4514500,2618500,6.50231981277466
4515500,2618500,6.17271995544434
4516500,2618500,5.69480991363525
4517500,2618500,5.16691017150879
