"x","y","pm10_avg_22"
4335500,2611500,5.63019227981567
4336500,2611500,5.33391046524048
4337500,2611500,5.65239810943604
4338500,2611500,5.35273885726929
4339500,2611500,5.28211116790771
4333500,2610500,5.16872310638428
4334500,2610500,5.59793567657471
4335500,2610500,5.2489972114563
4336500,2610500,5.07298898696899
4337500,2610500,5.26626062393188
4338500,2610500,5.57185554504395
4339500,2610500,5.26583814620972
4340500,2610500,5.18895530700684
4341500,2610500,5.24839639663696
4331500,2609500,5.17260456085205
4332500,2609500,5.09138441085815
4333500,2609500,5.39285182952881
4334500,2609500,5.84023809432983
4335500,2609500,5.30804109573364
4336500,2609500,5.25634622573853
4337500,2609500,5.55923509597778
4338500,2609500,5.76245164871216
4339500,2609500,5.51967144012451
4340500,2609500,5.57060050964355
4341500,2609500,5.73609256744385
4342500,2609500,5.94137334823608
4343500,2609500,5.66592502593994
4329500,2608500,5.25160646438599
4330500,2608500,5.31476831436157
4331500,2608500,5.44470405578613
4332500,2608500,5.25082540512085
4333500,2608500,5.56448698043823
4334500,2608500,5.87013292312622
4335500,2608500,5.37931156158447
4336500,2608500,5.35873794555664
4337500,2608500,5.75797557830811
4338500,2608500,5.91150188446045
4339500,2608500,5.66030120849609
4340500,2608500,5.88791561126709
4341500,2608500,5.81008195877075
4342500,2608500,5.83195829391479
4343500,2608500,5.87831592559814
4344500,2608500,5.85466241836548
4328500,2607500,4.91040086746216
4329500,2607500,5.21131038665771
4330500,2607500,5.26091575622559
4331500,2607500,5.49818181991577
4332500,2607500,5.41449069976807
4333500,2607500,5.69751405715942
4334500,2607500,5.68154335021973
4335500,2607500,5.30401992797852
4336500,2607500,5.33378458023071
4337500,2607500,5.64318037033081
4338500,2607500,5.91668605804443
4339500,2607500,5.87019824981689
4340500,2607500,5.8889627456665
4341500,2607500,5.6423454284668
4342500,2607500,5.63939619064331
4343500,2607500,5.63107872009277
4344500,2607500,5.81761360168457
4345500,2607500,5.85206604003906
4346500,2607500,5.71033048629761
4328500,2606500,4.93096685409546
4329500,2606500,5.34583806991577
4330500,2606500,5.24749326705933
4331500,2606500,5.37439155578613
4332500,2606500,5.5798978805542
4333500,2606500,5.94200086593628
4334500,2606500,5.47892284393311
4335500,2606500,5.22174167633057
4336500,2606500,5.38360929489136
4337500,2606500,5.68502283096313
4338500,2606500,5.88488245010376
4339500,2606500,5.96392774581909
4340500,2606500,5.87728548049927
4341500,2606500,5.66898727416992
4342500,2606500,5.48230981826782
4343500,2606500,5.51452589035034
4344500,2606500,5.67411756515503
4345500,2606500,5.80935335159302
4346500,2606500,5.81005620956421
4347500,2606500,5.82819366455078
4348500,2606500,5.90284061431885
4328500,2605500,5.0139946937561
4329500,2605500,5.44788074493408
4330500,2605500,5.42004108428955
4331500,2605500,5.42328548431396
4332500,2605500,5.95456695556641
4333500,2605500,5.96220207214355
4334500,2605500,5.44508504867554
4335500,2605500,5.30021047592163
4336500,2605500,5.37629175186157
4337500,2605500,5.61420631408691
4338500,2605500,5.77823257446289
4339500,2605500,5.9268217086792
4340500,2605500,5.96777296066284
4341500,2605500,5.79362726211548
4342500,2605500,5.64382123947144
4343500,2605500,5.49779796600342
4344500,2605500,5.66476583480835
4345500,2605500,5.69022083282471
4346500,2605500,5.66469621658325
4347500,2605500,5.69964170455933
4348500,2605500,5.7855224609375
4349500,2605500,5.72153520584106
4350500,2605500,5.76854038238525
4327500,2604500,4.89597415924072
4328500,2604500,5.39169645309448
4329500,2604500,5.69327116012573
4330500,2604500,5.85591745376587
4331500,2604500,11.6967725753784
4332500,2604500,5.89287090301514
4333500,2604500,5.5459361076355
4334500,2604500,5.61856317520142
4335500,2604500,5.49209213256836
4336500,2604500,5.59803199768066
4337500,2604500,5.62456607818604
4338500,2604500,5.65804576873779
4339500,2604500,5.80266094207764
4340500,2604500,6.02275609970093
4341500,2604500,5.93571710586548
4342500,2604500,5.68686532974243
4343500,2604500,5.54944562911987
4344500,2604500,5.58496713638306
4345500,2604500,5.60196447372437
4346500,2604500,5.61484670639038
4347500,2604500,5.60918664932251
4348500,2604500,5.67472457885742
4349500,2604500,5.66842126846313
4350500,2604500,5.69555950164795
4351500,2604500,5.6323766708374
4352500,2604500,5.45578813552856
4327500,2603500,5.03998756408691
4328500,2603500,5.16119194030762
4329500,2603500,5.60947227478027
4330500,2603500,5.65393733978271
4331500,2603500,11.7254753112793
4332500,2603500,6.36294221878052
4333500,2603500,5.47499227523804
4334500,2603500,5.75407743453979
4335500,2603500,5.51094007492065
4336500,2603500,5.56208181381226
4337500,2603500,5.7216329574585
4338500,2603500,5.76558780670166
4339500,2603500,5.82136821746826
4340500,2603500,6.35383367538452
4341500,2603500,6.67675495147705
4342500,2603500,5.93954515457153
4343500,2603500,5.67493152618408
4344500,2603500,5.56892395019531
4345500,2603500,5.5963339805603
4346500,2603500,5.6018328666687
4347500,2603500,5.61390113830566
4348500,2603500,5.83580780029297
4349500,2603500,5.79086303710938
4350500,2603500,5.7149510383606
4351500,2603500,5.64681386947632
