"x","y","pm10_p904_22"
4336500,2601500,10.7084016799927
4337500,2601500,10.6511726379395
4338500,2601500,10.6782341003418
4339500,2601500,10.8876438140869
4340500,2601500,10.7533845901489
4341500,2601500,10.6997528076172
4342500,2601500,11.3605947494507
4343500,2601500,12.3384990692139
4344500,2601500,12.9673595428467
4345500,2601500,11.6804523468018
4346500,2601500,10.9102897644043
4347500,2601500,11.1011714935303
4348500,2601500,10.7841682434082
4349500,2601500,10.5250825881958
4350500,2601500,10.4306192398071
4351500,2601500,10.4100980758667
4352500,2601500,10.2889957427979
4353500,2601500,10.0536184310913
4354500,2601500,9.86331081390381
4355500,2601500,9.77871036529541
4356500,2601500,9.94096660614014
4357500,2601500,10.2379856109619
4326500,2600500,10.1412916183472
4327500,2600500,10.2603225708008
4328500,2600500,11.4357290267944
4329500,2600500,11.4504041671753
4330500,2600500,24.2561550140381
4331500,2600500,10.9333896636963
4332500,2600500,10.5792760848999
4333500,2600500,10.5094833374023
4334500,2600500,12.5951690673828
4335500,2600500,11.1584453582764
4336500,2600500,10.662015914917
4337500,2600500,10.4613971710205
4338500,2600500,10.6363773345947
4339500,2600500,10.8277444839478
4340500,2600500,10.7177429199219
4341500,2600500,10.4107437133789
4342500,2600500,10.6007318496704
4343500,2600500,10.8468437194824
4344500,2600500,11.3834104537964
4345500,2600500,11.8380899429321
4346500,2600500,11.3486642837524
4347500,2600500,11.2345943450928
4348500,2600500,10.87624168396
4349500,2600500,10.9188146591187
4350500,2600500,11.0432510375977
4351500,2600500,10.9106302261353
4352500,2600500,10.3774967193604
4353500,2600500,9.95600700378418
4354500,2600500,9.81815338134766
4355500,2600500,9.68211936950684
4356500,2600500,9.64171981811523
4357500,2600500,9.91375255584717
4358500,2600500,9.88671875
4326500,2599500,10.171591758728
4327500,2599500,10.2919816970825
4328500,2599500,10.7764120101929
4329500,2599500,11.466197013855
4330500,2599500,22.2403869628906
4331500,2599500,10.7307548522949
4332500,2599500,10.293571472168
4333500,2599500,10.6214570999146
4334500,2599500,11.2760858535767
4335500,2599500,10.6687574386597
4336500,2599500,10.8182001113892
4337500,2599500,10.4753885269165
4338500,2599500,10.641339302063
4339500,2599500,10.7817516326904
4340500,2599500,10.8774080276489
4341500,2599500,10.6610527038574
4342500,2599500,10.5006713867188
4343500,2599500,10.4735431671143
4344500,2599500,10.9679622650146
4345500,2599500,11.3220138549805
4346500,2599500,11.343789100647
4347500,2599500,11.6193828582764
4348500,2599500,11.6419878005981
4349500,2599500,11.6127777099609
4350500,2599500,11.4253101348877
4351500,2599500,11.0150279998779
4352500,2599500,10.3030939102173
4353500,2599500,10.1518173217773
4354500,2599500,10.0475130081177
4355500,2599500,9.6289701461792
4356500,2599500,9.42755603790283
4357500,2599500,9.54359817504883
4358500,2599500,9.60685062408447
4359500,2599500,9.56624031066895
4360500,2599500,9.50216484069824
4268500,2598500,11.6979684829712
4269500,2598500,12.1131744384766
4270500,2598500,11.8542032241821
4326500,2598500,9.80620384216309
4327500,2598500,9.88053512573242
4328500,2598500,10.1766443252563
4329500,2598500,11.4810285568237
4330500,2598500,11.5558824539185
4331500,2598500,10.5461339950562
4332500,2598500,10.2715301513672
4333500,2598500,10.7482681274414
4334500,2598500,10.7312479019165
4335500,2598500,10.4172658920288
4336500,2598500,10.9147567749023
4337500,2598500,10.9104957580566
4338500,2598500,10.8920755386353
4339500,2598500,10.9913234710693
4340500,2598500,11.3175802230835
4341500,2598500,11.3602771759033
4342500,2598500,12.1670398712158
4343500,2598500,11.6271667480469
4344500,2598500,12.0260381698608
4345500,2598500,11.7905206680298
4346500,2598500,11.5408763885498
4347500,2598500,11.8786296844482
4348500,2598500,12.3022518157959
4349500,2598500,11.8340682983398
4350500,2598500,11.2576208114624
4351500,2598500,10.7733879089355
4352500,2598500,10.0070505142212
4353500,2598500,9.94817924499512
4354500,2598500,9.88973140716553
4355500,2598500,9.73818397521973
4356500,2598500,9.52206516265869
4357500,2598500,9.46686840057373
4358500,2598500,9.46469974517822
4359500,2598500,9.29775524139404
4360500,2598500,9.09525108337402
4361500,2598500,9.04650115966797
4267500,2597500,11.9769287109375
4268500,2597500,12.2836847305298
4269500,2597500,12.4954986572266
4270500,2597500,13.2190580368042
4271500,2597500,12.3649415969849
4272500,2597500,11.7541732788086
4273500,2597500,11.6986770629883
4274500,2597500,11.9568023681641
4325500,2597500,9.99547863006592
4326500,2597500,10.0417318344116
4327500,2597500,10.2838973999023
4328500,2597500,10.550555229187
4329500,2597500,11.8374319076538
4330500,2597500,11.0844774246216
4331500,2597500,10.5292711257935
4332500,2597500,10.2074613571167
4333500,2597500,10.6841039657593
4334500,2597500,10.6638774871826
4335500,2597500,10.2391576766968
4336500,2597500,10.7994108200073
4337500,2597500,11.3760299682617
4338500,2597500,11.5723533630371
4339500,2597500,11.6660251617432
4340500,2597500,12.3897829055786
4341500,2597500,12.7602453231812
4342500,2597500,17.0479698181152
4343500,2597500,13.617130279541
4344500,2597500,23.4415016174316
4345500,2597500,21.9448432922363
4346500,2597500,12.5453319549561
4347500,2597500,12.732216835022
4348500,2597500,15.0704746246338
4349500,2597500,12.5495138168335
4350500,2597500,11.77219581604
4351500,2597500,11.1936683654785
4352500,2597500,10.368803024292
4353500,2597500,10.0402479171753
4354500,2597500,9.97128582000732
4355500,2597500,10.2037839889526
4356500,2597500,10.2419996261597
4357500,2597500,10.2205305099487
4358500,2597500,9.86947441101074
4359500,2597500,9.56951141357422
4360500,2597500,9.31337451934814
4361500,2597500,9.2890453338623
4362500,2597500,9.2016716003418
4363500,2597500,8.99795818328857
4266500,2596500,11.3388624191284
4267500,2596500,12.0356101989746
4268500,2596500,12.2076148986816
4269500,2596500,12.2070331573486
4270500,2596500,13.4217929840088
4271500,2596500,12.8984632492065
4272500,2596500,12.051344871521
4273500,2596500,11.8602437973022
4274500,2596500,11.9958410263062
4275500,2596500,11.4744997024536
4276500,2596500,11.0074300765991
4277500,2596500,11.3492650985718
4278500,2596500,12.2614145278931
4325500,2596500,10.1481142044067
4326500,2596500,10.3022384643555
4327500,2596500,10.4476680755615
4328500,2596500,11.307692527771
4329500,2596500,11.1503314971924
4330500,2596500,10.7302532196045
4331500,2596500,10.6954479217529
4332500,2596500,10.2042980194092
4333500,2596500,10.5583209991455
4334500,2596500,10.6963634490967
4335500,2596500,10.3410758972168
4336500,2596500,10.5215902328491
4337500,2596500,11.2217178344727
4338500,2596500,11.3740100860596
4339500,2596500,11.6016054153442
4340500,2596500,12.0466108322144
4341500,2596500,26.1193580627441
4342500,2596500,12.9550542831421
4343500,2596500,12.6502237319946
4344500,2596500,12.7373847961426
4345500,2596500,26.3851509094238
4346500,2596500,13.907187461853
4347500,2596500,23.6238574981689
4348500,2596500,26.2690582275391
4349500,2596500,15.9325838088989
4350500,2596500,12.2545204162598
4351500,2596500,11.8559465408325
4352500,2596500,10.9841117858887
4353500,2596500,10.5531320571899
4354500,2596500,10.5319204330444
4355500,2596500,10.9260988235474
4356500,2596500,10.9762134552002
4357500,2596500,10.9088172912598
4358500,2596500,10.7633390426636
4359500,2596500,10.1512575149536
4360500,2596500,9.62592792510986
4361500,2596500,9.6855525970459
4362500,2596500,9.41891479492188
4363500,2596500,9.11556911468506
4364500,2596500,8.80743312835693
4265500,2595500,10.9382762908936
4266500,2595500,11.2658929824829
4267500,2595500,11.9232511520386
4268500,2595500,12.2945022583008
4269500,2595500,12.3143033981323
4270500,2595500,12.768349647522
4271500,2595500,12.4752235412598
4272500,2595500,12.4593925476074
4273500,2595500,12.1298561096191
4274500,2595500,11.8182229995728
4275500,2595500,11.0978555679321
4276500,2595500,10.9420394897461
4277500,2595500,11.3702955245972
4278500,2595500,12.7374029159546
4325500,2595500,9.98717212677002
4326500,2595500,10.0922336578369
4327500,2595500,10.2747039794922
4328500,2595500,11.1511631011963
4329500,2595500,10.5515613555908
4330500,2595500,10.4691371917725
4331500,2595500,10.7538690567017
4332500,2595500,10.3410415649414
4333500,2595500,10.5549535751343
4334500,2595500,10.5384302139282
4335500,2595500,10.2064847946167
4336500,2595500,10.5244102478027
4337500,2595500,11.0034399032593
4338500,2595500,11.0460996627808
4339500,2595500,11.3947439193726
4340500,2595500,12.0844526290894
4341500,2595500,16.4247989654541
4342500,2595500,11.9455242156982
4343500,2595500,11.8310079574585
4344500,2595500,12.0469150543213
4345500,2595500,12.3148612976074
4346500,2595500,12.9065408706665
4347500,2595500,13.3917627334595
4348500,2595500,14.4957847595215
4349500,2595500,26.2631320953369
4350500,2595500,17.5340576171875
4351500,2595500,12.5296716690063
4352500,2595500,11.7022285461426
4353500,2595500,11.3427324295044
4354500,2595500,11.1159048080444
4355500,2595500,11.2030181884766
4356500,2595500,10.7173776626587
4357500,2595500,10.4696340560913
4358500,2595500,10.6129083633423
4359500,2595500,10.456205368042
4360500,2595500,10.1045799255371
4361500,2595500,9.99235439300537
4362500,2595500,9.6157693862915
4363500,2595500,9.35115242004395
4364500,2595500,9.03584384918213
4365500,2595500,9.1496057510376
4196500,2594500,10.3212652206421
4197500,2594500,10.1781215667725
4264500,2594500,11.2827844619751
4265500,2594500,10.8929462432861
4266500,2594500,11.2355451583862
4267500,2594500,12.0675811767578
4268500,2594500,12.8473463058472
4269500,2594500,13.4555187225342
4270500,2594500,12.6912870407104
4271500,2594500,12.481427192688
4272500,2594500,12.6343297958374
4273500,2594500,12.0369672775269
4274500,2594500,11.5057239532471
4275500,2594500,11.0158023834229
4276500,2594500,11.2869663238525
4277500,2594500,11.6814889907837
4278500,2594500,13.1920537948608
4279500,2594500,11.6577978134155
4324500,2594500,10.094428062439
4325500,2594500,10.2306385040283
4326500,2594500,10.4268245697021
4327500,2594500,10.5592451095581
4328500,2594500,10.7550096511841
4329500,2594500,10.391489982605
4330500,2594500,10.2581872940063
4331500,2594500,10.6023015975952
4332500,2594500,10.4521799087524
4333500,2594500,10.3104257583618
4334500,2594500,10.4748220443726
4335500,2594500,10.2973051071167
4336500,2594500,10.4208707809448
4337500,2594500,10.8521957397461
4338500,2594500,11.2500352859497
4339500,2594500,12.1228828430176
4340500,2594500,12.8066759109497
4341500,2594500,12.4673471450806
4342500,2594500,11.6100559234619
4343500,2594500,11.4058170318604
4344500,2594500,11.7265996932983
4345500,2594500,12.3538150787354
4346500,2594500,12.8944969177246
4347500,2594500,22.2523460388184
4348500,2594500,26.3460311889648
4349500,2594500,26.315601348877
4350500,2594500,23.9410991668701
4351500,2594500,18.064769744873
4352500,2594500,24.1203880310059
4353500,2594500,24.0840435028076
4354500,2594500,14.2528190612793
4355500,2594500,11.1024789810181
4356500,2594500,10.5101165771484
4357500,2594500,10.1423988342285
4358500,2594500,10.2268781661987
4359500,2594500,10.1069412231445
4360500,2594500,9.80431747436523
4361500,2594500,9.90526580810547
4362500,2594500,9.80229759216309
4363500,2594500,9.64919567108154
4364500,2594500,9.30215740203857
4365500,2594500,9.37942314147949
4366500,2594500,9.36651515960693
4367500,2594500,9.10441589355469
4195500,2593500,10.7275800704956
4196500,2593500,10.8367938995361
4197500,2593500,10.4621706008911
4198500,2593500,10.6725912094116
4199500,2593500,10.8965644836426
4264500,2593500,11.0083646774292
4265500,2593500,11.1940898895264
4266500,2593500,11.6050577163696
4267500,2593500,12.3932304382324
4268500,2593500,12.8381214141846
4269500,2593500,13.7969436645508
4270500,2593500,12.8404598236084
4271500,2593500,12.8029232025146
4272500,2593500,12.7683372497559
4273500,2593500,12.059154510498
4274500,2593500,11.4640483856201
4275500,2593500,11.1914482116699
4276500,2593500,11.5062589645386
4277500,2593500,12.0824880599976
4278500,2593500,13.1572875976562
4279500,2593500,11.4917936325073
4325500,2593500,10.5649862289429
4326500,2593500,10.3231010437012
4327500,2593500,10.293363571167
4328500,2593500,10.5642261505127
4329500,2593500,10.5102119445801
4330500,2593500,10.1481218338013
4331500,2593500,10.0916557312012
4332500,2593500,10.3373117446899
4333500,2593500,10.1272583007812
4334500,2593500,10.4277153015137
4335500,2593500,10.5650844573975
4336500,2593500,10.9374704360962
4337500,2593500,11.4537076950073
4338500,2593500,11.8271722793579
4339500,2593500,11.9858322143555
4340500,2593500,11.9451456069946
4341500,2593500,11.8006362915039
4342500,2593500,11.6638088226318
4343500,2593500,11.2509880065918
4344500,2593500,11.5588607788086
4345500,2593500,11.6984033584595
4346500,2593500,12.1313247680664
4347500,2593500,12.9437980651855
4348500,2593500,21.0430469512939
4349500,2593500,26.3515110015869
4350500,2593500,13.8702459335327
4351500,2593500,12.2600555419922
4352500,2593500,11.2433023452759
4353500,2593500,12.3892936706543
4354500,2593500,13.3407726287842
4355500,2593500,11.008448600769
4356500,2593500,10.5064668655396
4357500,2593500,10.1231546401978
4358500,2593500,9.92190265655518
4359500,2593500,9.54665184020996
4360500,2593500,9.2727222442627
4361500,2593500,9.36928272247314
4362500,2593500,9.35570907592773
4363500,2593500,9.32662677764893
4364500,2593500,9.52515602111816
4365500,2593500,9.65914154052734
4366500,2593500,9.49526023864746
4367500,2593500,9.12731456756592
4368500,2593500,8.80107879638672
4194500,2592500,10.6223583221436
4195500,2592500,10.7572765350342
4196500,2592500,11.2561712265015
4197500,2592500,11.0246601104736
4198500,2592500,11.0744762420654
4199500,2592500,11.164927482605
4200500,2592500,11.3357057571411
4264500,2592500,11.3654251098633
4265500,2592500,11.6674404144287
4266500,2592500,11.8818416595459
4267500,2592500,12.5830841064453
4268500,2592500,13.0785522460938
4269500,2592500,14.3144245147705
4270500,2592500,13.2195081710815
4271500,2592500,13.2306137084961
4272500,2592500,17.6958446502686
4273500,2592500,12.0848827362061
4274500,2592500,11.4548139572144
4275500,2592500,11.3145532608032
4276500,2592500,11.5605478286743
4277500,2592500,12.3769044876099
4278500,2592500,12.7885427474976
4279500,2592500,11.5572462081909
4280500,2592500,12.5589122772217
4326500,2592500,10.0504570007324
4327500,2592500,9.95647621154785
4328500,2592500,10.4113245010376
4329500,2592500,10.7028150558472
4330500,2592500,10.472020149231
4331500,2592500,10.1597156524658
4332500,2592500,10.0699882507324
4333500,2592500,10.2007875442505
4334500,2592500,10.3836488723755
4335500,2592500,10.6195192337036
4336500,2592500,11.2976922988892
4337500,2592500,11.7823209762573
4338500,2592500,11.8530244827271
4339500,2592500,11.5460033416748
4340500,2592500,11.5118045806885
4341500,2592500,11.7152786254883
4342500,2592500,11.5944576263428
4343500,2592500,11.1398248672485
4344500,2592500,11.320198059082
4345500,2592500,11.400857925415
4346500,2592500,12.024510383606
4347500,2592500,12.6295537948608
4348500,2592500,24.5884456634521
4349500,2592500,14.013445854187
4350500,2592500,13.2217750549316
4351500,2592500,13.2017793655396
4352500,2592500,10.9165315628052
4353500,2592500,10.9565124511719
4354500,2592500,11.7789812088013
4355500,2592500,11.2758359909058
4356500,2592500,10.7669887542725
4357500,2592500,10.3865509033203
4358500,2592500,10.0444355010986
4359500,2592500,9.47384071350098
4360500,2592500,9.22774696350098
4361500,2592500,9.33147144317627
4362500,2592500,9.325439453125
4363500,2592500,9.32915115356445
4364500,2592500,9.65665245056152
4365500,2592500,9.7589111328125
4366500,2592500,9.27250576019287
4367500,2592500,8.97060394287109
4368500,2592500,8.79623699188232
4192500,2591500,10.1037340164185
4193500,2591500,10.7298126220703
4194500,2591500,10.6285572052002
4195500,2591500,10.5225553512573
4196500,2591500,11.0157871246338
4197500,2591500,12.4875679016113
4198500,2591500,11.6395902633667
4199500,2591500,11.5460996627808
4200500,2591500,11.8766756057739
4201500,2591500,10.7645530700684
4202500,2591500,10.4235038757324
4264500,2591500,11.5971832275391
4265500,2591500,11.8257427215576
4266500,2591500,12.2032499313354
4267500,2591500,12.8790483474731
4268500,2591500,13.5593996047974
4269500,2591500,13.856743812561
4270500,2591500,13.5813322067261
4271500,2591500,13.6999387741089
4272500,2591500,12.7698564529419
4273500,2591500,12.3138456344604
4274500,2591500,11.8069400787354
4275500,2591500,11.3302183151245
4276500,2591500,11.7160577774048
4277500,2591500,13.1097364425659
4278500,2591500,12.1216192245483
4279500,2591500,11.5167102813721
4280500,2591500,12.1943330764771
4327500,2591500,9.97575855255127
4328500,2591500,10.2809009552002
4329500,2591500,10.2523021697998
4330500,2591500,10.2494888305664
4331500,2591500,10.074746131897
4332500,2591500,10.3678340911865
4333500,2591500,10.2790927886963
4334500,2591500,10.3607921600342
4335500,2591500,10.7065000534058
4336500,2591500,11.486457824707
4337500,2591500,11.4901475906372
4338500,2591500,11.5421533584595
4339500,2591500,11.4685068130493
4340500,2591500,11.3129692077637
4341500,2591500,11.5188102722168
4342500,2591500,11.5003290176392
4343500,2591500,11.1200532913208
4344500,2591500,11.010422706604
4345500,2591500,11.2762260437012
4346500,2591500,11.9522762298584
4347500,2591500,13.2535791397095
4348500,2591500,26.5343322753906
4349500,2591500,13.5559148788452
4350500,2591500,12.7227067947388
4351500,2591500,12.4092998504639
4352500,2591500,10.4660921096802
4353500,2591500,10.632511138916
4354500,2591500,10.9488430023193
4355500,2591500,11.4414119720459
4356500,2591500,11.1570806503296
4357500,2591500,10.5964183807373
4358500,2591500,10.1701536178589
4359500,2591500,9.75737762451172
4360500,2591500,9.40050506591797
4361500,2591500,9.53319835662842
4362500,2591500,9.55765247344971
4363500,2591500,9.61067199707031
4364500,2591500,9.78859806060791
4365500,2591500,9.68249130249023
4366500,2591500,9.23440933227539
4367500,2591500,9.22335243225098
4368500,2591500,8.99363422393799
4191500,2590500,10.2885932922363
4192500,2590500,10.7088031768799
4193500,2590500,11.7281732559204
4194500,2590500,10.4743576049805
4195500,2590500,10.3479814529419
4196500,2590500,10.9427337646484
4197500,2590500,11.2644214630127
4198500,2590500,11.630072593689
4199500,2590500,11.6277189254761
4200500,2590500,11.0615386962891
4201500,2590500,10.6448764801025
4202500,2590500,10.2292366027832
4264500,2590500,11.4043703079224
4265500,2590500,11.7543869018555
4266500,2590500,12.0370788574219
4267500,2590500,12.4553327560425
4268500,2590500,12.6171417236328
4269500,2590500,13.4071292877197
4270500,2590500,13.9630126953125
4271500,2590500,12.9421873092651
4272500,2590500,12.7002592086792
4273500,2590500,12.5059957504272
4274500,2590500,12.0781221389771
4275500,2590500,11.4826574325562
4276500,2590500,11.8739042282104
4277500,2590500,13.1666460037231
4278500,2590500,11.7886371612549
4279500,2590500,11.4051809310913
4280500,2590500,11.9789562225342
4281500,2590500,12.2103424072266
4328500,2590500,10.0840940475464
4329500,2590500,9.95075988769531
4330500,2590500,10.0136642456055
4331500,2590500,10.1523523330688
4332500,2590500,10.3784418106079
4333500,2590500,10.4939889907837
4334500,2590500,10.5813617706299
4335500,2590500,10.9288835525513
4336500,2590500,11.4093313217163
4337500,2590500,11.0799703598022
4338500,2590500,11.1649646759033
4339500,2590500,11.5177593231201
4340500,2590500,11.1960706710815
4341500,2590500,11.0312042236328
4342500,2590500,11.1232004165649
4343500,2590500,11.0346975326538
4344500,2590500,10.9380798339844
4345500,2590500,11.3982820510864
4346500,2590500,12.0115957260132
4347500,2590500,13.0240602493286
4348500,2590500,26.5911502838135
4349500,2590500,12.5407056808472
4350500,2590500,11.9476747512817
4351500,2590500,11.3195848464966
4352500,2590500,10.127236366272
4353500,2590500,10.3334703445435
4354500,2590500,10.7532253265381
4355500,2590500,11.7576150894165
4356500,2590500,11.6964149475098
4357500,2590500,11.4448852539062
4358500,2590500,10.9215955734253
4359500,2590500,10.1160106658936
4360500,2590500,9.69807434082031
4361500,2590500,9.78722858428955
4362500,2590500,9.80573844909668
4363500,2590500,9.87959098815918
4364500,2590500,9.90187931060791
4365500,2590500,9.65685939788818
4366500,2590500,9.4442777633667
4367500,2590500,9.35158061981201
4190500,2589500,10.0762948989868
4191500,2589500,10.2374954223633
4192500,2589500,10.7289791107178
4193500,2589500,10.670316696167
4194500,2589500,10.2759389877319
4195500,2589500,10.4344673156738
4196500,2589500,10.8001804351807
4197500,2589500,10.8739233016968
4198500,2589500,11.7017841339111
4199500,2589500,11.7995672225952
4200500,2589500,11.1246404647827
4201500,2589500,10.7088537216187
4202500,2589500,10.2849445343018
4264500,2589500,11.7382020950317
4265500,2589500,11.4203319549561
4266500,2589500,11.6817646026611
4267500,2589500,12.2822179794312
4268500,2589500,12.6663551330566
4269500,2589500,14.0884990692139
4270500,2589500,14.1896600723267
4271500,2589500,12.9514312744141
4272500,2589500,12.6164255142212
4273500,2589500,12.1761465072632
4274500,2589500,11.6449308395386
4275500,2589500,11.3425722122192
4276500,2589500,11.7649812698364
4277500,2589500,12.6190128326416
4278500,2589500,11.7830848693848
4279500,2589500,11.2635164260864
4280500,2589500,11.592679977417
4281500,2589500,11.9387369155884
4328500,2589500,10.2017507553101
4329500,2589500,10.1158771514893
4330500,2589500,10.4019203186035
4331500,2589500,10.6847686767578
4332500,2589500,10.6566610336304
4333500,2589500,10.7128505706787
4334500,2589500,10.6253290176392
4335500,2589500,10.6530799865723
4336500,2589500,11.3191318511963
4337500,2589500,11.0368604660034
4338500,2589500,10.8591918945312
4339500,2589500,11.2872619628906
4340500,2589500,11.3802433013916
4341500,2589500,11.0459003448486
4342500,2589500,10.3839807510376
4343500,2589500,10.5564260482788
4344500,2589500,11.1570701599121
4345500,2589500,11.4565124511719
4346500,2589500,12.1533212661743
4347500,2589500,13.0820198059082
4348500,2589500,13.6928329467773
4349500,2589500,12.2665643692017
4350500,2589500,11.5156555175781
4351500,2589500,10.6855325698853
4352500,2589500,9.90829181671143
4353500,2589500,10.3244180679321
4354500,2589500,10.624397277832
