"x","y","EEA_1kmgrid_2011_pm10_avg"
4509500,2621500,8.74713516235352
4510500,2621500,8.42263126373291
4511500,2621500,8.42263126373291
4512500,2621500,8.42263126373291
4513500,2621500,8.42263126373291
4514500,2621500,8.42263126373291
4515500,2621500,8.42263126373291
4516500,2621500,8.42263126373291
4507500,2620500,8.74713516235352
4508500,2620500,8.74713516235352
4509500,2620500,8.74713516235352
4510500,2620500,8.42263126373291
4511500,2620500,8.42263126373291
4512500,2620500,8.42263126373291
4513500,2620500,8.42263126373291
4514500,2620500,8.42263126373291
4515500,2620500,8.42263126373291
4516500,2620500,8.42263126373291
4517500,2620500,8.42263126373291
4518500,2620500,8.42263126373291
4519500,2620500,8.42263126373291
4520500,2620500,8.60291862487793
4521500,2620500,8.60291862487793
4522500,2620500,8.60291862487793
4523500,2620500,8.60291862487793
4524500,2620500,8.60291862487793
4506500,2619500,8.20989799499512
4507500,2619500,8.20989799499512
4508500,2619500,8.20989799499512
4509500,2619500,8.20989799499512
4510500,2619500,8.82211685180664
4511500,2619500,8.82211685180664
4512500,2619500,8.82211685180664
4513500,2619500,8.82211685180664
4514500,2619500,8.82211685180664
4515500,2619500,8.82211685180664
4516500,2619500,8.82211685180664
4517500,2619500,8.82211685180664
4518500,2619500,8.82211685180664
4519500,2619500,8.82211685180664
4520500,2619500,9.22024536132812
4521500,2619500,9.22024536132812
4522500,2619500,9.22024536132812
4523500,2619500,9.22024536132812
4524500,2619500,9.22024536132812
4525500,2619500,9.22024536132812
4526500,2619500,9.22024536132812
4527500,2619500,9.22024536132812
4528500,2619500,9.22024536132812
4480500,2618500,7.76353693008423
4481500,2618500,7.76353693008423
4504500,2618500,8.20989799499512
4505500,2618500,8.20989799499512
4506500,2618500,8.20989799499512
4507500,2618500,8.20989799499512
4508500,2618500,8.20989799499512
4509500,2618500,8.20989799499512
4510500,2618500,8.82211685180664
4511500,2618500,8.82211685180664
4512500,2618500,8.82211685180664
4513500,2618500,8.82211685180664
4514500,2618500,8.82211685180664
4515500,2618500,8.82211685180664
4516500,2618500,8.82211685180664
4517500,2618500,8.82211685180664
4518500,2618500,8.82211685180664
4519500,2618500,8.82211685180664
4520500,2618500,9.22024536132812
4521500,2618500,9.22024536132812
4522500,2618500,9.22024536132812
4523500,2618500,9.22024536132812
4524500,2618500,9.22024536132812
4525500,2618500,9.22024536132812
4526500,2618500,9.22024536132812
4527500,2618500,9.22024536132812
4528500,2618500,9.22024536132812
4529500,2618500,9.22024536132812
4479500,2617500,7.29484272003174
4480500,2617500,7.76353693008423
4481500,2617500,7.76353693008423
4482500,2617500,7.76353693008423
4483500,2617500,7.76353693008423
4484500,2617500,7.76353693008423
4485500,2617500,7.76353693008423
4486500,2617500,7.76353693008423
4487500,2617500,7.76353693008423
4488500,2617500,7.76353693008423
4502500,2617500,8.20989799499512
4503500,2617500,8.20989799499512
4504500,2617500,8.20989799499512
4505500,2617500,8.20989799499512
4506500,2617500,8.20989799499512
4507500,2617500,8.20989799499512
4508500,2617500,8.20989799499512
4509500,2617500,8.20989799499512
4510500,2617500,8.82211685180664
4511500,2617500,8.82211685180664
4512500,2617500,8.82211685180664
4513500,2617500,8.82211685180664
4514500,2617500,8.82211685180664
4515500,2617500,8.82211685180664
4516500,2617500,8.82211685180664
4517500,2617500,8.82211685180664
4518500,2617500,8.82211685180664
4519500,2617500,8.82211685180664
4520500,2617500,9.22024536132812
4521500,2617500,9.22024536132812
4522500,2617500,9.22024536132812
4523500,2617500,9.22024536132812
4524500,2617500,9.22024536132812
4525500,2617500,9.22024536132812
4526500,2617500,9.22024536132812
4527500,2617500,9.22024536132812
4528500,2617500,9.22024536132812
4529500,2617500,9.22024536132812
4530500,2617500,10.9735155105591
4479500,2616500,7.29484272003174
4480500,2616500,7.76353693008423
4481500,2616500,7.76353693008423
4482500,2616500,7.76353693008423
4483500,2616500,7.76353693008423
4484500,2616500,7.76353693008423
4485500,2616500,7.76353693008423
4486500,2616500,7.76353693008423
4487500,2616500,7.76353693008423
4488500,2616500,7.76353693008423
4489500,2616500,7.76353693008423
4490500,2616500,7.78714275360107
4491500,2616500,7.78714275360107
4492500,2616500,7.78714275360107
4493500,2616500,7.78714275360107
4494500,2616500,7.78714275360107
4495500,2616500,7.78714275360107
4501500,2616500,8.20989799499512
4502500,2616500,8.20989799499512
4503500,2616500,8.20989799499512
4504500,2616500,8.20989799499512
4505500,2616500,8.20989799499512
4506500,2616500,8.20989799499512
4507500,2616500,8.20989799499512
4508500,2616500,8.20989799499512
4509500,2616500,8.20989799499512
4510500,2616500,8.82211685180664
4511500,2616500,8.82211685180664
4512500,2616500,8.82211685180664
4513500,2616500,8.82211685180664
4514500,2616500,8.82211685180664
4515500,2616500,8.82211685180664
4516500,2616500,8.82211685180664
4517500,2616500,8.82211685180664
4518500,2616500,8.82211685180664
4519500,2616500,8.82211685180664
4520500,2616500,9.22024536132812
4521500,2616500,9.22024536132812
4522500,2616500,9.22024536132812
4523500,2616500,9.22024536132812
4524500,2616500,9.22024536132812
4525500,2616500,9.22024536132812
4526500,2616500,9.22024536132812
4527500,2616500,9.22024536132812
4528500,2616500,9.22024536132812
4529500,2616500,9.22024536132812
4530500,2616500,10.9735155105591
4478500,2615500,7.29484272003174
4479500,2615500,7.29484272003174
4480500,2615500,7.76353693008423
4481500,2615500,7.76353693008423
4482500,2615500,7.76353693008423
4483500,2615500,7.76353693008423
4484500,2615500,7.76353693008423
4485500,2615500,7.76353693008423
4486500,2615500,7.76353693008423
4487500,2615500,7.76353693008423
4488500,2615500,7.76353693008423
4489500,2615500,7.76353693008423
4490500,2615500,7.78714275360107
4491500,2615500,7.78714275360107
4492500,2615500,7.78714275360107
4493500,2615500,7.78714275360107
4494500,2615500,7.78714275360107
4495500,2615500,7.78714275360107
4496500,2615500,7.78714275360107
4497500,2615500,7.78714275360107
4498500,2615500,7.78714275360107
4499500,2615500,7.78714275360107
4500500,2615500,8.20989799499512
4501500,2615500,8.20989799499512
4502500,2615500,8.20989799499512
4503500,2615500,8.20989799499512
4504500,2615500,8.20989799499512
4505500,2615500,8.20989799499512
4506500,2615500,8.20989799499512
4507500,2615500,8.20989799499512
4508500,2615500,8.20989799499512
4509500,2615500,8.20989799499512
4510500,2615500,8.82211685180664
4511500,2615500,8.82211685180664
4512500,2615500,8.82211685180664
