"ORO_Area_km2_mean","ORO_NUTS3_LandSurface_km2_mean","ORO_NUTS3_TotSurface_km2_mean","ORO_Lon_centr_LAU_mean","ORO_Lat_centr_LAU_mean","ORO_Alt_min_mean","ORO_Alt_mean_mean","ORO_Alt_max_mean","ORO_Alt_stdev_mean","ASR","Year"
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2013
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2014
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2015
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2016
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2017
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2018
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2019
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2020
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2021
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2022
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2023
61.118194464,3677,3703,11.3423555339689,44.4686452916172,32.4,103.074644470215,366,67.9812286376953,"COLLINE DI BOLOGNA",2024
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2011
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2012
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2013
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2014
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2015
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2016
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2017
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2018
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2019
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2020
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2021
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2022
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2023
17.3736112282353,4533,4786,10.2744298488431,45.5644801665205,150.882352941176,276.866603178136,650.058823529412,118.715720316943,"COLLINE DI BRESCIA",2024
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2011
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2012
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2013
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2014
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2015
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2016
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2017
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2018
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2019
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2020
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2021
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2022
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2023
6.29494876866667,1164,1279,9.00929391736162,45.781211915308,306.833333333333,368.584408569336,464.133333333333,31.0232130209605,"COLLINE DI COMO",2024
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2011
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2012
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2013
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2014
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2015
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2016
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2017
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2018
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2019
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2020
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2021
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2022
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2023
10.8646786354167,6784,6827,7.56813926359872,45.2517669770806,325.375,442.45662689209,787.708333333333,97.4463797211647,"COLLINE DI LANZO",2024
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2011
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2012
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2013
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2014
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2015
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2016
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2017
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2018
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2019
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2020
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2021
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2022
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2023
22.2492085557143,6882,6895,7.91168558256282,44.3880320785374,383,525.064649309431,754.428571428571,71.3313868386405,"COLLINE DI MONDOVI'",2024
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2011
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2012
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2013
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2014
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2015
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2016
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2017
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2018
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2019
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2020
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2021
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2022
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2023
21.7901987246154,6784,6827,7.34585611585425,44.905464745662,325,484.923271766076,1087,166.507128862234,"COLLINE DI PINEROLO",2024
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2011
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2012
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2013
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2014
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2015
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2016
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2017
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2018
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2019
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2020
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2021
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2022
81.9811714866667,3429,3448,10.0243198956286,44.774576698404,101.333333333333,252.03554280599,596.666666666667,90.7255357106527,"COLLINE DI SALSOMAGGIORE",2023
