"LI_BUF_TOTAL_SUM","LI_SUINI_CAPI_SUM","LI_BUF_MEAT_mean","LI_BUF_MILK_mean","LI_BUF_MIXED_mean","ASR","Year"
147,73,13,4.625,0.75,"ALTA BRIANZA",2011
149,80,13.25,4.25,1.125,"ALTA BRIANZA",2012
161,66,15,4.25,0.875,"ALTA BRIANZA",2013
154,67,13.5,5,0.75,"ALTA BRIANZA",2014
156,95,14.7142857142857,6.42857142857143,1.14285714285714,"ALTA BRIANZA",2015
152,98,13,4.75,1.25,"ALTA BRIANZA",2016
129,131,12.5714285714286,4.57142857142857,1.28571428571429,"ALTA BRIANZA",2017
109,119,10.2857142857143,4.85714285714286,0.428571428571429,"ALTA BRIANZA",2018
122,85,11.7142857142857,4.57142857142857,1.14285714285714,"ALTA BRIANZA",2019
125,80,10.1428571428571,4,3.71428571428571,"ALTA BRIANZA",2020
119,61,9.71428571428571,4.42857142857143,2.85714285714286,"ALTA BRIANZA",2021
112,54,9.85714285714286,3.57142857142857,2.57142857142857,"ALTA BRIANZA",2022
127,27,10.5714285714286,5.28571428571429,2.28571428571429,"ALTA BRIANZA",2023
116,29,8.5,3.66666666666667,7.16666666666667,"ALTA BRIANZA",2024
1168,365,7,67.4,3.46666666666667,"ALTA VAL CAMONICA",2011
1163,294,6.86666666666667,66.4,4.26666666666667,"ALTA VAL CAMONICA",2012
1127,306,8.53333333333333,62.8666666666667,3.73333333333333,"ALTA VAL CAMONICA",2013
1177,272,6.93333333333333,65.9333333333333,5.6,"ALTA VAL CAMONICA",2014
1111,285,8.26666666666667,59.7333333333333,6.06666666666667,"ALTA VAL CAMONICA",2015
1113,277,7.26666666666667,57.4666666666667,9.46666666666667,"ALTA VAL CAMONICA",2016
1066,272,8.13333333333333,53.4,9.53333333333333,"ALTA VAL CAMONICA",2017
1074,310,6.53333333333333,56.1333333333333,8.93333333333333,"ALTA VAL CAMONICA",2018
1086,337,3.6,57.3333333333333,11.4666666666667,"ALTA VAL CAMONICA",2019
1062,366,6.4,49.5333333333333,14.8666666666667,"ALTA VAL CAMONICA",2020
1044,335,4.93333333333333,54.0666666666667,10.6,"ALTA VAL CAMONICA",2021
1128,189,4.66666666666667,59.5333333333333,11,"ALTA VAL CAMONICA",2022
1116,141,9.14285714285714,60.6428571428571,9.92857142857143,"ALTA VAL CAMONICA",2023
1108,137,10.4,51.8666666666667,11.6,"ALTA VAL CAMONICA",2024
232,9,0.6,16.6,29.2,"ALTA VAL DI SUSA",2011
194,9,18.2,7.2,13.4,"ALTA VAL DI SUSA",2012
173,11,23.75,11.25,8.25,"ALTA VAL DI SUSA",2013
184,11,29.75,9.5,6.75,"ALTA VAL DI SUSA",2014
268,11,38.6,7.8,7.2,"ALTA VAL DI SUSA",2015
303,8,41.6,9.6,9.4,"ALTA VAL DI SUSA",2016
308,7,47.2,9.2,5.2,"ALTA VAL DI SUSA",2017
305,8,46.8,7.4,6.8,"ALTA VAL DI SUSA",2018
242,15,40.4,0,8,"ALTA VAL DI SUSA",2019
315,15,48.6,0,14.4,"ALTA VAL DI SUSA",2020
300,19,49.6,2.4,8,"ALTA VAL DI SUSA",2021
230,19,39.2,2,4.8,"ALTA VAL DI SUSA",2022
242,24,39.4,2.2,6.8,"ALTA VAL DI SUSA",2023
408,21,59.2,2.6,19.8,"ALTA VAL DI SUSA",2024
770,371,15.5454545454545,52.6363636363636,1.81818181818182,"ALTA VAL SABBIA",2011
796,415,15.7272727272727,55.4545454545455,1.18181818181818,"ALTA VAL SABBIA",2012
754,373,15.4545454545455,51.6363636363636,1.45454545454545,"ALTA VAL SABBIA",2013
700,413,15.7272727272727,46.2727272727273,1.63636363636364,"ALTA VAL SABBIA",2014
744,415,16.4545454545455,49,2.18181818181818,"ALTA VAL SABBIA",2015
673,391,14.2727272727273,44.3636363636364,2.54545454545455,"ALTA VAL SABBIA",2016
661,386,12.8181818181818,41.4545454545455,5.81818181818182,"ALTA VAL SABBIA",2017
626,348,12.8181818181818,38.3636363636364,5.72727272727273,"ALTA VAL SABBIA",2018
626,362,10.0909090909091,39.0909090909091,7.72727272727273,"ALTA VAL SABBIA",2019
654,344,12.7272727272727,39.0909090909091,7.63636363636364,"ALTA VAL SABBIA",2020
624,167,11,40.5454545454545,5.18181818181818,"ALTA VAL SABBIA",2021
593,68,9.18181818181818,38.0909090909091,6.63636363636364,"ALTA VAL SABBIA",2022
685,69,20.6363636363636,35,6.63636363636364,"ALTA VAL SABBIA",2023
699,39,18.4545454545455,38.3636363636364,6.72727272727273,"ALTA VAL SABBIA",2024
509,171,35.5714285714286,36.4285714285714,0.714285714285714,"ALTA VAL TROMPIA",2011
526,160,33.2857142857143,40.8571428571429,1,"ALTA VAL TROMPIA",2012
541,170,30.8571428571429,45,1.42857142857143,"ALTA VAL TROMPIA",2013
505,168,30.5714285714286,40.2857142857143,1.28571428571429,"ALTA VAL TROMPIA",2014
509,209,27.2857142857143,37.1428571428571,8.28571428571429,"ALTA VAL TROMPIA",2015
487,217,21.5714285714286,36.2857142857143,11.7142857142857,"ALTA VAL TROMPIA",2016
520,232,21.8571428571429,40.1428571428571,12.2857142857143,"ALTA VAL TROMPIA",2017
482,261,25.5714285714286,32.2857142857143,11,"ALTA VAL TROMPIA",2018
433,258,22,29.1428571428571,10.7142857142857,"ALTA VAL TROMPIA",2019
458,279,17.7142857142857,33,14.7142857142857,"ALTA VAL TROMPIA",2020
443,27,17.7142857142857,40.8571428571429,4.71428571428571,"ALTA VAL TROMPIA",2021
433,19,19.8571428571429,36.2857142857143,5.71428571428571,"ALTA VAL TROMPIA",2022
566,19,37.7142857142857,37.7142857142857,5.42857142857143,"ALTA VAL TROMPIA",2023
529,0,31.4285714285714,39,5.14285714285714,"ALTA VAL TROMPIA",2024
498,38,112.25,0,12.25,"ALTA VALLE DEL GESSO",2011
445,38,99,12.25,0,"ALTA VALLE DEL GESSO",2012
517,39,117.75,11.5,0,"ALTA VALLE DEL GESSO",2013
509,39,151.666666666667,18,0,"ALTA VALLE DEL GESSO",2014
487,44,143.333333333333,19,0,"ALTA VALLE DEL GESSO",2015
483,31,145.333333333333,15.6666666666667,0,"ALTA VALLE DEL GESSO",2016
506,32,149.666666666667,19,0,"ALTA VALLE DEL GESSO",2017
382,28,83,12.5,0,"ALTA VALLE DEL GESSO",2018
423,28,95.5,10.25,0,"ALTA VALLE DEL GESSO",2019
469,4,107,10.25,0,"ALTA VALLE DEL GESSO",2020
580,4,132.75,12.25,0,"ALTA VALLE DEL GESSO",2021
500,0,113.5,11.5,0,"ALTA VALLE DEL GESSO",2022
353,0,69.5,0,18.75,"ALTA VALLE DEL GESSO",2023
674,0,149.25,0,19.25,"ALTA VALLE DEL GESSO",2024
5463,4067,358.571428571429,30.2857142857143,1.35714285714286,"ALTA VALLE DEL PO E VAL VARAITA",2011
4751,3170,304.071428571429,34.2857142857143,1,"ALTA VALLE DEL PO E VAL VARAITA",2012
4666,4990,281.8,28.6666666666667,0.6,"ALTA VALLE DEL PO E VAL VARAITA",2013
3992,6080,235.8,30.3333333333333,0,"ALTA VALLE DEL PO E VAL VARAITA",2014
4356,4516,248.2,34.5333333333333,7.66666666666667,"ALTA VALLE DEL PO E VAL VARAITA",2015
4702,6201,271.066666666667,25,17.4,"ALTA VALLE DEL PO E VAL VARAITA",2016
4429,6345,257.133333333333,20.2,17.9333333333333,"ALTA VALLE DEL PO E VAL VARAITA",2017
4328,4571,293.076923076923,24.6153846153846,15.2307692307692,"ALTA VALLE DEL PO E VAL VARAITA",2018
4740,5070,320.615384615385,27.1538461538462,16.8461538461538,"ALTA VALLE DEL PO E VAL VARAITA",2019
4724,5866,314.923076923077,30.9230769230769,17.5384615384615,"ALTA VALLE DEL PO E VAL VARAITA",2020
5104,5179,353.076923076923,23.8461538461538,15.6923076923077,"ALTA VALLE DEL PO E VAL VARAITA",2021
4450,3682,298,29.9230769230769,14.3846153846154,"ALTA VALLE DEL PO E VAL VARAITA",2022
4383,4651,332.083333333333,29.0833333333333,4.08333333333333,"ALTA VALLE DEL PO E VAL VARAITA",2023
6790,5678,531.75,29,5.08333333333333,"ALTA VALLE DEL PO E VAL VARAITA",2024
758,6,83.6666666666667,0,0.555555555555556,"ALTA VALLE DELL'ELLERO",2011
762,2,95.25,0,0,"ALTA VALLE DELL'ELLERO",2012
766,2,85,0.111111111111111,0,"ALTA VALLE DELL'ELLERO",2013
805,2,100.5,0,0.125,"ALTA VALLE DELL'ELLERO",2014
823,0,102.875,0,0,"ALTA VALLE DELL'ELLERO",2015
741,1,92.625,0,0,"ALTA VALLE DELL'ELLERO",2016
714,0,86.25,0,3,"ALTA VALLE DELL'ELLERO",2017
725,4,88.25,0,2.375,"ALTA VALLE DELL'ELLERO",2018
779,0,95.375,0,2,"ALTA VALLE DELL'ELLERO",2019
826,3,100.25,0,3,"ALTA VALLE DELL'ELLERO",2020
776,0,94.25,0,2.75,"ALTA VALLE DELL'ELLERO",2021
895,1,101.875,0,10,"ALTA VALLE DELL'ELLERO",2022
703,3,79.25,0,8.625,"ALTA VALLE DELL'ELLERO",2023
1489,2,159.111111111111,0,6.33333333333333,"ALTA VALLE DELL'ELLERO",2024
1823,1829,270.5,31.8333333333333,1.5,"ALTA VALLE DI STURA DI DEMONTE",2011
1815,1894,267.833333333333,34,0.666666666666667,"ALTA VALLE DI STURA DI DEMONTE",2012
1729,1845,260.833333333333,25.5,1.83333333333333,"ALTA VALLE DI STURA DI DEMONTE",2013
1076,1902,153.166666666667,25.8333333333333,0.333333333333333,"ALTA VALLE DI STURA DI DEMONTE",2014
1099,1807,144.333333333333,28.1666666666667,10.6666666666667,"ALTA VALLE DI STURA DI DEMONTE",2015
1134,1846,167.5,15,6.5,"ALTA VALLE DI STURA DI DEMONTE",2016
1223,1806,186.333333333333,15.1666666666667,2.33333333333333,"ALTA VALLE DI STURA DI DEMONTE",2017
1247,1692,188.833333333333,16.3333333333333,2.66666666666667,"ALTA VALLE DI STURA DI DEMONTE",2018
1309,1676,198.5,15.5,4.16666666666667,"ALTA VALLE DI STURA DI DEMONTE",2019
1385,1548,210.666666666667,14.8333333333333,5.33333333333333,"ALTA VALLE DI STURA DI DEMONTE",2020
1409,1570,214,16.1666666666667,4.66666666666667,"ALTA VALLE DI STURA DI DEMONTE",2021
1510,1577,234.166666666667,13.6666666666667,3.83333333333333,"ALTA VALLE DI STURA DI DEMONTE",2022
1274,1651,193.333333333333,14.1666666666667,4.83333333333333,"ALTA VALLE DI STURA DI DEMONTE",2023
2723,23,370.857142857143,13,5.14285714285714,"ALTA VALLE DI STURA DI DEMONTE",2024
107,8,10,3,0.375,"ALTA VALSASSINA",2011
101,17,9.125,2.375,1.125,"ALTA VALSASSINA",2012
99,17,9.28571428571429,2.42857142857143,2.42857142857143,"ALTA VALSASSINA",2013
105,17,8.75,2.25,2.125,"ALTA VALSASSINA",2014
101,22,7.375,2.375,2.875,"ALTA VALSASSINA",2015
128,28,9.71428571428571,6,2.57142857142857,"ALTA VALSASSINA",2016
103,28,4.42857142857143,6.71428571428571,3.57142857142857,"ALTA VALSASSINA",2017
91,34,4.125,5.375,1.875,"ALTA VALSASSINA",2018
96,35,4,5.22222222222222,1.44444444444444,"ALTA VALSASSINA",2019
84,19,1.625,5.5,3.375,"ALTA VALSASSINA",2020
88,20,2.33333333333333,4.55555555555556,2.88888888888889,"ALTA VALSASSINA",2021
82,20,1.875,4.625,3.75,"ALTA VALSASSINA",2022
82,11,2.85714285714286,5.28571428571429,3.57142857142857,"ALTA VALSASSINA",2023
88,11,3.42857142857143,5,4.14285714285714,"ALTA VALSASSINA",2024
333,3,1.53846153846154,12.9230769230769,11.1538461538462,"ALTA VALSESIA",2011
348,6,11.5714285714286,11.8571428571429,1.42857142857143,"ALTA VALSESIA",2012
411,8,14.4,10.9333333333333,2.06666666666667,"ALTA VALSESIA",2013
382,2,14.1428571428571,9.28571428571429,3.85714285714286,"ALTA VALSESIA",2014
329,3,12.7333333333333,8.53333333333333,0.666666666666667,"ALTA VALSESIA",2015
334,3,15.7692307692308,8,1.92307692307692,"ALTA VALSESIA",2016
377,3,15.9230769230769,9.69230769230769,3.38461538461538,"ALTA VALSESIA",2017
312,7,10.9230769230769,10.5384615384615,2.53846153846154,"ALTA VALSESIA",2018
297,6,7.75,13.3333333333333,3.66666666666667,"ALTA VALSESIA",2019
297,2,9.5,12.5833333333333,2.66666666666667,"ALTA VALSESIA",2020
279,8,8.5,12.75,2,"ALTA VALSESIA",2021
293,0,9.16666666666667,14.5,0.75,"ALTA VALSESIA",2022
281,0,7.58333333333333,15.4166666666667,0.416666666666667,"ALTA VALSESIA",2023
425,0,17,15.25,3.16666666666667,"ALTA VALSESIA",2024
1279,237,17.1666666666667,185,11,"ALTA VALTELLINA E VAL DI LIVIGNO",2011
1318,218,20,188.5,11.1666666666667,"ALTA VALTELLINA E VAL DI LIVIGNO",2012
1337,220,21.5,187.666666666667,13.6666666666667,"ALTA VALTELLINA E VAL DI LIVIGNO",2013
1400,208,33.1666666666667,183.333333333333,16.8333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2014
1332,199,33,173.166666666667,15.8333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2015
1389,270,32.1666666666667,187.5,11.8333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2016
1371,270,32.1666666666667,182.5,13.8333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2017
1307,309,31,174.833333333333,12,"ALTA VALTELLINA E VAL DI LIVIGNO",2018
1373,309,28.6666666666667,185.666666666667,14.5,"ALTA VALTELLINA E VAL DI LIVIGNO",2019
1343,267,29.5,178.833333333333,15.5,"ALTA VALTELLINA E VAL DI LIVIGNO",2020
1355,241,30.8333333333333,182.833333333333,12.1666666666667,"ALTA VALTELLINA E VAL DI LIVIGNO",2021
1343,200,32.5,183.5,7.83333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2022
1495,266,65,176.333333333333,7.83333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2023
1450,128,62.3333333333333,169,10.3333333333333,"ALTA VALTELLINA E VAL DI LIVIGNO",2024
346,150,14.6,4.1,15.9,"ALTE VALLI DEL CURONE E DEL BORBERA",2011
404,128,35.3,2.8,2.3,"ALTE VALLI DEL CURONE E DEL BORBERA",2012
350,111,31.2,2.1,1.7,"ALTE VALLI DEL CURONE E DEL BORBERA",2013
352,104,30.8,2.3,2.1,"ALTE VALLI DEL CURONE E DEL BORBERA",2014
342,100,29.8,2.4,2,"ALTE VALLI DEL CURONE E DEL BORBERA",2015
378,96,32.1,3.2,2.5,"ALTE VALLI DEL CURONE E DEL BORBERA",2016
390,53,33.5,3.1,2.4,"ALTE VALLI DEL CURONE E DEL BORBERA",2017
401,33,34.6,2.7,2.8,"ALTE VALLI DEL CURONE E DEL BORBERA",2018
306,65,26.5,2.3,1.8,"ALTE VALLI DEL CURONE E DEL BORBERA",2019
343,7,31.4,0.6,2.3,"ALTE VALLI DEL CURONE E DEL BORBERA",2020
384,1,34.6,2.1,1.7,"ALTE VALLI DEL CURONE E DEL BORBERA",2021
419,0,44.5555555555556,0.666666666666667,1.33333333333333,"ALTE VALLI DEL CURONE E DEL BORBERA",2022
459,0,54.875,2.125,0.375,"ALTE VALLI DEL CURONE E DEL BORBERA",2023
453,0,54.5,2,0.125,"ALTE VALLI DEL CURONE E DEL BORBERA",2024
702,0,45.1111111111111,15.8888888888889,17,"ALTE VALLI MAIRA E GRANA",2011
631,0,43.7777777777778,20.1111111111111,6.22222222222222,"ALTE VALLI MAIRA E GRANA",2012
651,0,44.7777777777778,20.8888888888889,6.66666666666667,"ALTE VALLI MAIRA E GRANA",2013
717,0,47.3333333333333,24.2222222222222,8.11111111111111,"ALTE VALLI MAIRA E GRANA",2014
709,0,48.1,15,7.8,"ALTE VALLI MAIRA E GRANA",2015
828,0,59.1,5.7,18,"ALTE VALLI MAIRA E GRANA",2016
828,0,56.3,3.8,22.7,"ALTE VALLI MAIRA E GRANA",2017
886,0,60.7,2.7,25.2,"ALTE VALLI MAIRA E GRANA",2018
906,0,57.1,3.6,29.9,"ALTE VALLI MAIRA E GRANA",2019
733,0,48.2,4.1,21,"ALTE VALLI MAIRA E GRANA",2020
690,2,45.5,3.9,19.6,"ALTE VALLI MAIRA E GRANA",2021
849,0,50.5,10.5,23.9,"ALTE VALLI MAIRA E GRANA",2022
522,0,25.7,8.2,18.3,"ALTE VALLI MAIRA E GRANA",2023
879,0,76.2,3.4,8.3,"ALTE VALLI MAIRA E GRANA",2024
2413,2500,189.1,51.9,0.3,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2011
2142,2604,162.5,51.6,0.1,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2012
2289,1788,196.444444444444,57.6666666666667,0.222222222222222,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2013
2393,1766,190.9,48.4,0,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2014
2659,1337,217.1,48.8,0,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2015
2408,274,190.6,50.1,0.1,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2016
2492,2372,200.4,48.8,0,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2017
2691,1819,224.2,44.9,0,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2018
2341,336,191.1,42.4,0.6,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2019
2402,427,198.4,40.6,1.2,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2020
2552,1181,194.818181818182,36.0909090909091,1.09090909090909,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2021
2520,296,196.818181818182,31.3636363636364,0.909090909090909,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2022
2051,241,151.090909090909,33.9090909090909,1.45454545454545,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2023
2190,200,162.363636363636,33.0909090909091,3.63636363636364,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2024
3519,245,381.875,57.375,0.625,"ALTO ASTICO ORIENTALE E BRENTA",2011
3129,68,338,53.125,0,"ALTO ASTICO ORIENTALE E BRENTA",2012
3712,78,412.25,51.75,0,"ALTO ASTICO ORIENTALE E BRENTA",2013
3111,78,336.625,52.25,0,"ALTO ASTICO ORIENTALE E BRENTA",2014
3396,139,371.5,50.125,2.875,"ALTO ASTICO ORIENTALE E BRENTA",2015
3662,114,401.875,49.75,6.125,"ALTO ASTICO ORIENTALE E BRENTA",2016
3258,75,359.125,42.5,5.625,"ALTO ASTICO ORIENTALE E BRENTA",2017
3187,140,359.375,38,1,"ALTO ASTICO ORIENTALE E BRENTA",2018
4030,162,343.4,57,2.6,"ALTO ASTICO ORIENTALE E BRENTA",2019
3752,149,316.9,54.8,3.5,"ALTO ASTICO ORIENTALE E BRENTA",2020
3323,134,273.1,57.3,1.9,"ALTO ASTICO ORIENTALE E BRENTA",2021
3583,135,298,59.4,0.9,"ALTO ASTICO ORIENTALE E BRENTA",2022
3890,215,330,57.2,1.8,"ALTO ASTICO ORIENTALE E BRENTA",2023
3495,280,301.3,46.8,1.4,"ALTO ASTICO ORIENTALE E BRENTA",2024
170,7,2.6,11.7,2.7,"ALTO E MEDIO CORDEVOLE",2011
182,14,3.1,15.1,0,"ALTO E MEDIO CORDEVOLE",2012
202,14,3.6,16.6,0,"ALTO E MEDIO CORDEVOLE",2013
222,11,7.2,15,0,"ALTO E MEDIO CORDEVOLE",2014
219,9,6.27272727272727,13.6363636363636,0,"ALTO E MEDIO CORDEVOLE",2015
213,9,4.72727272727273,14.6363636363636,0,"ALTO E MEDIO CORDEVOLE",2016
182,9,3.5,14.5,0.2,"ALTO E MEDIO CORDEVOLE",2017
167,9,2.18181818181818,12.9090909090909,0.0909090909090909,"ALTO E MEDIO CORDEVOLE",2018
154,9,2.09090909090909,11.5454545454545,0.363636363636364,"ALTO E MEDIO CORDEVOLE",2019
170,9,2.91666666666667,10.8333333333333,0.416666666666667,"ALTO E MEDIO CORDEVOLE",2020
156,9,2.58333333333333,9.91666666666667,0.5,"ALTO E MEDIO CORDEVOLE",2021
137,9,1.58333333333333,9.25,0.583333333333333,"ALTO E MEDIO CORDEVOLE",2022
158,8,2.5,9.66666666666667,1,"ALTO E MEDIO CORDEVOLE",2023
162,8,2,10,1.5,"ALTO E MEDIO CORDEVOLE",2024
1109,33,14.7142857142857,42.5714285714286,101.142857142857,"ALTO ELVO",2011
1209,33,123.714285714286,28,21,"ALTO ELVO",2012
1161,22,120.285714285714,23.2857142857143,22.2857142857143,"ALTO ELVO",2013
1193,22,121.857142857143,24.2857142857143,24.2857142857143,"ALTO ELVO",2014
1075,24,108,21.7142857142857,23.8571428571429,"ALTO ELVO",2015
1067,24,107,26.1428571428571,19.2857142857143,"ALTO ELVO",2016
1021,23,97.7142857142857,28.1428571428571,20,"ALTO ELVO",2017
934,15,86.7142857142857,29,17.7142857142857,"ALTO ELVO",2018
947,13,85.4285714285714,28.7142857142857,21.1428571428571,"ALTO ELVO",2019
999,12,88,29,25.7142857142857,"ALTO ELVO",2020
995,7,88.1428571428571,29.1428571428571,24.8571428571429,"ALTO ELVO",2021
876,0,85,20.7142857142857,19.4285714285714,"ALTO ELVO",2022
1111,0,113.571428571429,22.2857142857143,22.8571428571429,"ALTO ELVO",2023
1613,0,183.285714285714,21.5714285714286,25.5714285714286,"ALTO ELVO",2024
147,32,6.875,9.375,2.125,"ALTO LAMBRO",2011
154,20,7.66666666666667,8.44444444444444,1,"ALTO LAMBRO",2012
155,16,7.77777777777778,7.66666666666667,1.77777777777778,"ALTO LAMBRO",2013
155,21,9.5,8.5,1.375,"ALTO LAMBRO",2014
156,10,9.625,7.625,2.25,"ALTO LAMBRO",2015
175,18,12.375,5.5,4,"ALTO LAMBRO",2016
173,32,13.25,4.25,4.125,"ALTO LAMBRO",2017
179,38,12.875,4.875,4.625,"ALTO LAMBRO",2018
174,41,11.25,4.75,5.75,"ALTO LAMBRO",2019
188,30,14,3.75,5.75,"ALTO LAMBRO",2020
215,30,13.375,4.5,9,"ALTO LAMBRO",2021
201,16,10,4.625,10.5,"ALTO LAMBRO",2022
223,17,15.375,4,8.5,"ALTO LAMBRO",2023
206,16,12.125,3.875,9.75,"ALTO LAMBRO",2024
146,7,14.6666666666667,24,10,"ALTO LEMME",2011
147,11,21,27.6666666666667,0.333333333333333,"ALTO LEMME",2012
160,11,22.6666666666667,30,0.666666666666667,"ALTO LEMME",2013
152,18,21.6666666666667,27.6666666666667,1.33333333333333,"ALTO LEMME",2014
140,17,16.3333333333333,29,1.33333333333333,"ALTO LEMME",2015
148,17,25,0,24.3333333333333,"ALTO LEMME",2016
131,12,21.6666666666667,0,22,"ALTO LEMME",2017
121,14,17,0,23.3333333333333,"ALTO LEMME",2018
120,12,19.6666666666667,0,20.3333333333333,"ALTO LEMME",2019
137,8,24,0,21.6666666666667,"ALTO LEMME",2020
134,6,22.6666666666667,0,22,"ALTO LEMME",2021
138,0,19.6666666666667,0,26.3333333333333,"ALTO LEMME",2022
198,2,38,0,28,"ALTO LEMME",2023
196,2,40,0,25.3333333333333,"ALTO LEMME",2024
924,82,150.5,80.5,0,"ALTO NURE",2011
875,62,146,72.75,0,"ALTO NURE",2012
827,48,141.25,65.5,0,"ALTO NURE",2013
814,31,138.75,64.75,0,"ALTO NURE",2014
874,69,151,67.5,0,"ALTO NURE",2015
841,49,145.75,64.5,0,"ALTO NURE",2016
879,57,163,56.75,0,"ALTO NURE",2017
865,50,162.25,54,0,"ALTO NURE",2018
860,723,158.5,56.5,0,"ALTO NURE",2019
866,2329,170.25,46.25,0,"ALTO NURE",2020
834,1207,167,41.5,0,"ALTO NURE",2021
1252,931,274.25,38.75,0,"ALTO NURE",2022
1163,881,253.25,37.5,0,"ALTO NURE",2023
1221,897,273.75,31.5,0,"ALTO NURE",2024
9173,20434,205.4,711.9,0,"ALTO PANARO",2011
9636,22082,196.8,766.8,0,"ALTO PANARO",2012
9334,20091,130.8,801.2,1.4,"ALTO PANARO",2013
8913,17456,88.2,801.3,1.8,"ALTO PANARO",2014
8772,21749,84.5,792.7,0,"ALTO PANARO",2015
8588,18990,80.5,778.3,0,"ALTO PANARO",2016
8771,16374,80.8,793.9,2.4,"ALTO PANARO",2017
8406,17165,63.5,777.1,0,"ALTO PANARO",2018
8339,17406,62.6,771.3,0,"ALTO PANARO",2019
8361,16667,67.8,768.3,0,"ALTO PANARO",2020
8651,15997,61.9,803.2,0,"ALTO PANARO",2021
8843,15266,91.7,792.6,0,"ALTO PANARO",2022
8432,12776,82.4,760.8,0,"ALTO PANARO",2023
8440,12163,84.9,759.1,0,"ALTO PANARO",2024
2062,2756,37.2,375.2,0,"ALTO PARMA",2011
2273,2340,27.2,427.4,0,"ALTO PARMA",2012
2497,2274,27,472.4,0,"ALTO PARMA",2013
2210,2141,21.6,420.4,0,"ALTO PARMA",2014
2155,2009,24,407,0,"ALTO PARMA",2015
2055,2805,22.4,388.6,0,"ALTO PARMA",2016
1922,1388,25.6,358.8,0,"ALTO PARMA",2017
2006,1349,23.2,378,0,"ALTO PARMA",2018
2292,1757,26.2,432.2,0,"ALTO PARMA",2019
2431,1369,22.6,463.6,0,"ALTO PARMA",2020
2375,209,19.8,455.2,0,"ALTO PARMA",2021
2191,196,30,406.4,1.8,"ALTO PARMA",2022
2271,197,35.4,418.8,0,"ALTO PARMA",2023
2305,133,30,426.8,4.2,"ALTO PARMA",2024
1258,146,103.5,86.5,19.6666666666667,"ALTO RENO",2011
1257,101,112.5,83.1666666666667,13.8333333333333,"ALTO RENO",2012
1195,147,99.6666666666667,87,12.5,"ALTO RENO",2013
1212,147,106.166666666667,86,9.83333333333333,"ALTO RENO",2014
1279,240,123.166666666667,78.6666666666667,11.3333333333333,"ALTO RENO",2015
1316,266,111.285714285714,72,4.71428571428571,"ALTO RENO",2016
1219,285,109.857142857143,61.5714285714286,2.71428571428571,"ALTO RENO",2017
1216,170,116.142857142857,53.7142857142857,3.85714285714286,"ALTO RENO",2018
1649,116,176.285714285714,54,5.28571428571429,"ALTO RENO",2019
1347,160,128.285714285714,59.4285714285714,4.71428571428571,"ALTO RENO",2020
1586,138,161.714285714286,61.7142857142857,3.14285714285714,"ALTO RENO",2021
1901,74,212,57.5714285714286,2,"ALTO RENO",2022
1685,66,186.571428571429,53,1.14285714285714,"ALTO RENO",2023
1603,80,173.571428571429,46,9.42857142857143,"ALTO RENO",2024
556,851,64.625,4.875,0,"ALTO STAFFORA",2011
518,848,60.25,4.5,0,"ALTO STAFFORA",2012
477,224,56.25,3.375,0,"ALTO STAFFORA",2013
480,925,56.625,3.375,0,"ALTO STAFFORA",2014
385,867,52,2.71428571428571,0.285714285714286,"ALTO STAFFORA",2015
423,175,54.8571428571429,4.42857142857143,1.14285714285714,"ALTO STAFFORA",2016
390,191,48,2.14285714285714,5.57142857142857,"ALTO STAFFORA",2017
351,370,44.7142857142857,1.42857142857143,4,"ALTO STAFFORA",2018
379,352,42.75,0.125,4.5,"ALTO STAFFORA",2019
380,381,41.5,0.875,5.125,"ALTO STAFFORA",2020
413,737,54.8571428571429,1.57142857142857,2.57142857142857,"ALTO STAFFORA",2021
395,260,45.875,0.5,3,"ALTO STAFFORA",2022
786,346,93.5,0.875,3.875,"ALTO STAFFORA",2023
733,330,100,2.14285714285714,2.57142857142857,"ALTO STAFFORA",2024
1286,2,115.25,38.375,7.125,"ALTO TANARO",2011
1204,3,118.875,27.375,4.25,"ALTO TANARO",2012
1070,3,102.125,27,4.625,"ALTO TANARO",2013
1242,3,120.625,30,4.625,"ALTO TANARO",2014
1474,2,155.375,24.25,4.625,"ALTO TANARO",2015
