"SE_Pop2021_mean","SE_PopDens_km2_mean","SE_DegUrba_mean","SE_year_mean","SE_natalita_mean","SE_mortalita_mean","SE_migrazione_mean","SE_Age 0-3_mean","SE_Age 4-5_mean","SE_Age 6-10_mean","SE_Age 11-14_mean","SE_Age 15-17_mean","SE_Age 18-19_mean","SE_Age 20-29_mean","SE_Age 30-59_mean","SE_Age 60-64_mean","SE_Age 65-84_mean","SE_Age 85+_mean","SE_Income_mean","SE_Established Economy Index_mean","SE_Agricultural-Manufacturing Activity_mean","SE_Extractive Industry_mean","SE_Manufacturing Industry_mean","SE_Construction_mean","SE_Business Services_mean","SE_Social Services_mean","SE_Consumer Services_mean","SE_Traditional Services_mean","SE_Car Accident Rate_mean","SE_Codice regione agraria_mean","ASR","Year"
3700.77777777778,636.741102751111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9704,"ALTA BRIANZA",2011
3700.77777777778,636.741102751111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9704,"ALTA BRIANZA",2012
3700.77777777778,636.741102751111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9704,"ALTA BRIANZA",2013
3700.77777777778,636.741102751111,2,2014,7.95517038729486,8.81099296987153,-1.09277045452253,3.83315765805396,1.99543537036019,4.83308313950731,3.85759946112885,2.90542066910155,1.90673340046819,10.0171340762673,44.3887137730137,6.66773877477473,17.0938268331089,2.50115684421537,22431.1895828495,51.4823175691943,2.0821771044501,0.629382486652118,1.9712254148954,1.52339529204238,0.489011681411818,0.49203169978721,0.638868659678735,0.746393889623157,3.02219213529717,9704,"ALTA BRIANZA",2014
3700.77777777778,636.741102751111,2,2015,9.7072635842352,9.91250130768786,-0.0267869531494232,3.52444244761752,2.04049068127906,4.89986108931459,3.85786467164063,2.93514406836944,1.98682564343506,9.73389746653262,43.9734701623268,6.65390067273142,17.7479084239087,2.64619467284416,23036.2548730596,44.9663453003163,1.92327787903681,1.67814043020848,1.94233612639139,1.56871663613839,0.496707059577162,0.518375943642952,0.687163450762152,0.74423058569184,3.67646050698727,9704,"ALTA BRIANZA",2015
3700.77777777778,636.741102751111,2,2016,8.00952371797578,8.82969911853505,2.23325407730336,3.50542220641297,2.04824164582825,4.99459242879927,3.79601947066297,2.83707647645392,1.97051665565299,9.84380539905387,43.3960790433976,6.64085879073384,18.2771361453555,2.69025173764883,23221.0806715154,51.2546070262691,1.91908669767556,0.744382102052976,1.93353843503667,1.54470803629643,0.48692898070964,0.615578433320013,0.728022576949366,0.740552812099002,3.67754020821403,9704,"ALTA BRIANZA",2016
3700.77777777778,636.741102751111,2,2017,7.76264275108859,9.82683308368763,2.26054084750603,3.40608002350783,1.84878251069417,5.08389858606089,3.73889230918763,2.9499139545561,2.04233753542529,9.78398509428009,43.0251719921867,6.61947935068809,18.7089317315987,2.79252691181457,23518.415645374,47.5887357708157,2.16199571109214,1.17545317087381,1.91681305793925,1.52980447765053,0.500949172581562,0.541161586036133,0.757346575328885,0.779144686773774,3.44213866220006,9704,"ALTA BRIANZA",2017
3700.77777777778,636.741102751111,2,2018,6.25121775276412,8.81763005849295,0.0301085316957028,3.32349288846847,1.8215743163424,5.09782136902549,3.8341881563621,2.95595296754638,1.88507717776312,9.76311421794327,42.8056306616106,6.72108351953369,18.9408592236464,2.85120550175805,24036.7425661577,48.7079174012532,1.96360744580869,0.387286508810156,1.95871504534737,1.50742493912663,0.46880857714176,0.540026026366061,0.763674246366682,0.788273449811561,3.66790843371697,9704,"ALTA BRIANZA",2018
3700.77777777778,636.741102751111,2,2019,7.0782226663196,9.12982455915975,2.43625489191716,3.09446417339492,1.83237294534607,4.8607040370092,3.90885804034649,2.88080987675756,1.90253947370641,9.75051995508432,42.5367270605632,6.81595900286088,19.4633170728772,2.95372836205371,24338.6347279046,57.147581616475,2.13618064055616,1.97215379295014,1.92065868342083,1.42076883000794,0.472395350053443,0.611265990341594,0.808625895635905,0.800819500046755,3.61109101987959,9704,"ALTA BRIANZA",2019
3700.77777777778,636.741102751111,2,2020,6.48155999888757,13.7282686685724,-0.444639324800685,2.90123643914297,1.7114181267757,4.91592012662883,3.96558508075602,2.77740737124069,2.04241844812085,9.7650266427778,42.0331733494396,6.93302666011902,19.9055540560426,3.04923369895596,23828.7257625585,65.822331400162,2.67333528546285,1.54262276241041,1.9799685761552,1.3031667884144,0.495663357348021,0.579850774636524,0.780279434479735,0.764621802360395,2.56324847378313,9704,"ALTA BRIANZA",2020
