"EM_BC_BK_Pred","EM_BC_BK_Var","EM_CO_BK_Pred","EM_CO_BK_Var","EM_NH3_BK_Pred","EM_NH3_BK_Var","EM_NMVOC_BK_Pred","EM_NMVOC_BK_Var","EM_OC_BK_Pred","EM_OC_BK_Var","EM_PM10_BK_Pred","EM_PM10_BK_Var","EM_PM25_BK_Pred","EM_PM25_BK_Var","ASR","Year"
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2011
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2012
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2013
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2014
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2015
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2016
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2017
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2018
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2019
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2020
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2021
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2022
15.9787819774054,4.19403413151574,1191.52773796435,26096.2500369877,43.4756963186593,26821.243699253,647.229996160131,65.4579939152028,26.5403329667422,0.101034392419763,216.195825700045,796.46832678361,167.432108695391,399.581971930605,"ALTA BRIANZA",2023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALTA BRIANZA",2024
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2011
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2012
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2013
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2014
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2015
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2016
1.21001018418317,0.995480286196611,114.952127026182,6139.45997792613,9.54363375213403,6183.69797786218,43.5461569117923,267.658816589176,2.72617640536207,0.404298718745736,6.7308140679953,183.136473033599,7.68233388487096,94.2646237959544,"ALTA VAL CAMONICA",2017
