"AQ_PM10_BK_Pred","AQ_PM10_BK_Var","AQ_PM25_BK_Pred","AQ_PM25_BK_Var","ASR","Year"
13.8508636967007,0.0407598444905564,11.1478691942067,0.0230144235824873,"ALTA VAL TROMPIA",2014
13.027158589151,0.0699839416622633,9.8014606850004,0.042046762181578,"ALTA VAL TROMPIA",2015
11.1056019353672,0.0582143064750509,8.49311639573987,0.0308902123816901,"ALTA VAL TROMPIA",2016
11.6714549456159,0.0756290892797077,8.94883936253595,0.0395771330612427,"ALTA VAL TROMPIA",2017
11.4533126676915,0.0595630491635066,7.98775852921116,0.0328971645759624,"ALTA VAL TROMPIA",2018
10.6347428931965,0.049179910114601,6.80118944799763,0.029919296536046,"ALTA VAL TROMPIA",2019
11.0533624623992,0.0617498547423454,7.11472749199811,0.0348472330767391,"ALTA VAL TROMPIA",2020
11.0352089158125,0.0499834006684351,6.84640706663153,0.025953719102904,"ALTA VAL TROMPIA",2021
NA,NA,NA,NA,"ALTA VAL TROMPIA",2022
NA,NA,NA,NA,"ALTA VAL TROMPIA",2023
NA,NA,NA,NA,"ALTA VAL TROMPIA",2024
13.3082936821978,0.335434287479497,8.52617886922764,0.163791350712247,"ALTA VALLE DEL GESSO",2011
12.0108754700073,0.226937311095222,7.87267183661384,0.142024222043735,"ALTA VALLE DEL GESSO",2012
8.63089690339344,0.218089045189735,7.10513572824078,0.122403752301132,"ALTA VALLE DEL GESSO",2013
9.2071116856176,0.0641201839986753,7.44248696389024,0.0361748440056624,"ALTA VALLE DEL GESSO",2014
9.92756227020204,0.276732118300043,6.86151838409607,0.166204093875519,"ALTA VALLE DEL GESSO",2015
7.97153354617491,0.229969080680974,6.19192230100487,0.121969308997288,"ALTA VALLE DEL GESSO",2016
11.4259548304651,0.298694476924955,8.65660816971868,0.156282435102624,"ALTA VALLE DEL GESSO",2017
8.42260239429211,0.235406045897005,5.09824192116628,0.130009185487054,"ALTA VALLE DEL GESSO",2018
9.43070735709256,0.194553833759268,4.39312086911432,0.118377766488809,"ALTA VALLE DEL GESSO",2019
6.99998901414592,0.244152959197116,3.89645090911204,0.137728539468463,"ALTA VALLE DEL GESSO",2020
8.49841246513972,0.197561224621002,4.36072901480401,0.102564596377797,"ALTA VALLE DEL GESSO",2021
NA,NA,NA,NA,"ALTA VALLE DEL GESSO",2022
NA,NA,NA,NA,"ALTA VALLE DEL GESSO",2023
NA,NA,NA,NA,"ALTA VALLE DEL GESSO",2024
17.6868461686981,0.350382406555397,12.1616374995447,0.171059092894818,"ALTA VALLE DEL PO E VAL VARAITA",2011
14.0736813372136,0.237172243701391,10.006108365889,0.148358498375253,"ALTA VALLE DEL PO E VAL VARAITA",2012
10.5238939803022,0.227845734592387,9.56989252636742,0.127792281802485,"ALTA VALLE DEL PO E VAL VARAITA",2013
10.4452670620662,0.199359888275976,9.42643792403072,0.112326896664982,"ALTA VALLE DEL PO E VAL VARAITA",2014
10.2818277360747,0.289216055763947,7.51933959989598,0.173669269231884,"ALTA VALLE DEL PO E VAL VARAITA",2015
8.17279380325583,0.240219777719788,6.83984545155499,0.127374158643541,"ALTA VALLE DEL PO E VAL VARAITA",2016
12.4603498818768,0.311970756463482,9.88767123631099,0.163214786755725,"ALTA VALLE DEL PO E VAL VARAITA",2017
8.74911174311091,0.245958872400076,6.04335589096834,0.135833103975993,"ALTA VALLE DEL PO E VAL VARAITA",2018
8.90814852326936,0.20337930221066,4.65696463533288,0.123758194191418,"ALTA VALLE DEL PO E VAL VARAITA",2019
8.29108977511855,0.255156054631646,4.94027917917474,0.143905286222545,"ALTA VALLE DEL PO E VAL VARAITA",2020
9.00984252618325,0.206426417655837,5.00665482512226,0.107156795009507,"ALTA VALLE DEL PO E VAL VARAITA",2021
NA,NA,NA,NA,"ALTA VALLE DEL PO E VAL VARAITA",2022
NA,NA,NA,NA,"ALTA VALLE DEL PO E VAL VARAITA",2023
NA,NA,NA,NA,"ALTA VALLE DEL PO E VAL VARAITA",2024
16.921493223205,0.342698010866773,11.3210898702373,0.167349097156174,"ALTA VALLE DELL'ELLERO",2011
13.7968129263936,0.23181502599841,9.69345336610398,0.145097985393027,"ALTA VALLE DELL'ELLERO",2012
11.7174740457668,0.222799411157923,8.77201381877101,0.125078754232533,"ALTA VALLE DELL'ELLERO",2013
13.2120058430187,0.0675739282346697,9.99852835549764,0.0381321476917573,"ALTA VALLE DELL'ELLERO",2014
12.2060402380443,0.282679255159959,9.18551190735509,0.169784897543944,"ALTA VALLE DELL'ELLERO",2015
10.6592172831207,0.234948160126694,8.54814184756406,0.124621229502666,"ALTA VALLE DELL'ELLERO",2016
11.4694408334285,0.305174462546031,9.02257254417972,0.15967787272386,"ALTA VALLE DELL'ELLERO",2017
11.9284644319904,0.240483855497785,8.70817675228456,0.132814799233838,"ALTA VALLE DELL'ELLERO",2018
10.6571812099028,0.198723067187945,6.93459498795463,0.120912286772849,"ALTA VALLE DELL'ELLERO",2019
11.2410776260703,0.249402896090502,7.15946575513655,0.140698617400239,"ALTA VALLE DELL'ELLERO",2020
12.3703096950859,0.20182006025621,7.58487612677479,0.104778660347947,"ALTA VALLE DELL'ELLERO",2021
NA,NA,NA,NA,"ALTA VALLE DELL'ELLERO",2022
NA,NA,NA,NA,"ALTA VALLE DELL'ELLERO",2023
NA,NA,NA,NA,"ALTA VALLE DELL'ELLERO",2024
14.0128606969667,0.54439507246783,7.88083647036905,0.265716726862193,"ALTA VALLE DI STURA DI DEMONTE",2011
17.5210592146799,0.368735038128941,8.99941093898924,0.230517144656381,"ALTA VALLE DI STURA DI DEMONTE",2012
10.7595738036531,0.354081178763734,7.54267426709703,0.198425161240833,"ALTA VALLE DI STURA DI DEMONTE",2013
12.2501747260022,0.420995975618522,8.29665762582631,0.237134698605763,"ALTA VALLE DI STURA DI DEMONTE",2014
10.5115211026376,0.449654606597942,6.82313134573819,0.269946427947018,"ALTA VALLE DI STURA DI DEMONTE",2015
7.66701224306737,0.37323832355168,5.63187293262621,0.197844352295524,"ALTA VALLE DI STURA DI DEMONTE",2016
13.3206518868213,0.484647319254135,9.86876554535673,0.253527415903613,"ALTA VALLE DI STURA DI DEMONTE",2017
6.74051077266159,0.382271265736255,4.03811284254381,0.211104838992654,"ALTA VALLE DI STURA DI DEMONTE",2018
9.81315515911773,0.316296187315313,4.11154138530536,0.192489690568975,"ALTA VALLE DI STURA DI DEMONTE",2019
5.98668551047202,0.396678634074998,3.21147907914211,0.22366385727798,"ALTA VALLE DI STURA DI DEMONTE",2020
7.06939902107561,0.320846846906676,3.5020188021298,0.166533118692558,"ALTA VALLE DI STURA DI DEMONTE",2021
NA,NA,NA,NA,"ALTA VALLE DI STURA DI DEMONTE",2022
NA,NA,NA,NA,"ALTA VALLE DI STURA DI DEMONTE",2023
NA,NA,NA,NA,"ALTA VALLE DI STURA DI DEMONTE",2024
18.0680604797994,0.138596814189817,14.223281520639,0.0677007737771085,"ALTA VALSASSINA",2011
17.4781169779122,0.0936746914793523,12.7419414526718,0.0586784367386939,"ALTA VALSASSINA",2012
15.0278785281856,0.0900822026815007,13.4597938905607,0.0506277025266301,"ALTA VALSASSINA",2013
12.266187666649,0.0683092851938428,9.8059742785632,0.0385702163566902,"ALTA VALSASSINA",2014
12.7897880340065,0.114226462304446,9.6115059025552,0.0686284148853605,"ALTA VALSASSINA",2015
10.1697211750815,0.0950181313323653,7.47566620818817,0.0504198707578016,"ALTA VALSASSINA",2016
10.8375883605435,0.123443323346376,8.45211929366572,0.0645988026381633,"ALTA VALSASSINA",2017
11.0643787931622,0.0972186764294129,7.42708762463527,0.0536947408460289,"ALTA VALSASSINA",2018
8.99645742797674,0.0802697872552696,5.66624911983256,0.048833107254924,"ALTA VALSASSINA",2019
10.502087561019,0.100787108085893,6.84726054665606,0.0568775373446282,"ALTA VALSASSINA",2020
11.3262610789228,0.0815826630707764,6.60709207659605,0.0423616859592009,"ALTA VALSASSINA",2021
NA,NA,NA,NA,"ALTA VALSASSINA",2022
NA,NA,NA,NA,"ALTA VALSASSINA",2023
NA,NA,NA,NA,"ALTA VALSASSINA",2024
14.7995913477464,0.159258726846858,11.9837465898132,0.0777715053496878,"ALTA VALSESIA",2011
11.9917580058592,0.107723585323368,9.03434475684092,0.0674297967272874,"ALTA VALSESIA",2012
8.45412501014269,0.103537962150058,9.02801011980995,0.0581282876699876,"ALTA VALSESIA",2013
7.60058360654309,0.0785065666150099,7.38489130745402,0.0442825806405838,"ALTA VALSESIA",2014
7.38247023153779,0.131359818606144,5.78454687950635,0.0789000399288348,"ALTA VALSESIA",2015
5.64521267776107,0.109185095658525,4.64463294496003,0.0579149376840932,"ALTA VALSESIA",2016
6.55306108617016,0.141821901929735,5.59865488672041,0.0742065470619749,"ALTA VALSESIA",2017
5.94543605307333,0.111755234415926,3.52119139170796,0.0617205414717904,"ALTA VALSESIA",2018
5.4922591040789,0.0923426610969357,2.68450235074274,0.0561847897589533,"ALTA VALSESIA",2019
6.18588247427428,0.115897068756847,3.17339726481021,0.0653839233743097,"ALTA VALSESIA",2020
7.15098541035505,0.0937873734398667,3.28628509590191,0.0486919306723104,"ALTA VALSESIA",2021
NA,NA,NA,NA,"ALTA VALSESIA",2022
NA,NA,NA,NA,"ALTA VALSESIA",2023
NA,NA,NA,NA,"ALTA VALSESIA",2024
7.29918576184747,0.97540515256783,4.76583192646608,0.47612992001374,"ALTA VALTELLINA E VAL DI LIVIGNO",2011
9.47996610477962,0.660506693979459,5.2705178325628,0.413016235359116,"ALTA VALTELLINA E VAL DI LIVIGNO",2012
7.11958889997483,0.634366235433136,5.52360114663921,0.355602635667087,"ALTA VALTELLINA E VAL DI LIVIGNO",2013
5.58379708455541,0.48094694033639,3.90598802717949,0.270884250647621,"ALTA VALTELLINA E VAL DI LIVIGNO",2014
5.94800801362356,0.805451441259541,3.59939326829612,0.483591801296926,"ALTA VALTELLINA E VAL DI LIVIGNO",2015
5.74680269558058,0.668736520030819,3.70435299585139,0.354520143116095,"ALTA VALTELLINA E VAL DI LIVIGNO",2016
6.53167641045016,0.86839724641804,4.09979890053935,0.454290950289,"ALTA VALTELLINA E VAL DI LIVIGNO",2017
4.86959185670453,0.684842577574776,2.40170753404648,0.378201888700722,"ALTA VALTELLINA E VAL DI LIVIGNO",2018
4.65576989386596,0.566499234996129,1.87021933989406,0.344740785834108,"ALTA VALTELLINA E VAL DI LIVIGNO",2019
4.07585579807409,0.710573174058494,2.15331033343158,0.400692364478965,"ALTA VALTELLINA E VAL DI LIVIGNO",2020
4.85813274489023,0.574788136796948,2.15335994325242,0.298353128684065,"ALTA VALTELLINA E VAL DI LIVIGNO",2021
NA,NA,NA,NA,"ALTA VALTELLINA E VAL DI LIVIGNO",2022
NA,NA,NA,NA,"ALTA VALTELLINA E VAL DI LIVIGNO",2023
NA,NA,NA,NA,"ALTA VALTELLINA E VAL DI LIVIGNO",2024
17.7072456417906,0.0779917737225274,10.9011816681531,0.0380962213632471,"ALTE VALLI DEL CURONE E DEL BORBERA",2011
16.3191840047175,0.0527154810350276,11.2158411853259,0.0330198785000105,"ALTE VALLI DEL CURONE E DEL BORBERA",2012
14.4729731573205,0.0506922001122506,10.7235570028543,0.0284880798465596,"ALTE VALLI DEL CURONE E DEL BORBERA",2013
14.0138663452638,0.0407871659450349,10.2258656208519,0.0230255452309002,"ALTE VALLI DEL CURONE E DEL BORBERA",2014
11.9651437555288,0.0642810663977915,8.04728525147688,0.0386200543709981,"ALTE VALLI DEL CURONE E DEL BORBERA",2015
10.535602533386,0.053469046997285,7.3040728190529,0.0283718569438502,"ALTE VALLI DEL CURONE E DEL BORBERA",2016
11.701839122055,0.0694638347405865,7.72100738848581,0.036350651631252,"ALTE VALLI DEL CURONE E DEL BORBERA",2017
10.8290301435275,0.0547085619708769,7.17316515735111,0.0302159416498228,"ALTE VALLI DEL CURONE E DEL BORBERA",2018
10.3186308159711,0.0451728965586705,6.06954363790385,0.0274816966211855,"ALTE VALLI DEL CURONE E DEL BORBERA",2019
10.4718593862584,0.0567178297380263,6.07354663747257,0.0320071574022016,"ALTE VALLI DEL CURONE E DEL BORBERA",2020
11.5571145223294,0.0459097763469687,6.63418199043327,0.0238383816997152,"ALTE VALLI DEL CURONE E DEL BORBERA",2021
NA,NA,NA,NA,"ALTE VALLI DEL CURONE E DEL BORBERA",2022
NA,NA,NA,NA,"ALTE VALLI DEL CURONE E DEL BORBERA",2023
NA,NA,NA,NA,"ALTE VALLI DEL CURONE E DEL BORBERA",2024
14.574194514942,0.208740760735019,8.64286576955688,0.101933656593836,"ALTE VALLI MAIRA E GRANA",2011
14.4060167285947,0.141199682414549,8.23423996789434,0.088380648034536,"ALTE VALLI MAIRA E GRANA",2012
9.4493236565069,0.135709370051709,7.96638994476868,0.0761854030671926,"ALTE VALLI MAIRA E GRANA",2013
9.57417522157848,0.197294223422999,7.91726836166108,0.111224067229758,"ALTE VALLI MAIRA E GRANA",2014
8.81343439991873,0.17218125327815,5.83706647534036,0.103417428258605,"ALTE VALLI MAIRA E GRANA",2015
6.71686074635347,0.143109270375273,5.08400278643817,0.075907650511618,"ALTE VALLI MAIRA E GRANA",2016
11.6549541254319,0.185884489275518,8.7654157868638,0.0972610174392356,"ALTE VALLI MAIRA E GRANA",2017
6.20104152381549,0.146481005352516,3.73053278973558,0.0808987922167641,"ALTE VALLI MAIRA E GRANA",2018
8.78720067791122,0.121041486885383,3.60012258946363,0.0736467528221094,"ALTE VALLI MAIRA E GRANA",2019
5.81565914449239,0.151912742275487,2.99595507756504,0.0857008407639563,"ALTE VALLI MAIRA E GRANA",2020
6.70187201437713,0.122930427606446,3.19923640082328,0.0638217204166371,"ALTE VALLI MAIRA E GRANA",2021
NA,NA,NA,NA,"ALTE VALLI MAIRA E GRANA",2022
NA,NA,NA,NA,"ALTE VALLI MAIRA E GRANA",2023
NA,NA,NA,NA,"ALTE VALLI MAIRA E GRANA",2024
22.121705365574,0.230325826073865,15.6886644991626,0.112485140814895,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2011
19.2399378529486,0.155760249512364,14.3085327567237,0.0975179669221894,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2012
17.6810487410662,0.149729668513836,14.8707164082623,0.0840869906296154,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2013
16.5962510726384,0.121916249469933,13.2697351959158,0.0687938991304566,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2014
16.4711852448432,0.18993562142479,11.9379064653513,0.114091769137932,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2015
14.0903921733824,0.157906789658225,10.4027266889766,0.0837676331787393,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2016
15.3030900830405,0.205118061989913,11.4120570250481,0.107329599472226,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2017
14.6858713347793,0.161606985859258,10.2081159325283,0.0892539773487886,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2018
13.9018892520641,0.133507464943987,9.52322806845683,0.0812284155625549,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2019
14.8601401707441,0.167580679554334,9.79199388993833,0.0945496460485214,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2020
14.8424894024538,0.135621584445742,9.16337822992244,0.0704139637083093,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2021
NA,NA,NA,NA,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2022
NA,NA,NA,NA,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2023
NA,NA,NA,NA,"ALTO ASTICO OCCIDENTALE E ALTO AGNO",2024
24.3006294260158,0.731588931835102,17.1619221890708,0.357111730115203,"ALTO ASTICO ORIENTALE E BRENTA",2011
20.5568812300525,0.495427612554025,15.677491734891,0.309777656429505,"ALTO ASTICO ORIENTALE E BRENTA",2012
18.7102263520663,0.475802841748856,16.7841375782689,0.266711860776498,"ALTO ASTICO ORIENTALE E BRENTA",2013
17.1975232876662,0.360730138402154,14.4765806460188,0.203170794253408,"ALTO ASTICO ORIENTALE E BRENTA",2014
16.7542709717983,0.604147526887594,12.5064509806748,0.362721055645462,"ALTO ASTICO ORIENTALE E BRENTA",2015
14.1073599113511,0.501576724621679,10.7086990387085,0.265900344749247,"ALTO ASTICO ORIENTALE E BRENTA",2016
15.445040466908,0.651325678451388,12.0262348353113,0.340731710287488,"ALTO ASTICO ORIENTALE E BRENTA",2017
15.2315448409295,0.51366619695862,11.018111576289,0.283669553494473,"ALTO ASTICO ORIENTALE E BRENTA",2018
14.6862930660414,0.42493167907501,10.4174450408898,0.258594443635433,"ALTO ASTICO ORIENTALE E BRENTA",2019
15.9285287157162,0.532978823085017,10.5765471860216,0.300539837174401,"ALTO ASTICO ORIENTALE E BRENTA",2020
15.217110606303,0.431121640161646,9.70731891363033,0.223778737919376,"ALTO ASTICO ORIENTALE E BRENTA",2021
NA,NA,NA,NA,"ALTO ASTICO ORIENTALE E BRENTA",2022
NA,NA,NA,NA,"ALTO ASTICO ORIENTALE E BRENTA",2023
NA,NA,NA,NA,"ALTO ASTICO ORIENTALE E BRENTA",2024
10.523418865983,0.412252443912257,8.54006816887988,0.201299731160782,"ALTO E MEDIO CORDEVOLE",2011
11.2957918244245,0.278915773610272,8.3007766455035,0.174549621292111,"ALTO E MEDIO CORDEVOLE",2012
10.3896269692902,0.26803597275118,9.15894283087463,0.150432302189637,"ALTO E MEDIO CORDEVOLE",2013
9.34138867829183,0.203230581944758,7.93460657662793,0.114599013117018,"ALTO E MEDIO CORDEVOLE",2014
9.72732387600082,0.340115960437977,6.4051820877305,0.204270064133672,"ALTO E MEDIO CORDEVOLE",2015
9.98139987528185,0.282634674878924,6.57519243005706,0.149900041507164,"ALTO E MEDIO CORDEVOLE",2016
8.87552087570889,0.367096968873059,6.03488257318892,0.192071155021895,"ALTO E MEDIO CORDEVOLE",2017
8.1179832176114,0.28932018881592,5.12628017351682,0.159784442582485,"ALTO E MEDIO CORDEVOLE",2018
6.91232733578379,0.239118602835344,4.02223238515267,0.145494311263822,"ALTO E MEDIO CORDEVOLE",2019
7.50135706427479,0.300074008092188,4.63477983842191,0.169272136315194,"ALTO E MEDIO CORDEVOLE",2020
7.78105308717999,0.242808449465434,4.58291256971314,0.126054241228046,"ALTO E MEDIO CORDEVOLE",2021
NA,NA,NA,NA,"ALTO E MEDIO CORDEVOLE",2022
NA,NA,NA,NA,"ALTO E MEDIO CORDEVOLE",2023
NA,NA,NA,NA,"ALTO E MEDIO CORDEVOLE",2024
22.1107933014819,0.263367072827298,17.9095821248492,0.128647369964272,"ALTO ELVO",2011
18.6569404797176,0.178005340282264,14.3551509653837,0.111503100219178,"ALTO ELVO",2012
15.0009888337102,0.171178046735581,12.4000260594278,0.096204127590799,"ALTO ELVO",2013
13.993037432856,0.07114253464128,11.539591470965,0.0401703671756225,"ALTO ELVO",2014
15.883724488696,0.2170588710454,12.7954484089072,0.130410896412981,"ALTO ELVO",2015
13.859818868706,0.180557181590517,11.4347722665569,0.0958095304086399,"ALTO ELVO",2016
16.2427612729464,0.234571509878846,14.2624887018639,0.122752876247454,"ALTO ELVO",2017
15.8675156541411,0.184739262621488,10.3860673404801,0.102033104546854,"ALTO ELVO",2018
12.3497339045601,0.152533079103508,7.44763153214099,0.0927954469162502,"ALTO ELVO",2019
13.901573480123,0.191520642682967,8.55743367946565,0.10808125470824,"ALTO ELVO",2020
15.6074038918136,0.155027088503881,8.35233906530734,0.0804975165383936,"ALTO ELVO",2021
NA,NA,NA,NA,"ALTO ELVO",2022
NA,NA,NA,NA,"ALTO ELVO",2023
NA,NA,NA,NA,"ALTO ELVO",2024
28.8358986471972,0.151267400615156,22.1615478525908,0.0738901629908378,"ALTO LAMBRO",2011
27.1708941174648,0.102237901860698,20.1565854818346,0.06404282227925,"ALTO LAMBRO",2012
23.9103985247243,0.0983173789954692,19.1008594753402,0.0552564371213998,"ALTO LAMBRO",2013
19.9035451360165,0.0745540575662095,15.4164742388562,0.042096585373828,"ALTO LAMBRO",2014
22.5861803535451,0.124668384353041,17.1913731175515,0.0749021789312552,"ALTO LAMBRO",2015
17.6768867054698,0.103704721995212,13.009267874529,0.0550294278777439,"ALTO LAMBRO",2016
19.1520145122674,0.134728737971752,14.8108213628403,0.07050461199506,"ALTO LAMBRO",2017
19.2729123564426,0.106106156728417,13.6046669638229,0.0586033950130418,"ALTO LAMBRO",2018
15.99105105823,0.0876073645868512,11.0664853936549,0.053296965110034,"ALTO LAMBRO",2019
18.4624167252625,0.110000533540237,12.7984327903325,0.0620771232733943,"ALTO LAMBRO",2020
19.3300848019641,0.0890406975804528,12.2498114044461,0.0462343088585758,"ALTO LAMBRO",2021
NA,NA,NA,NA,"ALTO LAMBRO",2022
NA,NA,NA,NA,"ALTO LAMBRO",2023
NA,NA,NA,NA,"ALTO LAMBRO",2024
20.0599575488225,0.677072330463526,12.4285111070118,0.330555471456566,"ALTO LEMME",2011
17.9979917028923,0.458307253648348,12.463622165916,0.286684679365636,"ALTO LEMME",2012
16.3649817896267,0.440282245636407,11.781352100963,0.246955924499323,"ALTO LEMME",2013
15.8484173706207,0.385737666481248,11.5883867599198,0.217379177904044,"ALTO LEMME",2014
17.3366546809254,0.558876098926709,12.6694026476823,0.335593206782592,"ALTO LEMME",2015
15.5762592808992,0.464195913674129,11.7041614243567,0.246139725688077,"ALTO LEMME",2016
16.2991561317274,0.60285047497286,12.5140194502994,0.315397460825843,"ALTO LEMME",2017
17.0740068809525,0.475283127951543,10.6606627755712,0.262479616165484,"ALTO LEMME",2018
14.1974176804796,0.393014489190208,9.89582451200344,0.239155418425687,"ALTO LEMME",2019
14.9705439923798,0.493058031196214,9.71205384471731,0.278078014855551,"ALTO LEMME",2020
15.8917387566643,0.398891925807672,9.86083675118516,0.207066457766093,"ALTO LEMME",2021
NA,NA,NA,NA,"ALTO LEMME",2022
NA,NA,NA,NA,"ALTO LEMME",2023
NA,NA,NA,NA,"ALTO LEMME",2024
14.9568779516948,0.159767053112503,9.54945062602877,0.078020353156972,"ALTO NURE",2011
14.7397872064673,0.108065698132496,10.0424300372731,0.0676449279666319,"ALTO NURE",2012
12.2839041722681,0.103867796187025,8.55430135293454,0.0583152815374195,"ALTO NURE",2013
11.8728511581681,0.16685751649485,8.193152630222,0.0940972670905768,"ALTO NURE",2014
