"x","y","o3_aot40f_22"
4329000,2527000,65622.9453125
4331000,2527000,56785.3125
4333000,2527000,55238.796875
4335000,2527000,59441.1953125
4337000,2527000,63496.48046875
4339000,2527000,67169.3203125
4341000,2527000,72276.6875
4343000,2527000,73861.953125
4345000,2527000,73767.3984375
4347000,2527000,72173.5
4349000,2527000,72991.765625
4351000,2527000,73281.65625
4353000,2527000,65060.46875
4355000,2527000,62494.2265625
4357000,2527000,61072.9140625
4359000,2527000,67442.4453125
4361000,2527000,63371.0078125
4363000,2527000,58980.3671875
4365000,2527000,48977.84375
4367000,2527000,56182.078125
4369000,2527000,61443.18359375
4371000,2527000,60622.40625
4373000,2527000,64810.625
4375000,2527000,70375.921875
4377000,2527000,70184.6953125
4379000,2527000,68138.3125
4381000,2527000,69511.296875
4383000,2527000,69192.34375
4385000,2527000,64748.390625
4387000,2527000,57132.6171875
4389000,2527000,61767.48046875
4391000,2527000,66608.5078125
4393000,2527000,59764.515625
4395000,2527000,57718.64453125
4397000,2527000,57172.90234375
4399000,2527000,53573.5859375
4401000,2527000,56018.60546875
4403000,2527000,60327.2109375
4405000,2527000,59652.4765625
4407000,2527000,65980.796875
4409000,2527000,70736.53125
4411000,2527000,70268.7578125
4413000,2527000,64257.5390625
4415000,2527000,65412.359375
4417000,2527000,67403.53125
4419000,2527000,65440.4296875
4421000,2527000,65261.265625
4423000,2527000,61711.12890625
4425000,2527000,61047.19921875
4427000,2527000,55748.6015625
4429000,2527000,57287.609375
4431000,2527000,62313.4140625
4433000,2527000,62878.08203125
4435000,2527000,62699.22265625
4437000,2527000,63978.3125
4439000,2527000,67482.859375
4441000,2527000,66954.0078125
4443000,2527000,67447.015625
4445000,2527000,66690.0546875
4447000,2527000,69287.953125
4449000,2527000,66083.9375
4451000,2527000,57382.484375
4453000,2527000,58977.05078125
4455000,2527000,68575.328125
4457000,2527000,68768.4453125
4459000,2527000,69995.296875
4461000,2527000,68018.8125
4463000,2527000,64383.4375
4465000,2527000,62570.37890625
4467000,2527000,60812.28125
4469000,2527000,61803.5546875
4471000,2527000,62639.57421875
4473000,2527000,62639.14453125
4475000,2527000,63218.4921875
4477000,2527000,61911.375
4479000,2527000,61242.5703125
4481000,2527000,60653.01953125
4483000,2527000,60364.31640625
4485000,2527000,61148.69921875
4487000,2527000,61270.13671875
4489000,2527000,61017.39453125
4491000,2527000,60099.6328125
4493000,2527000,58726.51171875
4495000,2527000,58317.04296875
4497000,2527000,57842.9921875
4499000,2527000,57238.734375
4501000,2527000,55536.11328125
4503000,2527000,55107.4375
4505000,2527000,54642.20703125
4507000,2527000,53886.90234375
4509000,2527000,51672.1796875
4511000,2527000,51274.0625
4513000,2527000,50924.9375
4515000,2527000,50818.8515625
4517000,2527000,51239.7890625
4519000,2527000,51027.43359375
4521000,2527000,50848.00390625
4523000,2527000,50704.32421875
4525000,2527000,50341.640625
4527000,2527000,50164.42578125
4529000,2527000,50030.609375
4531000,2527000,49656.46875
4533000,2527000,49252.61328125
4535000,2527000,49117.578125
4537000,2527000,48959.52734375
4539000,2527000,48391.9375
4541000,2527000,47980.1953125
4057000,2525000,46494.328125
4059000,2525000,44392.984375
4061000,2525000,46493.921875
4063000,2525000,47285.40234375
4065000,2525000,41207.515625
4067000,2525000,46997.265625
4069000,2525000,56748.34765625
4071000,2525000,60736.97265625
4073000,2525000,67862.59375
4075000,2525000,60695.40625
4077000,2525000,53625.4453125
4079000,2525000,48078.78125
4081000,2525000,43487.4296875
4083000,2525000,45218.0703125
4085000,2525000,38240.8046875
4087000,2525000,45466.1328125
4089000,2525000,56326.234375
4091000,2525000,54400.2421875
4093000,2525000,54720.2890625
4095000,2525000,54168.5625
4097000,2525000,56879.515625
4099000,2525000,55334.03125
4101000,2525000,52903.515625
4103000,2525000,50683.7421875
4105000,2525000,49210.2265625
4107000,2525000,41729.5
4109000,2525000,38612.125
4111000,2525000,37322.8359375
4113000,2525000,44506.2421875
4115000,2525000,51771.171875
4117000,2525000,55602.48046875
4119000,2525000,57895.203125
4121000,2525000,55480.09375
4123000,2525000,51849.671875
4125000,2525000,50591.6640625
4127000,2525000,47230.546875
4129000,2525000,47647.1953125
4131000,2525000,45684.32421875
4133000,2525000,38856.0234375
4135000,2525000,42297.54296875
4137000,2525000,49231.015625
4139000,2525000,50651.5390625
4141000,2525000,43729.03515625
4143000,2525000,46031.8671875
4145000,2525000,49600.9921875
4147000,2525000,53608.01171875
4149000,2525000,56571.3359375
4151000,2525000,47286.109375
4153000,2525000,50969.5546875
4155000,2525000,57758.5546875
4157000,2525000,54027.0546875
4159000,2525000,45171.1015625
4161000,2525000,40392.265625
4163000,2525000,38864.37890625
4165000,2525000,36703.9453125
4167000,2525000,37006.27734375
4169000,2525000,42357.83984375
4171000,2525000,40877.45703125
4173000,2525000,37714.1875
4175000,2525000,38585.54296875
4177000,2525000,37331.796875
4179000,2525000,36978.97265625
4181000,2525000,41318.171875
4183000,2525000,44006.453125
4185000,2525000,43432.2890625
4187000,2525000,46322.046875
4189000,2525000,54135.125
4191000,2525000,56606.0859375
4193000,2525000,52599.78515625
4195000,2525000,48425.046875
4197000,2525000,55597.47265625
4199000,2525000,59884.9453125
4201000,2525000,61693.48046875
4203000,2525000,61989.43359375
4205000,2525000,70783.125
4207000,2525000,70214.5859375
4209000,2525000,66172.0234375
4211000,2525000,65034.52734375
4213000,2525000,69157.859375
4215000,2525000,69862.703125
4217000,2525000,70081.234375
4219000,2525000,70547.0703125
4221000,2525000,70803.8671875
4223000,2525000,71607.1953125
4225000,2525000,72951.59375
4227000,2525000,73729.5625
4229000,2525000,74798.5234375
4231000,2525000,74340.4375
4233000,2525000,74569.6171875
4235000,2525000,74963.2265625
4237000,2525000,76112.1953125
4239000,2525000,76596.96875
4241000,2525000,76938.6015625
4243000,2525000,75993.5390625
4245000,2525000,77535.25
4247000,2525000,77813.53125
4249000,2525000,77052.9765625
4251000,2525000,79611.6640625
4253000,2525000,86274.078125
4255000,2525000,87500.359375
4257000,2525000,88632.90625
4259000,2525000,84321.1171875
4261000,2525000,78215.5
4263000,2525000,78140.265625
4265000,2525000,80783.640625
4267000,2525000,83750.4765625
4269000,2525000,78633.8828125
4271000,2525000,75169.5703125
4273000,2525000,77198.3671875
4275000,2525000,73018.296875
4277000,2525000,81068
4279000,2525000,82077.7421875
4281000,2525000,83042.6875
4283000,2525000,75844.75
4285000,2525000,75750.0859375
4287000,2525000,78604.0390625
4289000,2525000,75378.3515625
4291000,2525000,78164.3046875
4293000,2525000,75436.8046875
4295000,2525000,69848.8125
4297000,2525000,73899.875
4299000,2525000,72159.828125
4301000,2525000,72101.984375
4303000,2525000,78340.7578125
4305000,2525000,75415.7265625
4307000,2525000,74079.4296875
4309000,2525000,72322.515625
4311000,2525000,67752
4313000,2525000,72947.875
4315000,2525000,75541.84375
4317000,2525000,75868.84375
4319000,2525000,73980.109375
4321000,2525000,64989.73828125
4323000,2525000,64234.08984375
4325000,2525000,70038.4296875
4327000,2525000,66047.8984375
4329000,2525000,57964.11328125
4331000,2525000,54722.21875
4333000,2525000,57813.5703125
4335000,2525000,62753.34375
4337000,2525000,64450.0546875
4339000,2525000,71907.640625
4341000,2525000,73871.234375
4343000,2525000,69377.6015625
4345000,2525000,69377.4140625
4347000,2525000,67970.4453125
4349000,2525000,71100.34375
4351000,2525000,70500.296875
4353000,2525000,63844.76171875
4355000,2525000,57157.29296875
4357000,2525000,58409.4921875
4359000,2525000,62325.046875
4361000,2525000,57497.6015625
4363000,2525000,51244.671875
4365000,2525000,50399.94921875
4367000,2525000,55395.43359375
4369000,2525000,60201.34765625
4371000,2525000,65085.4296875
4373000,2525000,68519.71875
4375000,2525000,70762.890625
4377000,2525000,72751.890625
4379000,2525000,70604.046875
4381000,2525000,69340.6875
4383000,2525000,69562.2421875
4385000,2525000,61456.32421875
4387000,2525000,57318.375
4389000,2525000,65804.6796875
4391000,2525000,72930.578125
4393000,2525000,68783.71875
4395000,2525000,62782.67578125
4397000,2525000,59895.05078125
4399000,2525000,54837.0078125
4401000,2525000,59087.66796875
4403000,2525000,64462.78125
4405000,2525000,59495.9453125
4407000,2525000,68262.3671875
4409000,2525000,72459.671875
4411000,2525000,74392.7890625
4413000,2525000,68609.40625
4415000,2525000,65945.125
4417000,2525000,64365.89453125
4419000,2525000,57605.68359375
4421000,2525000,57531.453125
4423000,2525000,59056.546875
4425000,2525000,58453.640625
4427000,2525000,56585.703125
4429000,2525000,61109.86328125
4431000,2525000,64619.79296875
4433000,2525000,64004.83984375
4435000,2525000,65008.6796875
4437000,2525000,66007.265625
4439000,2525000,68647.9296875
4441000,2525000,68712.6171875
4443000,2525000,67350.1015625
4445000,2525000,66911.625
4447000,2525000,69009.1640625
4449000,2525000,68492.9453125
4451000,2525000,65205.07421875
4453000,2525000,58569.62109375
4455000,2525000,60477.3515625
4457000,2525000,65089.734375
4459000,2525000,63766.99609375
4461000,2525000,61028.421875
4463000,2525000,61705.93359375
4465000,2525000,61049.37890625
4467000,2525000,59801.1015625
4469000,2525000,60797.9921875
4471000,2525000,62410.69921875
4473000,2525000,63816.38671875
4475000,2525000,62523.2578125
4477000,2525000,61326.953125
4479000,2525000,61012.2734375
4481000,2525000,61318.3203125
4483000,2525000,62165.625
4485000,2525000,63114.265625
4487000,2525000,62341.56640625
4489000,2525000,60911.44140625
4491000,2525000,59784.90625
4493000,2525000,58738.5546875
4495000,2525000,58402.21484375
4497000,2525000,57992.515625
4499000,2525000,57428.53125
4501000,2525000,55727.37109375
4503000,2525000,55302.421875
4505000,2525000,54890.171875
4507000,2525000,53838.796875
4509000,2525000,51569.75
4511000,2525000,51181.6640625
4513000,2525000,50853.99609375
4515000,2525000,50776.88671875
4517000,2525000,51180.69140625
4519000,2525000,50945.25390625
4521000,2525000,50746.6484375
4523000,2525000,50424.11328125
4525000,2525000,50119.34765625
4527000,2525000,49775.5234375
4529000,2525000,49607.7109375
4531000,2525000,49377.4375
4533000,2525000,48925.890625
4535000,2525000,48755.5625
4537000,2525000,48561.64453125
4539000,2525000,48215.1640625
4541000,2525000,47982.546875
4057000,2523000,39967.3515625
4059000,2523000,42054.64453125
4061000,2523000,45417.6015625
4063000,2523000,49505.98046875
4065000,2523000,44829.44921875
4067000,2523000,52544.5
4069000,2523000,58586.89453125
4071000,2523000,61423.5859375
4073000,2523000,59680.171875
4075000,2523000,52348.57421875
4077000,2523000,50923.859375
4079000,2523000,51006.89453125
4081000,2523000,52585.65625
4083000,2523000,47781.5703125
4085000,2523000,38836.20703125
4087000,2523000,42074.7421875
4089000,2523000,45224.3125
4091000,2523000,45264.5546875
4093000,2523000,46178.05859375
4095000,2523000,53199.51171875
4097000,2523000,55240.36328125
4099000,2523000,54074.8125
4101000,2523000,57474
4103000,2523000,58088.43359375
4105000,2523000,54978.62109375
4107000,2523000,50372.578125
4109000,2523000,42452.87890625
4111000,2523000,35532.8203125
4113000,2523000,43109.08203125
4115000,2523000,51008.84375
4117000,2523000,54418.92578125
4119000,2523000,53585.20703125
4121000,2523000,52238.953125
4123000,2523000,50832.4375
4125000,2523000,45818.0390625
4127000,2523000,49162.390625
4129000,2523000,49650.7890625
4131000,2523000,45728.1875
4133000,2523000,38478.5546875
4135000,2523000,44433.9609375
4137000,2523000,50478.5234375
4139000,2523000,53711.83203125
4141000,2523000,44565.70703125
4143000,2523000,49983.65625
4145000,2523000,58199.12109375
4147000,2523000,57185.484375
4149000,2523000,58358.59375
4151000,2523000,47448.9921875
4153000,2523000,52681.48828125
4155000,2523000,56705.15625
4157000,2523000,47941.1875
4159000,2523000,47042.69140625
4161000,2523000,50579.22265625
4163000,2523000,46554.64453125
4165000,2523000,43451.8203125
4167000,2523000,39667.07421875
4169000,2523000,41576.53515625
4171000,2523000,44855.0703125
4173000,2523000,44066.4609375
4175000,2523000,40979.984375
4177000,2523000,46319.0390625
4179000,2523000,44111.1640625
4181000,2523000,47651.3046875
4183000,2523000,51456.66796875
4185000,2523000,45317.01953125
4187000,2523000,44998.6953125
4189000,2523000,52782.36328125
4191000,2523000,55993.28125
4193000,2523000,52489.0234375
4195000,2523000,49382.09765625
4197000,2523000,54861.45703125
4199000,2523000,59111.7109375
4201000,2523000,61395.5234375
4203000,2523000,62470.81640625
4205000,2523000,69593.4609375
4207000,2523000,67181.2578125
4209000,2523000,64855.4296875
4211000,2523000,64862.5546875
4213000,2523000,69285.6875
4215000,2523000,69781.484375
4217000,2523000,70105.296875
4219000,2523000,70418.75
4221000,2523000,70722.1171875
4223000,2523000,70770.265625
4225000,2523000,71284.015625
4227000,2523000,72051.7734375
4229000,2523000,73485.296875
4231000,2523000,73990.4375
4233000,2523000,73729.890625
4235000,2523000,74687.9375
4237000,2523000,75709.6484375
4239000,2523000,75984.3046875
4241000,2523000,75407.5703125
4243000,2523000,76783.109375
4245000,2523000,79393.5234375
4247000,2523000,79168.8515625
4249000,2523000,77300.96875
4251000,2523000,80847.796875
4253000,2523000,82434.0234375
4255000,2523000,83199.7890625
4257000,2523000,83268.6640625
4259000,2523000,79478.875
4261000,2523000,75622.140625
4263000,2523000,76397.1875
4265000,2523000,76755.5859375
4267000,2523000,75365.6953125
4269000,2523000,73557.6796875
4271000,2523000,73920.8125
4273000,2523000,75437.859375
4275000,2523000,72124.0703125
4277000,2523000,76554.765625
4279000,2523000,80421.578125
4281000,2523000,82236.796875
4283000,2523000,74746.28125
4285000,2523000,73052.1171875
4287000,2523000,75241.90625
4289000,2523000,73812.140625
4291000,2523000,72361.8828125
4293000,2523000,76651.6875
4295000,2523000,71589.5078125
4297000,2523000,70917.0234375
4299000,2523000,69680.3125
4301000,2523000,70271.828125
4303000,2523000,76083.0390625
4305000,2523000,71843.7265625
4307000,2523000,68330.0859375
4309000,2523000,67375.75
4311000,2523000,66163.859375
4313000,2523000,67894.6015625
4315000,2523000,67451.3046875
4317000,2523000,72966.359375
4319000,2523000,74251.34375
4321000,2523000,69053.8984375
4323000,2523000,60998.20703125
4325000,2523000,62246.98046875
4327000,2523000,59007.72265625
4329000,2523000,55714.1640625
4331000,2523000,58114.3203125
4333000,2523000,63608.4296875
4335000,2523000,68841.53125
4337000,2523000,70012.734375
4339000,2523000,69712.375
4341000,2523000,66425.0546875
4343000,2523000,64062.1640625
4345000,2523000,62108.54296875
4347000,2523000,60482.59765625
4349000,2523000,62170.078125
4351000,2523000,63298.44921875
4353000,2523000,65208.01953125
4355000,2523000,61374.6484375
4357000,2523000,54571.4453125
4359000,2523000,54580.2578125
4361000,2523000,50147.8515625
4363000,2523000,47726.90625
4365000,2523000,57080.0625
4367000,2523000,63279.3125
4369000,2523000,63743.7109375
4371000,2523000,64875.0078125
4373000,2523000,64165.1328125
4375000,2523000,61482.765625
4377000,2523000,68067.96875
4379000,2523000,67018.109375
4381000,2523000,64816.42578125
4383000,2523000,57782.8359375
4385000,2523000,57042.625
4387000,2523000,58278.0625
4389000,2523000,72500.6875
4391000,2523000,79164.4140625
4393000,2523000,70761.4453125
4395000,2523000,63474.9453125
4397000,2523000,60663.28125
4399000,2523000,55387.0859375
4401000,2523000,58965.8046875
4403000,2523000,68724.359375
4405000,2523000,60797.8828125
4407000,2523000,62231.2265625
4409000,2523000,69096.6171875
4411000,2523000,74084.984375
4413000,2523000,73050.1875
4415000,2523000,64765.328125
4417000,2523000,61496.171875
4419000,2523000,60102.3046875
4421000,2523000,55901.1875
4423000,2523000,56076.171875
4425000,2523000,55528.28125
4427000,2523000,53009.734375
4429000,2523000,58965.3671875
4431000,2523000,63199.9140625
4433000,2523000,64855.11328125
4435000,2523000,66474.640625
4437000,2523000,67872.75
4439000,2523000,69322.2734375
4441000,2523000,68425.625
4443000,2523000,65576.7109375
4445000,2523000,63450.6875
4447000,2523000,66693.9296875
4449000,2523000,67926.7890625
4451000,2523000,67332.34375
4453000,2523000,63521.796875
4455000,2523000,59575.5859375
4457000,2523000,61788.1484375
4459000,2523000,59313.1015625
4461000,2523000,60125.12890625
4463000,2523000,62085.51171875
4465000,2523000,61672.484375
4467000,2523000,61008.01171875
4469000,2523000,62439.07421875
4471000,2523000,64462.62109375
4473000,2523000,63796.34375
4475000,2523000,63364.2890625
4477000,2523000,63587.171875
4479000,2523000,63787.4765625
4481000,2523000,64456.1953125
4483000,2523000,65278.03125
4485000,2523000,65169.546875
4487000,2523000,63812.84375
4489000,2523000,62078.7109375
4491000,2523000,61390.0546875
4493000,2523000,59897.46484375
4495000,2523000,59526.98046875
4497000,2523000,59250.72265625
4499000,2523000,58914.46875
4501000,2523000,55680.0234375
4503000,2523000,55183.015625
4505000,2523000,54803.0859375
4507000,2523000,54297.125
4509000,2523000,52496.9140625
4511000,2523000,52162.203125
4513000,2523000,51893.69921875
4515000,2523000,51493.26171875
4517000,2523000,50697.734375
4519000,2523000,50471.1640625
4521000,2523000,50286.3125
4523000,2523000,49911.04296875
4525000,2523000,49286.53515625
4527000,2523000,49102.828125
4529000,2523000,48949.3359375
4531000,2523000,48625.63671875
4533000,2523000,48356.6328125
4535000,2523000,48217.60546875
4537000,2523000,48061.95703125
4539000,2523000,48013.40625
4541000,2523000,47976.23046875
4057000,2521000,42050.5625
4059000,2521000,47328.09765625
4061000,2521000,50594.33984375
4063000,2521000,52459.44140625
4065000,2521000,48453.265625
4067000,2521000,54343.49609375
4069000,2521000,54437.5625
4071000,2521000,52837.02734375
4073000,2521000,54359.6015625
4075000,2521000,54226.7109375
4077000,2521000,55716.93359375
4079000,2521000,58066.01171875
4081000,2521000,54147.71484375
4083000,2521000,52690.36328125
4085000,2521000,42704.265625
4087000,2521000,37238.13671875
4089000,2521000,36088.5078125
4091000,2521000,35484.984375
4093000,2521000,40571.87890625
4095000,2521000,49686.703125
4097000,2521000,51167.83984375
4099000,2521000,55391.24609375
4101000,2521000,57651.8671875
4103000,2521000,56150.55078125
4105000,2521000,55084.6640625
4107000,2521000,53430.24609375
4109000,2521000,43717.26953125
4111000,2521000,36375.34765625
4113000,2521000,37481.9921875
4115000,2521000,42402.9609375
4117000,2521000,43569.984375
4119000,2521000,45730.6171875
4121000,2521000,46637.8125
4123000,2521000,42275.5234375
4125000,2521000,43954.37890625
4127000,2521000,44111.97265625
4129000,2521000,41853.734375
4131000,2521000,42690.45703125
4133000,2521000,40894.00390625
4135000,2521000,40457.1953125
4137000,2521000,46082.8203125
4139000,2521000,46424.7421875
4141000,2521000,46492.4765625
4143000,2521000,46206.4453125
4145000,2521000,54108.5390625
4147000,2521000,54413.71484375
4149000,2521000,57327.11328125
4151000,2521000,47799.28125
4153000,2521000,51467.21875
4155000,2521000,56588.55859375
4157000,2521000,51370.15625
4159000,2521000,57008.5
4161000,2521000,55285.90625
4163000,2521000,53820.578125
4165000,2521000,49514.07421875
4167000,2521000,46684.08984375
4169000,2521000,42947.640625
4171000,2521000,47393.35546875
4173000,2521000,44607.68359375
4175000,2521000,48738.0859375
4177000,2521000,53438.2578125
4179000,2521000,54374.2578125
4181000,2521000,59542.3515625
4183000,2521000,57841.46484375
4185000,2521000,52110.140625
4187000,2521000,51722.65625
4189000,2521000,62022.94921875
4191000,2521000,65476.953125
4193000,2521000,63310.12109375
4195000,2521000,57848.671875
4197000,2521000,62633.25
4199000,2521000,66733.265625
4201000,2521000,68698.171875
4203000,2521000,69423.171875
4205000,2521000,72408.5703125
4207000,2521000,70689.09375
4209000,2521000,69972.515625
4211000,2521000,70162.6953125
4213000,2521000,74718.0546875
4215000,2521000,75321.53125
4217000,2521000,75646.5234375
4219000,2521000,76049.5
4221000,2521000,76620.0078125
4223000,2521000,76673.2578125
4225000,2521000,76592.7109375
4227000,2521000,76827.15625
4229000,2521000,78072.171875
4231000,2521000,79357.9609375
4233000,2521000,78884.84375
4235000,2521000,80179.125
4237000,2521000,82331.9453125
4239000,2521000,82206.0546875
4241000,2521000,81659.1484375
4243000,2521000,82650.640625
4245000,2521000,83978.859375
4247000,2521000,83550.03125
4249000,2521000,83263.5625
4251000,2521000,82565.71875
4253000,2521000,83842.5234375
4255000,2521000,84772.8515625
4257000,2521000,84957.921875
4259000,2521000,81119.9375
4261000,2521000,79313.59375
4263000,2521000,79140.25
4265000,2521000,79084.6484375
4267000,2521000,77949.640625
4269000,2521000,77324
4271000,2521000,77898.90625
4273000,2521000,80852.96875
4275000,2521000,76831.2421875
4277000,2521000,76758.1171875
4279000,2521000,81034.4765625
4281000,2521000,88099.1015625
4283000,2521000,84546.234375
4285000,2521000,78645.0625
4287000,2521000,77545.859375
4289000,2521000,80149.5078125
4291000,2521000,77137.3046875
4293000,2521000,78068.984375
4295000,2521000,75338.421875
4297000,2521000,75847.375
4299000,2521000,79190.03125
4301000,2521000,76867.625
4303000,2521000,81700.78125
4305000,2521000,80414.6484375
4307000,2521000,73255.1015625
4309000,2521000,70747.9453125
4311000,2521000,71444.40625
4313000,2521000,71295.578125
4315000,2521000,74848.109375
4317000,2521000,76183.2265625
4319000,2521000,75361.859375
4321000,2521000,71157.78125
4323000,2521000,66998.78125
4325000,2521000,65797.59375
4327000,2521000,63595.171875
4329000,2521000,61424.60546875
4331000,2521000,66208.03125
4333000,2521000,72951.203125
4335000,2521000,74401.7734375
4337000,2521000,75196.421875
4339000,2521000,70453.0625
4341000,2521000,66994.6796875
4343000,2521000,64289.2734375
4345000,2521000,63209.9921875
4347000,2521000,65481.390625
4349000,2521000,67150.6171875
4351000,2521000,70906.2734375
4353000,2521000,69456.3984375
4355000,2521000,67732.90625
4357000,2521000,66702.7421875
4359000,2521000,62777.38671875
4361000,2521000,54540.640625
4363000,2521000,57552.33984375
4365000,2521000,64258.328125
4367000,2521000,71046.4609375
4369000,2521000,75039.71875
4371000,2521000,75569.1875
4373000,2521000,69937.796875
4375000,2521000,65424.1328125
4377000,2521000,70440.640625
4379000,2521000,67465.0859375
4381000,2521000,65126.51953125
4383000,2521000,58242.69921875
4385000,2521000,58711.9140625
4387000,2521000,63533.46875
4389000,2521000,76562.609375
4391000,2521000,77218.59375
4393000,2521000,69018.734375
4395000,2521000,64838.8359375
4397000,2521000,63973.1796875
4399000,2521000,59276.01171875
4401000,2521000,53675.0390625
4403000,2521000,64901.75390625
4405000,2521000,66427.390625
4407000,2521000,59637.6796875
4409000,2521000,65204.3359375
4411000,2521000,74904.171875
4413000,2521000,77648.875
4415000,2521000,73276.875
4417000,2521000,64093.125
4419000,2521000,61042.0625
4421000,2521000,60675.3203125
4423000,2521000,71869.8359375
4425000,2521000,68965.921875
4427000,2521000,62965.125
4429000,2521000,62198.140625
4431000,2521000,67379.484375
4433000,2521000,71024.7265625
4435000,2521000,77556.546875
4437000,2521000,79433.2109375
4439000,2521000,79137.015625
4441000,2521000,77535.0546875
4443000,2521000,75434.3359375
4445000,2521000,73933.578125
4447000,2521000,75926.28125
4449000,2521000,74820.8984375
4451000,2521000,73224.5234375
4453000,2521000,69651.703125
4455000,2521000,66602.84375
4457000,2521000,66095.328125
4459000,2521000,65635.40625
4461000,2521000,65657.6875
4463000,2521000,65974.1796875
4465000,2521000,65312.6015625
4467000,2521000,64624.859375
4469000,2521000,65470.90625
4471000,2521000,66443.2890625
4473000,2521000,66138.4609375
4475000,2521000,66116.8125
4477000,2521000,66318.8203125
4479000,2521000,66469.8359375
4481000,2521000,65945.5
4483000,2521000,65604.03125
4485000,2521000,64505.7734375
4487000,2521000,63701.87890625
4489000,2521000,63085.3828125
4491000,2521000,62628.73828125
4493000,2521000,60440.7421875
4495000,2521000,59802.9921875
4497000,2521000,59582.640625
4499000,2521000,59197.5
4501000,2521000,55753.46875
4503000,2521000,55089.21875
4505000,2521000,54683.3125
4507000,2521000,54234.234375
4509000,2521000,52898.59765625
4511000,2521000,52510.93359375
4513000,2521000,52206.02734375
4515000,2521000,51829.30859375
4517000,2521000,51027.45703125
4519000,2521000,50822.62109375
4521000,2521000,50624.26171875
4523000,2521000,50274.3203125
4525000,2521000,49636.109375
4527000,2521000,49083.6328125
4529000,2521000,48929.890625
4531000,2521000,48600.01953125
4533000,2521000,48149.16015625
4535000,2521000,48012.5625
4537000,2521000,48022.8984375
4539000,2521000,47978.0078125
4541000,2521000,47946.48046875
4057000,2519000,47315.79296875
4059000,2519000,51020.23828125
4061000,2519000,50125.67578125
4063000,2519000,50053.30859375
4065000,2519000,53786.0625
4067000,2519000,54283.38671875
4069000,2519000,48824.2265625
4071000,2519000,52120.2109375
4073000,2519000,59176.7265625
4075000,2519000,56662.30859375
4077000,2519000,55401.29296875
4079000,2519000,53597.75
4081000,2519000,54119.34765625
4083000,2519000,46277.8515625
4085000,2519000,41144.421875
4087000,2519000,45987.27734375
4089000,2519000,44063.1328125
4091000,2519000,35927.23046875
4093000,2519000,34284.5546875
4095000,2519000,45088.12109375
4097000,2519000,49602.2109375
4099000,2519000,54741.06640625
4101000,2519000,52589.5625
4103000,2519000,50441.19921875
4105000,2519000,48874.12109375
4107000,2519000,47617.8203125
4109000,2519000,40903.2890625
4111000,2519000,35961.9609375
4113000,2519000,32922.453125
4115000,2519000,33296.12890625
4117000,2519000,34029.671875
4119000,2519000,35881.7890625
4121000,2519000,38067.6171875
4123000,2519000,36298.0859375
4125000,2519000,36179.078125
4127000,2519000,34331.015625
4129000,2519000,34449.65625
4131000,2519000,36040.70703125
4133000,2519000,37908.09765625
4135000,2519000,32846.75390625
4137000,2519000,33275.25
4139000,2519000,36041.0234375
4141000,2519000,43290.203125
4143000,2519000,43930.703125
4145000,2519000,44033.0546875
4147000,2519000,48635.68359375
4149000,2519000,53003.87109375
4151000,2519000,48814.46875
4153000,2519000,45986.7734375
4155000,2519000,54701.546875
4157000,2519000,55181.39453125
4159000,2519000,58457.875
4161000,2519000,56250.6875
4163000,2519000,48101.33984375
4165000,2519000,44279.4140625
4167000,2519000,45963.2578125
4169000,2519000,42666.296875
4171000,2519000,40984.17578125
4173000,2519000,43604.0703125
4175000,2519000,53784.83984375
4177000,2519000,56551.70703125
4179000,2519000,54029.375
4181000,2519000,58390.6875
4183000,2519000,55961.33984375
4185000,2519000,51821.609375
4187000,2519000,51682.8671875
4189000,2519000,61128.71484375
4191000,2519000,63424.87109375
4193000,2519000,63478.1171875
4195000,2519000,58384.22265625
4197000,2519000,63192.16015625
4199000,2519000,65466.0546875
4201000,2519000,67184.3359375
4203000,2519000,66973.890625
4205000,2519000,72259.9609375
4207000,2519000,71637.078125
4209000,2519000,69938.71875
4211000,2519000,70113.7734375
4213000,2519000,75457.1328125
4215000,2519000,76077.0859375
4217000,2519000,77292.0234375
4219000,2519000,76183.8359375
4221000,2519000,77776.21875
4223000,2519000,78717.375
4225000,2519000,78733.515625
4227000,2519000,79062.796875
4229000,2519000,80384.1796875
4231000,2519000,80984.515625
4233000,2519000,80268.1640625
4235000,2519000,81999.828125
4237000,2519000,84679.5703125
4239000,2519000,84829.5390625
4241000,2519000,84515.703125
4243000,2519000,84858.46875
4245000,2519000,86151.40625
4247000,2519000,85747.578125
4249000,2519000,85605.8671875
4251000,2519000,86418.359375
4253000,2519000,87833.4375
4255000,2519000,87610.84375
4257000,2519000,87318.3671875
4259000,2519000,84035.078125
4261000,2519000,82940.5
4263000,2519000,82575.78125
4265000,2519000,82620.4140625
4267000,2519000,81290.5
4269000,2519000,81007.3125
4271000,2519000,82707.7109375
4273000,2519000,86532.8046875
4275000,2519000,82488.9609375
4277000,2519000,80021.6015625
4279000,2519000,83865.6640625
4281000,2519000,87634.578125
4283000,2519000,93829.234375
4285000,2519000,91098.1171875
4287000,2519000,85701.28125
4289000,2519000,85544.1484375
4291000,2519000,83170.578125
4293000,2519000,83134.75
4295000,2519000,83916.6328125
4297000,2519000,83432.890625
4299000,2519000,88120.8046875
4301000,2519000,87537.0625
4303000,2519000,87221.140625
4305000,2519000,86253.078125
4307000,2519000,80520.828125
4309000,2519000,81354.5078125
