"x","y","no2_avg_22"
4352500,2596500,3.650221824646
4353500,2596500,3.46583223342896
4354500,2596500,3.32347106933594
4355500,2596500,3.22877216339111
4356500,2596500,3.29515910148621
4357500,2596500,3.27293229103088
4358500,2596500,3.2262852191925
4359500,2596500,3.07991170883179
4360500,2596500,3.02518224716187
4361500,2596500,3.04324293136597
4362500,2596500,3.05318903923035
4363500,2596500,3.09366250038147
4364500,2596500,3.09951758384705
4265500,2595500,3.49352550506592
4266500,2595500,3.51811647415161
4267500,2595500,4.00116920471191
4268500,2595500,4.10105133056641
4269500,2595500,4.1228494644165
4270500,2595500,4.14007472991943
4271500,2595500,4.10641193389893
4272500,2595500,4.09963750839233
4273500,2595500,4.10712623596191
4274500,2595500,4.04345703125
4275500,2595500,3.23199582099915
4276500,2595500,3.30604290962219
4277500,2595500,3.40076041221619
4278500,2595500,3.42983245849609
4325500,2595500,2.87794256210327
4326500,2595500,2.92119193077087
4327500,2595500,2.99220132827759
4328500,2595500,3.04959344863892
4329500,2595500,3.0479474067688
4330500,2595500,3.0720272064209
4331500,2595500,3.03636074066162
4332500,2595500,3.02250146865845
4333500,2595500,2.97350597381592
4334500,2595500,2.89542388916016
4335500,2595500,2.87625050544739
4336500,2595500,2.96263313293457
4337500,2595500,3.06031560897827
4338500,2595500,3.1031665802002
4339500,2595500,3.20042324066162
4340500,2595500,3.32980585098267
4341500,2595500,5.65001153945923
4342500,2595500,3.58488273620605
4343500,2595500,3.76065564155579
4344500,2595500,4.17781543731689
4345500,2595500,4.33864736557007
4346500,2595500,4.31701374053955
4347500,2595500,4.42052030563354
4348500,2595500,4.54873085021973
4349500,2595500,14.5718860626221
4350500,2595500,6.68732166290283
4351500,2595500,4.20038032531738
4352500,2595500,3.80894160270691
4353500,2595500,3.70344305038452
4354500,2595500,3.42712736129761
4355500,2595500,3.3438515663147
4356500,2595500,3.3160765171051
4357500,2595500,3.30709171295166
4358500,2595500,3.25515222549438
4359500,2595500,3.09722805023193
4360500,2595500,3.0105414390564
4361500,2595500,3.00862741470337
4362500,2595500,3.02136301994324
4363500,2595500,3.04731869697571
4364500,2595500,3.0434262752533
4365500,2595500,3.04431939125061
4196500,2594500,2.62698745727539
4197500,2594500,2.60299229621887
4264500,2594500,3.43609976768494
4265500,2594500,3.47084379196167
4266500,2594500,3.50995373725891
4267500,2594500,4.03585052490234
4268500,2594500,4.13641119003296
4269500,2594500,4.17479085922241
4270500,2594500,4.19619750976562
4271500,2594500,4.16200399398804
4272500,2594500,4.15992736816406
4273500,2594500,4.18896484375
4274500,2594500,4.10708904266357
4275500,2594500,3.28189563751221
4276500,2594500,3.35484075546265
4277500,2594500,3.4281907081604
4278500,2594500,3.46054482460022
4279500,2594500,3.48945164680481
4324500,2594500,2.8154878616333
4325500,2594500,2.84947443008423
4326500,2594500,2.88572883605957
4327500,2594500,2.93846702575684
4328500,2594500,2.95550513267517
4329500,2594500,2.97173166275024
4330500,2594500,2.98830127716064
4331500,2594500,2.96005749702454
4332500,2594500,2.96925663948059
4333500,2594500,2.91493272781372
4334500,2594500,2.86709570884705
4335500,2594500,2.86072635650635
4336500,2594500,2.92753124237061
4337500,2594500,3.06554341316223
4338500,2594500,3.14344787597656
4339500,2594500,3.27770924568176
4340500,2594500,3.43287992477417
4341500,2594500,3.59171056747437
4342500,2594500,3.71216297149658
4343500,2594500,3.88090443611145
4344500,2594500,4.35058879852295
4345500,2594500,4.50567436218262
4346500,2594500,4.46908283233643
4347500,2594500,9.54741954803467
4348500,2594500,13.2044649124146
4349500,2594500,14.7720232009888
4350500,2594500,11.057448387146
4351500,2594500,7.40798425674438
4352500,2594500,12.6525993347168
4353500,2594500,12.4342994689941
4354500,2594500,4.89526891708374
4355500,2594500,3.44438314437866
4356500,2594500,3.3841118812561
4357500,2594500,3.40227603912354
4358500,2594500,3.35929751396179
4359500,2594500,3.1582248210907
4360500,2594500,3.02158546447754
4361500,2594500,2.98684024810791
4362500,2594500,2.97967410087585
4363500,2594500,2.99385976791382
4364500,2594500,2.99605059623718
4365500,2594500,3.00091028213501
4366500,2594500,2.99020576477051
4367500,2594500,2.93244028091431
4195500,2593500,2.61763477325439
4196500,2593500,2.68869495391846
4197500,2593500,2.68111729621887
4198500,2593500,2.61445331573486
4199500,2593500,2.6517653465271
4264500,2593500,3.46824908256531
4265500,2593500,3.49916648864746
4266500,2593500,3.51941537857056
4267500,2593500,4.0834584236145
4268500,2593500,4.18435621261597
4269500,2593500,4.34451103210449
4270500,2593500,4.2881326675415
4271500,2593500,4.30783367156982
4272500,2593500,4.41032743453979
4273500,2593500,4.30126810073853
4274500,2593500,4.15910196304321
4275500,2593500,3.35051918029785
4276500,2593500,3.38318467140198
4277500,2593500,3.4536440372467
4278500,2593500,3.50247931480408
4279500,2593500,3.51128053665161
4325500,2593500,2.841144323349
4326500,2593500,2.87721824645996
4327500,2593500,2.89499664306641
4328500,2593500,2.91161060333252
4329500,2593500,2.943190574646
4330500,2593500,2.9370231628418
4331500,2593500,2.92295622825623
4332500,2593500,2.93732452392578
4333500,2593500,2.8681972026825
4334500,2593500,2.83049130439758
4335500,2593500,2.81843829154968
4336500,2593500,2.95320463180542
4337500,2593500,3.09555268287659
4338500,2593500,3.1799750328064
4339500,2593500,3.2865834236145
4340500,2593500,3.42565822601318
4341500,2593500,3.59841299057007
4342500,2593500,3.75852203369141
4343500,2593500,3.88855600357056
4344500,2593500,4.34246158599854
4345500,2593500,4.49088621139526
4346500,2593500,4.47298240661621
4347500,2593500,4.5539927482605
4348500,2593500,9.69324111938477
4349500,2593500,12.7592754364014
4350500,2593500,4.78699922561646
4351500,2593500,4.49993515014648
4352500,2593500,4.1414589881897
4353500,2593500,4.30935525894165
4354500,2593500,4.08556270599365
4355500,2593500,3.51422214508057
4356500,2593500,3.43832516670227
4357500,2593500,3.410719871521
4358500,2593500,3.34819746017456
4359500,2593500,3.19888496398926
4360500,2593500,3.06168437004089
4361500,2593500,3.01199746131897
4362500,2593500,2.96524500846863
4363500,2593500,2.97633361816406
4364500,2593500,2.9902024269104
4365500,2593500,2.98393726348877
4366500,2593500,2.98011517524719
4367500,2593500,2.9369945526123
4368500,2593500,2.91924285888672
4194500,2592500,2.59687185287476
4195500,2592500,2.6036171913147
4196500,2592500,2.68985891342163
4197500,2592500,2.70557403564453
4198500,2592500,2.65976357460022
4199500,2592500,2.76170444488525
4200500,2592500,2.75330638885498
4264500,2592500,3.58789443969727
4265500,2592500,3.6268458366394
4266500,2592500,3.60644960403442
4267500,2592500,4.15182733535767
4268500,2592500,4.30783605575562
4269500,2592500,4.37992477416992
4270500,2592500,4.42000532150269
4271500,2592500,4.50286483764648
4272500,2592500,6.84970188140869
4273500,2592500,4.51429033279419
4274500,2592500,4.32440853118896
4275500,2592500,3.50208306312561
4276500,2592500,3.50673151016235
4277500,2592500,3.54116153717041
4278500,2592500,3.57059955596924
4279500,2592500,3.62561941146851
4280500,2592500,3.65315651893616
4326500,2592500,2.98806881904602
4327500,2592500,3.00230622291565
4328500,2592500,3.00672221183777
4329500,2592500,3.01686668395996
4330500,2592500,3.00066661834717
4331500,2592500,2.9992356300354
4332500,2592500,2.98706722259521
4333500,2592500,2.93399524688721
4334500,2592500,2.93463802337646
4335500,2592500,2.94370985031128
4336500,2592500,3.089919090271
4337500,2592500,3.17794871330261
4338500,2592500,3.26458787918091
4339500,2592500,3.38058686256409
4340500,2592500,3.45659065246582
4341500,2592500,3.51640892028809
4342500,2592500,3.62228679656982
4343500,2592500,3.75438094139099
4344500,2592500,4.18889856338501
4345500,2592500,4.35633707046509
4346500,2592500,4.46029710769653
4347500,2592500,4.58703708648682
4348500,2592500,12.3045101165771
4349500,2592500,4.88373136520386
4350500,2592500,4.78828716278076
4351500,2592500,4.61621284484863
4352500,2592500,4.25665664672852
4353500,2592500,3.92287564277649
4354500,2592500,3.74651336669922
4355500,2592500,3.63763213157654
4356500,2592500,3.56800580024719
4357500,2592500,3.48138189315796
4358500,2592500,3.39510846138
4359500,2592500,3.1822714805603
4360500,2592500,3.0644199848175
4361500,2592500,3.06448173522949
4362500,2592500,3.01644420623779
4363500,2592500,3.02228593826294
4364500,2592500,3.0087742805481
4365500,2592500,3.00206327438354
4366500,2592500,2.98957633972168
4367500,2592500,2.94003653526306
4368500,2592500,2.91767811775208
4192500,2591500,2.63612174987793
4193500,2591500,2.61183881759644
4194500,2591500,2.59709715843201
4195500,2591500,2.61643266677856
4196500,2591500,2.73068022727966
4197500,2591500,2.75879192352295
4198500,2591500,2.73124027252197
4199500,2591500,2.83837652206421
4200500,2591500,2.8056800365448
4201500,2591500,2.83970308303833
4202500,2591500,2.81349849700928
4264500,2591500,3.65879416465759
4265500,2591500,3.69801831245422
4266500,2591500,3.68191957473755
4267500,2591500,4.18650817871094
4268500,2591500,4.34705686569214
4269500,2591500,4.4465799331665
4270500,2591500,4.49075031280518
4271500,2591500,4.55630111694336
4272500,2591500,4.58860158920288
4273500,2591500,4.60021162033081
4274500,2591500,4.39058780670166
4275500,2591500,3.56071710586548
4276500,2591500,3.55047917366028
4277500,2591500,3.55097436904907
4278500,2591500,3.5625536441803
4279500,2591500,3.57056093215942
4280500,2591500,3.57645916938782
4327500,2591500,2.97689938545227
4328500,2591500,2.98531031608582
4329500,2591500,2.9641432762146
4330500,2591500,2.96596455574036
4331500,2591500,2.95982980728149
4332500,2591500,2.95110559463501
4333500,2591500,2.97123122215271
4334500,2591500,2.9761221408844
4335500,2591500,2.99874877929688
4336500,2591500,3.12965655326843
4337500,2591500,3.20867538452148
4338500,2591500,3.25690627098083
4339500,2591500,3.33198928833008
4340500,2591500,3.36673212051392
4341500,2591500,3.44070625305176
4342500,2591500,3.4890501499176
4343500,2591500,3.59457683563232
4344500,2591500,3.99495601654053
4345500,2591500,4.15600204467773
4346500,2591500,4.39020586013794
4347500,2591500,4.51771211624146
4348500,2591500,13.9392223358154
4349500,2591500,4.7912802696228
4350500,2591500,4.79183387756348
4351500,2591500,4.67880630493164
4352500,2591500,4.31325912475586
4353500,2591500,3.99884009361267
4354500,2591500,3.82832646369934
4355500,2591500,3.72255825996399
4356500,2591500,3.60744667053223
4357500,2591500,3.52808022499084
4358500,2591500,3.42437386512756
4359500,2591500,3.21178960800171
4360500,2591500,3.12863302230835
4361500,2591500,3.11100721359253
4362500,2591500,3.06283450126648
4363500,2591500,3.04364919662476
4364500,2591500,3.04325914382935
4365500,2591500,3.03095412254333
4366500,2591500,2.99331426620483
4367500,2591500,2.92508578300476
4368500,2591500,2.92472147941589
4191500,2590500,2.57123994827271
4192500,2590500,2.5963191986084
4193500,2590500,2.63985252380371
4194500,2590500,2.60754990577698
4195500,2590500,2.67529010772705
4196500,2590500,2.7951397895813
4197500,2590500,2.84780740737915
4198500,2590500,2.83055329322815
4199500,2590500,2.93726181983948
4200500,2590500,2.94086694717407
4201500,2590500,2.9306468963623
4202500,2590500,2.82380771636963
4264500,2590500,3.77696371078491
4265500,2590500,3.82268691062927
4266500,2590500,3.77663707733154
4267500,2590500,4.27976846694946
4268500,2590500,4.43548011779785
4269500,2590500,4.56979560852051
4270500,2590500,4.67358446121216
4271500,2590500,4.74789428710938
4272500,2590500,4.69868087768555
4273500,2590500,4.6357045173645
4274500,2590500,4.41508865356445
4275500,2590500,3.60504913330078
4276500,2590500,3.52283358573914
4277500,2590500,3.55398678779602
4278500,2590500,3.58009719848633
4279500,2590500,3.53938746452332
4280500,2590500,3.52013754844666
4281500,2590500,3.54460501670837
4328500,2590500,2.97884559631348
4329500,2590500,2.95618343353271
4330500,2590500,2.94384384155273
4331500,2590500,2.96813583374023
4332500,2590500,2.96103286743164
4333500,2590500,2.99675679206848
4334500,2590500,3.00963544845581
4335500,2590500,3.01817560195923
4336500,2590500,3.14622235298157
4337500,2590500,3.22838544845581
4338500,2590500,3.245441198349
4339500,2590500,3.28415298461914
4340500,2590500,3.3177490234375
4341500,2590500,3.35263586044312
4342500,2590500,3.37475776672363
4343500,2590500,3.44985246658325
4344500,2590500,3.79656314849854
4345500,2590500,3.94568419456482
4346500,2590500,4.1731595993042
4347500,2590500,4.45652484893799
4348500,2590500,12.7316160202026
4349500,2590500,4.63317203521729
4350500,2590500,4.68354034423828
4351500,2590500,4.58648586273193
4352500,2590500,4.25337839126587
4353500,2590500,3.97107720375061
4354500,2590500,3.84641075134277
4355500,2590500,3.73428249359131
4356500,2590500,3.59871387481689
4357500,2590500,3.53756976127625
4358500,2590500,3.46083521842957
4359500,2590500,3.2803201675415
4360500,2590500,3.17822885513306
4361500,2590500,3.16703796386719
4362500,2590500,3.12480521202087
4363500,2590500,3.07234334945679
4364500,2590500,3.05481719970703
4365500,2590500,3.04602575302124
4366500,2590500,3.02074337005615
4367500,2590500,2.92937183380127
4190500,2589500,2.58088254928589
4191500,2589500,2.57234191894531
4192500,2589500,2.60287404060364
4193500,2589500,2.65578937530518
4194500,2589500,2.65044260025024
4195500,2589500,2.74279642105103
4196500,2589500,2.88379526138306
4197500,2589500,2.96929979324341
4198500,2589500,2.97842025756836
4199500,2589500,3.02988195419312
4200500,2589500,3.04659843444824
4201500,2589500,3.01512575149536
4202500,2589500,2.94769716262817
4264500,2589500,3.99922227859497
4265500,2589500,3.97705125808716
4266500,2589500,3.96273064613342
4267500,2589500,4.52412414550781
4268500,2589500,4.62729263305664
4269500,2589500,4.7725043296814
4270500,2589500,4.75816488265991
4271500,2589500,4.80678701400757
4272500,2589500,4.76528263092041
4273500,2589500,4.70744705200195
4274500,2589500,4.47527503967285
4275500,2589500,3.64541029930115
4276500,2589500,3.5190110206604
4277500,2589500,3.50320649147034
4278500,2589500,3.53854537010193
4279500,2589500,3.4559485912323
4280500,2589500,3.47527503967285
4281500,2589500,3.46511936187744
4328500,2589500,2.98382377624512
4329500,2589500,2.97557878494263
4330500,2589500,2.96015524864197
4331500,2589500,2.96815252304077
4332500,2589500,2.98130059242249
4333500,2589500,3.00246524810791
4334500,2589500,3.02657222747803
4335500,2589500,3.04364919662476
4336500,2589500,3.14328598976135
4337500,2589500,3.20048522949219
4338500,2589500,3.19271850585938
4339500,2589500,3.20455479621887
4340500,2589500,3.25005459785461
4341500,2589500,3.23796606063843
4342500,2589500,3.251784324646
4343500,2589500,3.32180523872375
4344500,2589500,3.65991878509521
4345500,2589500,3.81645393371582
4346500,2589500,4.02849149703979
4347500,2589500,4.28158760070801
4348500,2589500,4.44076776504517
4349500,2589500,4.38615989685059
4350500,2589500,4.37756443023682
4351500,2589500,4.33210277557373
