"x","y","pm25_avg_22"
4335499.99995775,2611499.99996136,2.76315999031067
4336499.99995775,2611499.99996136,2.52885007858276
4337499.99995775,2611499.99996136,2.78951001167297
4338499.99995775,2611499.99996136,2.62389993667603
4339499.99995775,2611499.99996136,2.53357005119324
4333499.99995775,2610499.99996136,2.42256999015808
4334499.99995775,2610499.99996136,2.7711501121521
4335499.99995775,2610499.99996136,2.49626994132996
4336499.99995775,2610499.99996136,2.242840051651
4337499.99995775,2610499.99996136,2.50063991546631
4338499.99995775,2610499.99996136,2.79314994812012
4339499.99995775,2610499.99996136,2.50764989852905
4340499.99995775,2610499.99996136,2.33850002288818
4341499.99995775,2610499.99996136,2.41142010688782
4331499.99995775,2609499.99996136,2.32553005218506
4332499.99995775,2609499.99996136,2.17567992210388
4333499.99995775,2609499.99996136,2.55891990661621
4334499.99995775,2609499.99996136,2.91669011116028
4335499.99995775,2609499.99996136,2.4353199005127
4336499.99995775,2609499.99996136,2.25213003158569
4337499.99995775,2609499.99996136,2.6159999370575
4338499.99995775,2609499.99996136,2.89813995361328
4339499.99995775,2609499.99996136,2.56297993659973
4340499.99995775,2609499.99996136,2.57407999038696
4341499.99995775,2609499.99996136,2.80499005317688
4342499.99995775,2609499.99996136,2.87703990936279
4343499.99995775,2609499.99996136,2.65463995933533
4329499.99995775,2608499.99996136,2.33472990989685
4330499.99995775,2608499.99996136,2.42449998855591
4331499.99995775,2608499.99996136,2.61549997329712
4332499.99995775,2608499.99996136,2.29636001586914
4333499.99995775,2608499.99996136,2.7055299282074
4334499.99995775,2608499.99996136,2.9135000705719
4335499.99995775,2608499.99996136,2.43530988693237
4336499.99995775,2608499.99996136,2.25956988334656
4337499.99995775,2608499.99996136,2.74079990386963
4338499.99995775,2608499.99996136,2.97626996040344
4339499.99995775,2608499.99996136,2.59904003143311
4340499.99995775,2608499.99996136,2.87897992134094
4341499.99995775,2608499.99996136,2.7478199005127
4342499.99995775,2608499.99996136,2.7805700302124
4343499.99995775,2608499.99996136,2.85046005249023
4344499.99995775,2608499.99996136,2.81710004806519
4328499.99995775,2607499.99996136,2.08485007286072
4329499.99995775,2607499.99996136,2.27743005752563
4330499.99995775,2607499.99996136,2.34677004814148
4331499.99995775,2607499.99996136,2.69461011886597
4332499.99995775,2607499.99996136,2.52586007118225
4333499.99995775,2607499.99996136,2.82160997390747
4334499.99995775,2607499.99996136,2.76320004463196
4335499.99995775,2607499.99996136,2.33044004440308
4336499.99995775,2607499.99996136,2.22593998908997
4337499.99995775,2607499.99996136,2.56977009773254
4338499.99995775,2607499.99996136,2.98257994651794
4339499.99995775,2607499.99996136,2.91049003601074
4340499.99995775,2607499.99996136,2.87912011146545
4341499.99995775,2607499.99996136,2.50598001480103
4342499.99995775,2607499.99996136,2.50219011306763
4343499.99995775,2607499.99996136,2.48868989944458
4344499.99995775,2607499.99996136,2.75879001617432
4345499.99995775,2607499.99996136,2.81034994125366
4346499.99995775,2607499.99996136,2.60453009605408
4328499.99995775,2606499.99996136,2.11185002326965
4329499.99995775,2606499.99996136,2.46433997154236
4330499.99995775,2606499.99996136,2.32635998725891
4331499.99995775,2606499.99996136,2.50767993927002
4332499.99995775,2606499.99996136,2.77309989929199
4333499.99995775,2606499.99996136,2.97465991973877
4334499.99995775,2606499.99996136,2.57662010192871
4335499.99995775,2606499.99996136,2.21784996986389
4336499.99995775,2606499.99996136,2.29064989089966
4337499.99995775,2606499.99996136,2.62812995910645
4338499.99995775,2606499.99996136,2.92845988273621
4339499.99995775,2606499.99996136,3.05379009246826
4340499.99995775,2606499.99996136,2.85882997512817
4341499.99995775,2606499.99996136,2.54077005386353
4342499.99995775,2606499.99996136,2.28947997093201
4343499.99995775,2606499.99996136,2.32996988296509
4344499.99995775,2606499.99996136,2.55031991004944
4345499.99995775,2606499.99996136,2.7453498840332
4346499.99995775,2606499.99996136,2.74511003494263
4347499.99995775,2606499.99996136,2.75932002067566
4348499.99995775,2606499.99996136,2.7922101020813
4328499.99995775,2605499.99996136,2.22584009170532
4329499.99995775,2605499.99996136,2.61340999603271
4330499.99995775,2605499.99996136,2.55710005760193
4331499.99995775,2605499.99996136,2.57097005844116
4332499.99995775,2605499.99996136,2.96508002281189
4333499.99995775,2605499.99996136,2.96199011802673
4334499.99995775,2605499.99996136,2.52553009986877
4335499.99995775,2605499.99996136,2.32216000556946
4336499.99995775,2605499.99996136,2.28005003929138
4337499.99995775,2605499.99996136,2.52559995651245
4338499.99995775,2605499.99996136,2.76605010032654
4339499.99995775,2605499.99996136,2.99505996704102
4340499.99995775,2605499.99996136,2.99909996986389
4341499.99995775,2605499.99996136,2.7179000377655
4342499.99995775,2605499.99996136,2.50467991828918
4343499.99995775,2605499.99996136,2.30673003196716
4344499.99995775,2605499.99996136,2.53589010238647
4345499.99995775,2605499.99996136,2.57193994522095
4346499.99995775,2605499.99996136,2.53489995002747
4347499.99995775,2605499.99996136,2.57271003723145
4348499.99995775,2605499.99996136,2.62122988700867
4349499.99995775,2605499.99996136,2.53162002563477
4350499.99995775,2605499.99996136,2.59703993797302
4327499.99995775,2604499.99996136,2.16318988800049
4328499.99995775,2604499.99996136,2.49832010269165
4329499.99995775,2604499.99996136,2.76979994773865
4330499.99995775,2604499.99996136,2.89705991744995
4331499.99995775,2604499.99996136,7.58236980438232
4332499.99995775,2604499.99996136,2.94293999671936
4333499.99995775,2604499.99996136,2.6664400100708
4334499.99995775,2604499.99996136,2.77852988243103
4335499.99995775,2604499.99996136,2.58844995498657
4336499.99995775,2604499.99996136,2.58088994026184
4337499.99995775,2604499.99996136,2.53345990180969
4338499.99995775,2604499.99996136,2.58142995834351
4339499.99995775,2604499.99996136,2.793790102005
4340499.99995775,2604499.99996136,3.02519011497498
4341499.99995775,2604499.99996136,2.91918992996216
4342499.99995775,2604499.99996136,2.55363988876343
4343499.99995775,2604499.99996136,2.36578011512756
4344499.99995775,2604499.99996136,2.41475009918213
4345499.99995775,2604499.99996136,2.43776988983154
4346499.99995775,2604499.99996136,2.45391988754272
4347499.99995775,2604499.99996136,2.43512988090515
4348499.99995775,2604499.99996136,2.45200991630554
4349499.99995775,2604499.99996136,2.44292998313904
4350499.99995775,2604499.99996136,2.47902011871338
4351499.99995775,2604499.99996136,2.42246007919312
4352499.99995775,2604499.99996136,2.23736000061035
4327499.99995775,2603499.99996136,2.34237003326416
4328499.99995775,2603499.99996136,2.40402007102966
4329499.99995775,2603499.99996136,2.59672999382019
4330499.99995775,2603499.99996136,2.69621992111206
4331499.99995775,2603499.99996136,7.60209989547729
4332499.99995775,2603499.99996136,3.24093008041382
4333499.99995775,2603499.99996136,2.51482009887695
4334499.99995775,2603499.99996136,2.70248007774353
4335499.99995775,2603499.99996136,2.56912994384766
4336499.99995775,2603499.99996136,2.48793005943298
4337499.99995775,2603499.99996136,2.62824988365173
4338499.99995775,2603499.99996136,2.69260001182556
4339499.99995775,2603499.99996136,2.77553009986877
4340499.99995775,2603499.99996136,3.10263991355896
4341499.99995775,2603499.99996136,3.25159001350403
4342499.99995775,2603499.99996136,2.75334000587463
4343499.99995775,2603499.99996136,2.46374011039734
4344499.99995775,2603499.99996136,2.32437992095947
4345499.99995775,2603499.99996136,2.3594799041748
4346499.99995775,2603499.99996136,2.3668999671936
4347499.99995775,2603499.99996136,2.370609998703
4348499.99995775,2603499.99996136,2.58214998245239
4349499.99995775,2603499.99996136,2.52050995826721
4350499.99995775,2603499.99996136,2.41862010955811
4351499.99995775,2603499.99996136,2.33623003959656
4352499.99995775,2603499.99996136,2.33645009994507
4353499.99995775,2603499.99996136,2.42261004447937
4354499.99995775,2603499.99996136,2.5358099937439
4327499.99995775,2602499.99996136,2.2107400894165
4328499.99995775,2602499.99996136,2.26294994354248
4329499.99995775,2602499.99996136,2.71500992774963
4330499.99995775,2602499.99996136,4.77892017364502
4331499.99995775,2602499.99996136,7.62153005599976
4332499.99995775,2602499.99996136,2.80032992362976
4333499.99995775,2602499.99996136,2.55451011657715
4334499.99995775,2602499.99996136,3.60084009170532
4335499.99995775,2602499.99996136,3.02612996101379
4336499.99995775,2602499.99996136,2.65126991271973
4337499.99995775,2602499.99996136,2.51677989959717
4338499.99995775,2602499.99996136,2.4261999130249
4339499.99995775,2602499.99996136,2.70155000686646
4340499.99995775,2602499.99996136,2.94547009468079
4341499.99995775,2602499.99996136,3.03397989273071
4342499.99995775,2602499.99996136,3.2694399356842
4343499.99995775,2602499.99996136,3.10730004310608
4344499.99995775,2602499.99996136,2.92269992828369
4345499.99995775,2602499.99996136,2.75079989433289
4346499.99995775,2602499.99996136,2.50100994110107
4347499.99995775,2602499.99996136,2.69972991943359
4348499.99995775,2602499.99996136,2.5702600479126
4349499.99995775,2602499.99996136,2.42215991020203
4350499.99995775,2602499.99996136,2.38442993164062
4351499.99995775,2602499.99996136,2.4749801158905
4352499.99995775,2602499.99996136,2.60035991668701
4353499.99995775,2602499.99996136,2.47486996650696
4354499.99995775,2602499.99996136,2.46374011039734
4355499.99995775,2602499.99996136,2.34964990615845
4326499.99995775,2601499.99996136,2.22733998298645
4327499.99995775,2601499.99996136,2.12125992774963
4328499.99995775,2601499.99996136,2.23554992675781
4329499.99995775,2601499.99996136,2.73213005065918
4330499.99995775,2601499.99996136,7.62769985198975
4331499.99995775,2601499.99996136,4.58873987197876
4332499.99995775,2601499.99996136,2.58939003944397
4333499.99995775,2601499.99996136,2.46931004524231
4334499.99995775,2601499.99996136,7.65454006195068
4335499.99995775,2601499.99996136,2.60374999046326
4336499.99995775,2601499.99996136,2.60903000831604
4337499.99995775,2601499.99996136,2.61473989486694
4338499.99995775,2601499.99996136,2.63386011123657
4339499.99995775,2601499.99996136,2.77252006530762
4340499.99995775,2601499.99996136,2.67961001396179
4341499.99995775,2601499.99996136,2.65180993080139
4342499.99995775,2601499.99996136,2.97545003890991
4343499.99995775,2601499.99996136,3.23968005180359
4344499.99995775,2601499.99996136,3.35381007194519
4345499.99995775,2601499.99996136,3.06547999382019
4346499.99995775,2601499.99996136,2.71748995780945
4347499.99995775,2601499.99996136,2.84364008903503
4348499.99995775,2601499.99996136,2.63161993026733
4349499.99995775,2601499.99996136,2.47084999084473
4350499.99995775,2601499.99996136,2.41434001922607
4351499.99995775,2601499.99996136,2.46577000617981
4352499.99995775,2601499.99996136,2.61748003959656
4353499.99995775,2601499.99996136,2.46499991416931
4354499.99995775,2601499.99996136,2.34590005874634
4355499.99995775,2601499.99996136,2.29240989685059
4356499.99995775,2601499.99996136,2.39088010787964
4357499.99995775,2601499.99996136,2.5824499130249
4326499.99995775,2600499.99996136,2.21444010734558
4327499.99995775,2600499.99996136,2.10812997817993
4328499.99995775,2600499.99996136,2.37318992614746
4329499.99995775,2600499.99996136,2.70295000076294
4330499.99995775,2600499.99996136,7.5321798324585
4331499.99995775,2600499.99996136,2.65009999275208
4332499.99995775,2600499.99996136,2.44461989402771
4333499.99995775,2600499.99996136,2.4015200138092
4334499.99995775,2600499.99996136,3.16726994514465
4335499.99995775,2600499.99996136,2.67126989364624
4336499.99995775,2600499.99996136,2.57750010490417
4337499.99995775,2600499.99996136,2.49317002296448
4338499.99995775,2600499.99996136,2.60517001152039
4339499.99995775,2600499.99996136,2.73099994659424
4340499.99995775,2600499.99996136,2.65469002723694
4341499.99995775,2600499.99996136,2.46090006828308
4342499.99995775,2600499.99996136,2.58877992630005
4343499.99995775,2600499.99996136,2.75013995170593
4344499.99995775,2600499.99996136,2.9637598991394
4345499.99995775,2600499.99996136,3.13732004165649
4346499.99995775,2600499.99996136,3.00973010063171
4347499.99995775,2600499.99996136,2.93189001083374
4348499.99995775,2600499.99996136,2.68898010253906
4349499.99995775,2600499.99996136,2.7212700843811
4350499.99995775,2600499.99996136,2.80404996871948
4351499.99995775,2600499.99996136,2.79387998580933
4352499.99995775,2600499.99996136,2.67499995231628
4353499.99995775,2600499.99996136,2.40161991119385
4354499.99995775,2600499.99996136,2.31662011146545
4355499.99995775,2600499.99996136,2.23253011703491
4356499.99995775,2600499.99996136,2.20637011528015
4357499.99995775,2600499.99996136,2.37314009666443
4358499.99995775,2600499.99996136,2.35690999031067
4326499.99995775,2599499.99996136,2.15680003166199
4327499.99995775,2599499.99996136,2.08769011497498
4328499.99995775,2599499.99996136,2.29594993591309
4329499.99995775,2599499.99996136,2.73344993591309
4330499.99995775,2599499.99996136,6.77748012542725
4331499.99995775,2599499.99996136,2.53870010375977
4332499.99995775,2599499.99996136,2.27444005012512
4333499.99995775,2599499.99996136,2.47636008262634
4334499.99995775,2599499.99996136,2.68846011161804
4335499.99995775,2599499.99996136,2.50349998474121
4336499.99995775,2599499.99996136,2.67497992515564
4337499.99995775,2599499.99996136,2.50012993812561
4338499.99995775,2599499.99996136,2.60654997825623
4339499.99995775,2599499.99996136,2.69899988174438
4340499.99995775,2599499.99996136,2.75726008415222
4341499.99995775,2599499.99996136,2.61649990081787
4342499.99995775,2599499.99996136,2.52380990982056
4343499.99995775,2599499.99996136,2.50833988189697
4344499.99995775,2599499.99996136,2.75656008720398
4345499.99995775,2599499.99996136,2.99236989021301
4346499.99995775,2599499.99996136,3.00894999504089
4347499.99995775,2599499.99996136,3.20337009429932
4348499.99995775,2599499.99996136,3.21353006362915
4349499.99995775,2599499.99996136,3.19392991065979
4350499.99995775,2599499.99996136,3.06242990493774
4351499.99995775,2599499.99996136,2.86072993278503
4352499.99995775,2599499.99996136,2.62370991706848
4353499.99995775,2599499.99996136,2.52532005310059
4354499.99995775,2599499.99996136,2.45903992652893
4355499.99995775,2599499.99996136,2.19947004318237
4356499.99995775,2599499.99996136,2.07962989807129
4357499.99995775,2599499.99996136,2.14769005775452
4358499.99995775,2599499.99996136,2.18561005592346
4359499.99995775,2599499.99996136,2.22601008415222
4360499.99995775,2599499.99996136,2.23442006111145
4268499.99995775,2598499.99996136,2.70602989196777
4269499.99995775,2598499.99996136,2.97158002853394
4270499.99995775,2598499.99996136,2.81600999832153
4326499.99995775,2598499.99996136,1.96072995662689
4327499.99995775,2598499.99996136,2.00127005577087
4328499.99995775,2598499.99996136,2.15295004844666
4329499.99995775,2598499.99996136,2.75098991394043
4330499.99995775,2598499.99996136,2.75304007530212
4331499.99995775,2598499.99996136,2.35936999320984
4332499.99995775,2598499.99996136,2.20126008987427
4333499.99995775,2598499.99996136,2.48318004608154
4334499.99995775,2598499.99996136,2.47461009025574
4335499.99995775,2598499.99996136,2.28659009933472
4336499.99995775,2598499.99996136,2.64795994758606
4337499.99995775,2598499.99996136,2.67655992507935
4338499.99995775,2598499.99996136,2.6660099029541
4339499.99995775,2598499.99996136,2.73104000091553
4340499.99995775,2598499.99996136,2.94201993942261
4341499.99995775,2598499.99996136,2.96215009689331
4342499.99995775,2598499.99996136,3.20619988441467
4343499.99995775,2598499.99996136,3.13227009773254
4344499.99995775,2598499.99996136,3.39093995094299
4345499.99995775,2598499.99996136,3.30472993850708
4346499.99995775,2598499.99996136,3.12670993804932
4347499.99995775,2598499.99996136,3.37099003791809
4348499.99995775,2598499.99996136,3.68636989593506
4349499.99995775,2598499.99996136,3.33276009559631
4350499.99995775,2598499.99996136,2.9154999256134
4351499.99995775,2598499.99996136,2.66256999969482
4352499.99995775,2598499.99996136,2.34912991523743
4353499.99995775,2598499.99996136,2.31332993507385
