"x","y","EEA_1kmgrid_2012_pm25_avg"
4509500,2621500,5.76895809173584
4510500,2621500,5.37968683242798
4511500,2621500,5.37968683242798
4512500,2621500,5.37968683242798
4513500,2621500,5.37968683242798
4514500,2621500,5.37968683242798
4515500,2621500,5.37968683242798
4516500,2621500,5.37968683242798
4507500,2620500,5.76895809173584
4508500,2620500,5.76895809173584
4509500,2620500,5.76895809173584
4510500,2620500,5.37968683242798
4511500,2620500,5.37968683242798
4512500,2620500,5.37968683242798
4513500,2620500,5.37968683242798
4514500,2620500,5.37968683242798
4515500,2620500,5.37968683242798
4516500,2620500,5.37968683242798
4517500,2620500,5.37968683242798
4518500,2620500,5.37968683242798
4519500,2620500,5.37968683242798
4520500,2620500,5.52085542678833
4521500,2620500,5.52085542678833
4522500,2620500,5.52085542678833
4523500,2620500,5.52085542678833
4524500,2620500,5.52085542678833
4506500,2619500,5.50607585906982
4507500,2619500,5.50607585906982
4508500,2619500,5.50607585906982
4509500,2619500,5.50607585906982
4510500,2619500,5.8124623298645
4511500,2619500,5.8124623298645
4512500,2619500,5.8124623298645
4513500,2619500,5.8124623298645
4514500,2619500,5.8124623298645
4515500,2619500,5.8124623298645
4516500,2619500,5.8124623298645
4517500,2619500,5.8124623298645
4518500,2619500,5.8124623298645
4519500,2619500,5.8124623298645
4520500,2619500,6.16328716278076
4521500,2619500,6.16328716278076
4522500,2619500,6.16328716278076
4523500,2619500,6.16328716278076
4524500,2619500,6.16328716278076
4525500,2619500,6.16328716278076
4526500,2619500,6.16328716278076
4527500,2619500,6.16328716278076
4528500,2619500,6.16328716278076
4480500,2618500,5.27291870117188
4481500,2618500,5.27291870117188
4504500,2618500,5.50607585906982
4505500,2618500,5.50607585906982
4506500,2618500,5.50607585906982
4507500,2618500,5.50607585906982
4508500,2618500,5.50607585906982
4509500,2618500,5.50607585906982
4510500,2618500,5.8124623298645
4511500,2618500,5.8124623298645
4512500,2618500,5.8124623298645
4513500,2618500,5.8124623298645
4514500,2618500,5.8124623298645
4515500,2618500,5.8124623298645
4516500,2618500,5.8124623298645
4517500,2618500,5.8124623298645
4518500,2618500,5.8124623298645
4519500,2618500,5.8124623298645
4520500,2618500,6.16328716278076
4521500,2618500,6.16328716278076
4522500,2618500,6.16328716278076
4523500,2618500,6.16328716278076
4524500,2618500,6.16328716278076
4525500,2618500,6.16328716278076
4526500,2618500,6.16328716278076
4527500,2618500,6.16328716278076
4528500,2618500,6.16328716278076
4529500,2618500,6.16328716278076
4479500,2617500,4.95951128005981
4480500,2617500,5.27291870117188
4481500,2617500,5.27291870117188
4482500,2617500,5.27291870117188
4483500,2617500,5.27291870117188
4484500,2617500,5.27291870117188
4485500,2617500,5.27291870117188
4486500,2617500,5.27291870117188
4487500,2617500,5.27291870117188
4488500,2617500,5.27291870117188
4502500,2617500,5.50607585906982
4503500,2617500,5.50607585906982
4504500,2617500,5.50607585906982
4505500,2617500,5.50607585906982
4506500,2617500,5.50607585906982
4507500,2617500,5.50607585906982
4508500,2617500,5.50607585906982
4509500,2617500,5.50607585906982
4510500,2617500,5.8124623298645
4511500,2617500,5.8124623298645
4512500,2617500,5.8124623298645
4513500,2617500,5.8124623298645
4514500,2617500,5.8124623298645
4515500,2617500,5.8124623298645
4516500,2617500,5.8124623298645
4517500,2617500,5.8124623298645
4518500,2617500,5.8124623298645
4519500,2617500,5.8124623298645
4520500,2617500,6.16328716278076
4521500,2617500,6.16328716278076
4522500,2617500,6.16328716278076
4523500,2617500,6.16328716278076
4524500,2617500,6.16328716278076
4525500,2617500,6.16328716278076
4526500,2617500,6.16328716278076
4527500,2617500,6.16328716278076
4528500,2617500,6.16328716278076
4529500,2617500,6.16328716278076
4530500,2617500,7.50553321838379
4479500,2616500,4.95951128005981
4480500,2616500,5.27291870117188
4481500,2616500,5.27291870117188
4482500,2616500,5.27291870117188
4483500,2616500,5.27291870117188
4484500,2616500,5.27291870117188
4485500,2616500,5.27291870117188
4486500,2616500,5.27291870117188
4487500,2616500,5.27291870117188
4488500,2616500,5.27291870117188
4489500,2616500,5.27291870117188
4490500,2616500,5.2475700378418
4491500,2616500,5.2475700378418
4492500,2616500,5.2475700378418
4493500,2616500,5.2475700378418
4494500,2616500,5.2475700378418
4495500,2616500,5.2475700378418
4501500,2616500,5.50607585906982
4502500,2616500,5.50607585906982
4503500,2616500,5.50607585906982
4504500,2616500,5.50607585906982
4505500,2616500,5.50607585906982
4506500,2616500,5.50607585906982
4507500,2616500,5.50607585906982
4508500,2616500,5.50607585906982
4509500,2616500,5.50607585906982
4510500,2616500,5.8124623298645
4511500,2616500,5.8124623298645
4512500,2616500,5.8124623298645
4513500,2616500,5.8124623298645
4514500,2616500,5.8124623298645
4515500,2616500,5.8124623298645
