"x","y","nox_avg_22"
4203000,2585000,1.70354557037354
4263000,2585000,7.55534315109253
4265000,2585000,3.85918259620667
4267000,2585000,5.27005672454834
4269000,2585000,7.16594743728638
4271000,2585000,10.1172847747803
4273000,2585000,8.61464977264404
4275000,2585000,5.02480983734131
4277000,2585000,2.28277587890625
4279000,2585000,2.59346151351929
4281000,2585000,2.68836688995361
4283000,2585000,2.06032180786133
4285000,2585000,1.54876124858856
4313000,2585000,0.0500000007450581
4315000,2585000,0.0500000007450581
4331000,2585000,2.15954446792603
4333000,2585000,1.90388536453247
4335000,2585000,1.81834638118744
4337000,2585000,2.13601446151733
4339000,2585000,3.75835728645325
4341000,2585000,4.84242486953735
4343000,2585000,2.99462985992432
4345000,2585000,2.76942586898804
4347000,2585000,5.56494188308716
4349000,2585000,7.25713491439819
4351000,2585000,3.56454706192017
4353000,2585000,2.31871795654297
4355000,2585000,2.66558313369751
4357000,2585000,2.54606485366821
4359000,2585000,2.54388236999512
4361000,2585000,1.94657349586487
4363000,2585000,0.401704847812653
4365000,2585000,0.0500000007450581
4183000,2583000,2.6164345741272
4185000,2583000,2.20042514801025
4187000,2583000,1.88483548164368
4189000,2583000,3.25991630554199
4191000,2583000,2.82598948478699
4193000,2583000,1.71845090389252
4195000,2583000,2.7256281375885
4197000,2583000,2.45101261138916
4199000,2583000,4.32230091094971
4201000,2583000,3.65288376808167
4203000,2583000,1.52401149272919
4263000,2583000,7.5005669593811
4265000,2583000,4.77050065994263
4267000,2583000,5.58649253845215
4269000,2583000,8.25358200073242
4271000,2583000,10.2426595687866
4273000,2583000,10.0505514144897
4275000,2583000,5.67239618301392
4277000,2583000,4.00022792816162
4279000,2583000,4.89312505722046
4281000,2583000,3.29605579376221
4283000,2583000,3.32566905021667
4285000,2583000,3.23206901550293
4307000,2583000,0.321973860263824
4309000,2583000,0.0500000007450581
4311000,2583000,0.299615472555161
4313000,2583000,0.65251624584198
4315000,2583000,0.0500000007450581
4317000,2583000,0.0500000007450581
4331000,2583000,2.14896988868713
4333000,2583000,3.07164883613586
4335000,2583000,1.95433688163757
4337000,2583000,3.13493323326111
4339000,2583000,4.32073211669922
4341000,2583000,5.32266521453857
4343000,2583000,2.93192076683044
4345000,2583000,3.15206837654114
4347000,2583000,5.86458921432495
4349000,2583000,7.43852090835571
4351000,2583000,4.07675886154175
4353000,2583000,4.06459760665894
4355000,2583000,3.31141185760498
4357000,2583000,2.01110363006592
4359000,2583000,2.0480785369873
4361000,2583000,1.67494690418243
4363000,2583000,1.11216235160828
4181000,2581000,3.48310422897339
4183000,2581000,1.44381058216095
4185000,2581000,1.79540514945984
4187000,2581000,3.42334055900574
4189000,2581000,3.62529015541077
4191000,2581000,2.39366984367371
4193000,2581000,1.98405396938324
4195000,2581000,3.85116910934448
4197000,2581000,5.83447408676147
4199000,2581000,5.31781482696533
4201000,2581000,3.18235540390015
4203000,2581000,2.2359414100647
4263000,2581000,6.63998556137085
4265000,2581000,6.04686450958252
4267000,2581000,6.24110269546509
4269000,2581000,8.99106407165527
4271000,2581000,10.6676015853882
4273000,2581000,11.4491987228394
4275000,2581000,8.07951831817627
4277000,2581000,7.77064514160156
4279000,2581000,7.275390625
4281000,2581000,6.85718965530396
4283000,2581000,6.6806583404541
4285000,2581000,6.76736211776733
4287000,2581000,6.95024967193604
4299000,2581000,1.41394984722137
4301000,2581000,1.71563756465912
4303000,2581000,0.784620523452759
4305000,2581000,1.1238626241684
4307000,2581000,1.12666130065918
4309000,2581000,0.718203365802765
4311000,2581000,1.75839960575104
4313000,2581000,2.0458812713623
4315000,2581000,0.831763386726379
4317000,2581000,1.88192451000214
4319000,2581000,1.40249872207642
4331000,2581000,3.13968777656555
4333000,2581000,3.66098093986511
4335000,2581000,3.30088210105896
4337000,2581000,3.19538474082947
4339000,2581000,4.48669242858887
4341000,2581000,5.80135488510132
4343000,2581000,4.93690252304077
4345000,2581000,6.3175745010376
4347000,2581000,7.13606023788452
4349000,2581000,7.57363367080688
4351000,2581000,5.50974988937378
4353000,2581000,3.6443829536438
4355000,2581000,1.91359388828278
4357000,2581000,2.19851016998291
4359000,2581000,2.07990622520447
4361000,2581000,1.01622843742371
4179000,2579000,2.65154528617859
4181000,2579000,1.33334195613861
4183000,2579000,1.81574070453644
4185000,2579000,3.40203738212585
4187000,2579000,4.2486424446106
4189000,2579000,3.30402088165283
4191000,2579000,3.46135258674622
4193000,2579000,2.92383933067322
4195000,2579000,5.33264207839966
4197000,2579000,5.1669282913208
4199000,2579000,2.74544763565063
4201000,2579000,2.50840783119202
4203000,2579000,3.63886070251465
4263000,2579000,7.22064113616943
4265000,2579000,5.46954965591431
4267000,2579000,6.18707418441772
4269000,2579000,8.04765033721924
4271000,2579000,10.3028917312622
4273000,2579000,12.6799011230469
4275000,2579000,11.0085325241089
4277000,2579000,9.27804088592529
4279000,2579000,9.08752918243408
4281000,2579000,8.28335380554199
4283000,2579000,7.40065908432007
4285000,2579000,6.26631784439087
4287000,2579000,5.70777416229248
4291000,2579000,3.1959171295166
4293000,2579000,2.34776759147644
4295000,2579000,2.20053029060364
4297000,2579000,1.3628910779953
4299000,2579000,1.41783702373505
4301000,2579000,2.30754256248474
4303000,2579000,3.17833566665649
4305000,2579000,3.63815855979919
4307000,2579000,3.78172898292542
4309000,2579000,3.11937141418457
4311000,2579000,2.16902637481689
4313000,2579000,2.51391625404358
4315000,2579000,1.76884341239929
4317000,2579000,3.05618858337402
4319000,2579000,2.30020880699158
4321000,2579000,3.18065643310547
4333000,2579000,3.78523588180542
4335000,2579000,4.37944412231445
4337000,2579000,5.7047381401062
4339000,2579000,6.33220529556274
4341000,2579000,5.81443166732788
4343000,2579000,5.78321981430054
4345000,2579000,8.2527494430542
4347000,2579000,8.08884143829346
4349000,2579000,6.80874538421631
4351000,2579000,3.90575242042542
4353000,2579000,2.78105473518372
4355000,2579000,1.8325287103653
4357000,2579000,3.36919093132019
4359000,2579000,3.48447966575623
4361000,2579000,1.45291876792908
4363000,2579000,2.66667127609253
4177000,2577000,2.45975255966187
4179000,2577000,2.60710525512695
4181000,2577000,2.22244238853455
4183000,2577000,2.49619793891907
4185000,2577000,3.61404347419739
4187000,2577000,5.55279111862183
4189000,2577000,5.17564392089844
4191000,2577000,3.87655687332153
4193000,2577000,4.92462921142578
4195000,2577000,6.85032987594604
4197000,2577000,3.50803160667419
4199000,2577000,1.77167510986328
4201000,2577000,2.46862077713013
4203000,2577000,3.45101642608643
4263000,2577000,6.11859607696533
4265000,2577000,5.68736505508423
4267000,2577000,6.64229154586792
4269000,2577000,9.41775417327881
4271000,2577000,11.6613368988037
4273000,2577000,13.3897981643677
4275000,2577000,11.2805643081665
4277000,2577000,7.94843053817749
4279000,2577000,6.90790748596191
4281000,2577000,6.77153587341309
4283000,2577000,4.78829860687256
4285000,2577000,4.00100088119507
4287000,2577000,3.08624577522278
4289000,2577000,3.60077881813049
4291000,2577000,2.80482912063599
4293000,2577000,1.96751821041107
4295000,2577000,1.28265130519867
4297000,2577000,0.88394820690155
4299000,2577000,0.826301515102386
4301000,2577000,2.1473376750946
4303000,2577000,4.41292953491211
4305000,2577000,3.70369100570679
4307000,2577000,4.8765230178833
4309000,2577000,4.86943483352661
4311000,2577000,3.45889091491699
4313000,2577000,4.03095245361328
4315000,2577000,3.6959216594696
4317000,2577000,3.09517335891724
4319000,2577000,2.39411807060242
4321000,2577000,2.63409757614136
4323000,2577000,4.49239110946655
4333000,2577000,2.76817083358765
4335000,2577000,3.75764536857605
4337000,2577000,4.20644474029541
4339000,2577000,6.29017543792725
4341000,2577000,7.41421365737915
4343000,2577000,8.55129909515381
4345000,2577000,7.45728588104248
4347000,2577000,5.49101495742798
4349000,2577000,5.30413436889648
4351000,2577000,4.09306573867798
4353000,2577000,3.51263070106506
4355000,2577000,1.99199950695038
4357000,2577000,2.8545081615448
4359000,2577000,4.70391511917114
4361000,2577000,3.46765971183777
4363000,2577000,4.09008502960205
4175000,2575000,3.15935397148132
4177000,2575000,4.62199831008911
4179000,2575000,4.24498319625854
4181000,2575000,2.94868183135986
4183000,2575000,3.12784719467163
4185000,2575000,3.25075626373291
4187000,2575000,4.27622175216675
4189000,2575000,6.61524248123169
4191000,2575000,6.34687232971191
4193000,2575000,7.00690698623657
4195000,2575000,6.20420217514038
4197000,2575000,2.49596190452576
4199000,2575000,2.8689169883728
4201000,2575000,4.42095994949341
4203000,2575000,4.66083192825317
4263000,2575000,5.26583480834961
4265000,2575000,4.76024198532104
4267000,2575000,7.31781721115112
4269000,2575000,9.6682767868042
4271000,2575000,11.86887550354
4273000,2575000,13.6677751541138
4275000,2575000,12.7685689926147
4277000,2575000,9.60256862640381
4279000,2575000,8.08808898925781
4281000,2575000,7.23001384735107
4283000,2575000,3.55541348457336
4285000,2575000,4.60963344573975
4287000,2575000,3.45260548591614
4289000,2575000,2.03188848495483
4291000,2575000,1.30374836921692
4293000,2575000,1.50893723964691
4295000,2575000,2.75358581542969
4297000,2575000,1.69634211063385
4299000,2575000,1.20416057109833
4301000,2575000,2.60683488845825
4303000,2575000,2.80194854736328
4305000,2575000,2.76148724555969
4307000,2575000,3.97385311126709
4309000,2575000,6.61271476745605
4311000,2575000,5.04458236694336
4313000,2575000,5.38101720809937
4315000,2575000,5.1525444984436
4317000,2575000,3.62329649925232
4319000,2575000,2.22310566902161
4321000,2575000,2.44848132133484
4323000,2575000,4.29688405990601
4325000,2575000,5.93461656570435
4333000,2575000,4.19677400588989
4335000,2575000,4.8362512588501
4337000,2575000,4.44347476959229
4339000,2575000,6.8878026008606
4341000,2575000,9.88064002990723
4343000,2575000,8.52437400817871
4345000,2575000,5.41573572158813
4347000,2575000,3.35757517814636
4349000,2575000,3.62251329421997
4351000,2575000,5.04324913024902
4353000,2575000,4.08628225326538
4355000,2575000,4.1521258354187
4357000,2575000,3.29312038421631
4359000,2575000,4.38928031921387
4361000,2575000,6.56599712371826
4363000,2575000,5.27312994003296
4365000,2575000,3.58979272842407
4175000,2573000,1.64593124389648
4177000,2573000,3.78497457504272
4179000,2573000,5.02173566818237
4181000,2573000,5.35450839996338
4183000,2573000,3.95958352088928
4185000,2573000,2.61662244796753
4187000,2573000,2.74248027801514
4189000,2573000,5.78887462615967
4191000,2573000,7.76530885696411
4193000,2573000,7.44186067581177
4195000,2573000,4.83020353317261
4197000,2573000,2.35461664199829
4199000,2573000,3.33587670326233
4201000,2573000,3.09032106399536
4203000,2573000,3.41437816619873
4263000,2573000,4.50464963912964
4265000,2573000,6.31077003479004
4267000,2573000,8.79791831970215
4269000,2573000,10.5288286209106
4271000,2573000,10.9907312393188
4273000,2573000,13.4028940200806
4275000,2573000,13.4965286254883
4277000,2573000,10.2419929504395
4279000,2573000,8.02498149871826
4281000,2573000,8.90391063690186
4283000,2573000,6.15602731704712
4285000,2573000,5.80432844161987
4287000,2573000,3.43285608291626
4289000,2573000,3.78701615333557
4291000,2573000,2.78602433204651
4293000,2573000,3.23957204818726
4295000,2573000,4.37457466125488
4297000,2573000,4.56389284133911
4299000,2573000,2.72712707519531
4301000,2573000,0.745824873447418
4303000,2573000,1.33517527580261
4305000,2573000,2.2471878528595
4307000,2573000,4.49301385879517
4309000,2573000,7.27442741394043
4311000,2573000,7.47586107254028
4313000,2573000,6.75831079483032
4315000,2573000,4.31486558914185
4317000,2573000,2.88525128364563
4319000,2573000,1.6830974817276
4321000,2573000,2.78920364379883
4323000,2573000,3.88035702705383
4325000,2573000,3.94003486633301
4327000,2573000,6.0389986038208
4331000,2573000,7.94009971618652
4333000,2573000,4.961341381073
4335000,2573000,4.30563735961914
4337000,2573000,5.45195055007935
4339000,2573000,8.43083572387695
4341000,2573000,10.3924360275269
4343000,2573000,7.98513460159302
4345000,2573000,5.08594036102295
4347000,2573000,4.05243587493896
4349000,2573000,4.9511284828186
4351000,2573000,6.31710720062256
4353000,2573000,4.39395952224731
4355000,2573000,4.61489868164062
4357000,2573000,5.33521175384521
4359000,2573000,5.67471790313721
4361000,2573000,6.93268346786499
4363000,2573000,4.83035182952881
4365000,2573000,4.53608131408691
4175000,2571000,1.56632173061371
4177000,2571000,2.70388293266296
4179000,2571000,4.27939939498901
4181000,2571000,4.47313451766968
4183000,2571000,6.29174280166626
4185000,2571000,4.99481678009033
4187000,2571000,4.46055746078491
4189000,2571000,6.12932968139648
4191000,2571000,7.65960836410522
4193000,2571000,7.01121187210083
4195000,2571000,4.61920070648193
4197000,2571000,3.28473615646362
4199000,2571000,3.32531833648682
4201000,2571000,2.41791558265686
4203000,2571000,2.49821949005127
4205000,2571000,4.03767204284668
4263000,2571000,5.45653486251831
4265000,2571000,5.8677225112915
4267000,2571000,7.49198579788208
4269000,2571000,8.81114768981934
4271000,2571000,10.1209669113159
4273000,2571000,12.6260042190552
4275000,2571000,13.8964223861694
4277000,2571000,13.2192106246948
4279000,2571000,10.4014225006104
4281000,2571000,10.4932289123535
4283000,2571000,5.43227863311768
4285000,2571000,4.29376125335693
4287000,2571000,3.41762161254883
4289000,2571000,5.5545129776001
4291000,2571000,5.03565835952759
4293000,2571000,6.3493390083313
4295000,2571000,5.69143629074097
4297000,2571000,3.91708064079285
4299000,2571000,2.43164777755737
4301000,2571000,1.73094952106476
4303000,2571000,2.0139102935791
4305000,2571000,3.16342258453369
4307000,2571000,5.54622793197632
4309000,2571000,7.61937570571899
4311000,2571000,6.16454982757568
4313000,2571000,3.74835348129272
4315000,2571000,3.62210035324097
4317000,2571000,3.24481558799744
4319000,2571000,1.64685809612274
4321000,2571000,2.91100931167603
4323000,2571000,5.36944103240967
4325000,2571000,3.20323038101196
4327000,2571000,3.89972424507141
4329000,2571000,6.33016538619995
4331000,2571000,9.45595932006836
4333000,2571000,6.88833570480347
4335000,2571000,5.52988338470459
4337000,2571000,7.09937858581543
4339000,2571000,9.91623306274414
4341000,2571000,10.211688041687
4343000,2571000,7.29058074951172
4345000,2571000,5.9161114692688
4347000,2571000,5.28879404067993
4349000,2571000,5.49439859390259
4351000,2571000,7.17650365829468
4353000,2571000,6.87137889862061
4355000,2571000,7.21267509460449
4357000,2571000,7.66828107833862
4359000,2571000,7.27981567382812
4361000,2571000,6.89310693740845
4363000,2571000,6.364577293396
4365000,2571000,5.23100471496582
4175000,2569000,4.03842544555664
4177000,2569000,3.3679838180542
4179000,2569000,4.1311469078064
4181000,2569000,5.50272226333618
4183000,2569000,6.48106670379639
4185000,2569000,7.2280707359314
4187000,2569000,6.43825721740723
4189000,2569000,6.05801820755005
4191000,2569000,7.91227531433105
4193000,2569000,6.199547290802
4195000,2569000,4.1428542137146
4197000,2569000,5.01685237884521
4199000,2569000,4.0490665435791
4201000,2569000,3.26902222633362
4203000,2569000,2.73426532745361
4205000,2569000,3.19537973403931
4207000,2569000,3.59624338150024
4261000,2569000,4.45814943313599
4263000,2569000,4.97160005569458
4265000,2569000,5.06270360946655
4267000,2569000,6.41922330856323
4269000,2569000,7.43602180480957
4271000,2569000,8.37923526763916
4273000,2569000,11.2488203048706
4275000,2569000,13.4678039550781
4277000,2569000,13.827335357666
4279000,2569000,11.5144987106323
4281000,2569000,10.7301578521729
4283000,2569000,5.39268970489502
4285000,2569000,2.51520252227783
4287000,2569000,2.6340389251709
4289000,2569000,4.79418754577637
4291000,2569000,6.06287002563477
4293000,2569000,6.57845640182495
4295000,2569000,3.6923816204071
4297000,2569000,3.53406715393066
4299000,2569000,3.15856599807739
4301000,2569000,1.96421122550964
4303000,2569000,3.21712756156921
4305000,2569000,3.96079158782959
4307000,2569000,5.7260217666626
4309000,2569000,7.66712999343872
4311000,2569000,6.7060751914978
4313000,2569000,4.17467164993286
4315000,2569000,3.84648132324219
4317000,2569000,2.20797395706177
4319000,2569000,2.31593465805054
4321000,2569000,4.05358219146729
4323000,2569000,5.47003698348999
4325000,2569000,3.10900688171387
4327000,2569000,4.46063756942749
4329000,2569000,5.96381998062134
4331000,2569000,9.00562381744385
4333000,2569000,8.97004222869873
4335000,2569000,8.88777446746826
4337000,2569000,9.93546009063721
4339000,2569000,10.5225248336792
4341000,2569000,8.7672290802002
4343000,2569000,5.91182851791382
4345000,2569000,6.20312881469727
4347000,2569000,6.04669523239136
4349000,2569000,7.43704271316528
4351000,2569000,8.20850563049316
4353000,2569000,7.39314699172974
4355000,2569000,6.81227970123291
4357000,2569000,7.01570177078247
4359000,2569000,5.98730945587158
4361000,2569000,5.12535905838013
4363000,2569000,5.4278621673584
4365000,2569000,2.80575180053711
4177000,2567000,6.14566469192505
4179000,2567000,6.64636373519897
4181000,2567000,6.86297512054443
4183000,2567000,7.21783399581909
4185000,2567000,7.8431396484375
4187000,2567000,8.31649684906006
4189000,2567000,6.02694177627563
4191000,2567000,8.14620113372803
4193000,2567000,5.77787065505981
4195000,2567000,5.85434770584106
4197000,2567000,4.54554033279419
4199000,2567000,3.37369537353516
4201000,2567000,3.11284303665161
4203000,2567000,3.76667189598083
4205000,2567000,4.97387409210205
4207000,2567000,5.247971534729
4209000,2567000,5.00053596496582
4259000,2567000,5.00476980209351
4261000,2567000,4.99744510650635
4263000,2567000,5.82362461090088
4265000,2567000,6.19826459884644
4267000,2567000,8.31716060638428
4269000,2567000,9.0654993057251
4271000,2567000,8.31948947906494
4273000,2567000,9.4554328918457
4275000,2567000,10.8244771957397
4277000,2567000,13.4817638397217
4279000,2567000,13.7542009353638
4281000,2567000,10.7723598480225
4283000,2567000,5.98457670211792
4285000,2567000,4.43564510345459
4287000,2567000,3.05658197402954
4289000,2567000,3.69126892089844
4291000,2567000,4.58138084411621
4293000,2567000,7.09412860870361
4295000,2567000,5.63350009918213
4297000,2567000,4.90943050384521
4299000,2567000,3.74539232254028
4301000,2567000,3.07756567001343
4303000,2567000,3.47331380844116
4305000,2567000,3.73773455619812
4307000,2567000,4.26389598846436
4309000,2567000,6.40241193771362
4311000,2567000,7.71259212493896
4313000,2567000,6.02538919448853
